,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q90600292,uri,http://www.wikidata.org/entity/Q420138,literal,Selenicereus monacanthus,literal,CTMLKIKAUFEMLE-FTNGGYTGSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(O)=C(OC4OC(CO)C(O)C(O)C4O)C=C3CC2C(=O)O)=C1,literal,7659-95-2,literal,77163180-1,en,literal,Betanin,literal,10.1016/S0031-9422(01)00336-3,,
1,uri,http://www.wikidata.org/entity/Q89247506,uri,http://www.wikidata.org/entity/Q110200512,literal,Selenicereus purpusii,literal,PAVWXODKPIGBQM-UHFFFAOYSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(O)=C(OC4OC(COC(=O)CC(O)(C)CC(=O)O)C(O)C(O)C4O)C=C3CC2C(=O)O)=C1,,,literal,77201802-1,en,literal,"4-[2-[2-Carboxy-5-[6-[(4-carboxy-3-hydroxy-3-methylbutanoyl)oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-hydroxy-2,3-dihydroindol-1-yl]ethenyl]-2,3-dihydropyridine-2,6-dicarboxylic acid",literal,10.1021/JF050700T,,
2,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q27105238,literal,Lophophora williamsii,literal,NKHMWHLJHODBEP-MRVPVSSYSA-N,literal,CC1C2=C(C(=C(C=C2CCN1C)OC)OC)O,literal,83-14-7,literal,143606-2,en,literal,(-)-Pellotine,literal,10.1016/0021-9673(92)80380-D,,
3,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q27105238,literal,Lophophora williamsii,literal,NKHMWHLJHODBEP-MRVPVSSYSA-N,literal,CC1C2=C(C(=C(C=C2CCN1C)OC)OC)O,literal,83-14-7,literal,143606-2,en,literal,(-)-Pellotine,literal,10.1248/YAKUSHI1947.92.4_482,,
4,uri,http://www.wikidata.org/entity/Q90600324,uri,http://www.wikidata.org/entity/Q110077827,literal,Selenicereus ocamponis,literal,RCMQSTDOCANJCT-UHFFFAOYSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(O)=C(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)C=C3CC2C(=O)O)=C1,,,literal,77163181-1,en,literal,"4-[2-[2-Carboxy-5-[6-[(2-carboxyacetyl)oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-hydroxy-2,3-dihydroindol-1-yl]ethenyl]-2,3-dihydropyridine-2,6-dicarboxylic acid",literal,10.1016/S0031-9422(01)00336-3,,
5,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q105246622,literal,Lophophora williamsii,literal,RWNKRJVNISICES-UHFFFAOYSA-N,literal,OC1=C(OC)C(OC)=CC2=C1C(=NCC2)C,,,literal,143606-2,en,literal,"6,7-dimethoxy-1-methyl-3,4-dihydroisoquinolin-8-ol",literal,10.1248/YAKUSHI1947.92.4_482,,
6,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q104956211,literal,Lophophora williamsii,literal,CEYOQAZNNIGDHO-UHFFFAOYSA-N,literal,O=C1C(OC)=C(OC)C=C2C1=C(N(C)CC2)C,,,literal,143606-2,en,literal,"6,7-Dimethoxy-1,2-dimethyl-3,4-dihydroisoquinolin-8-one",literal,10.1248/YAKUSHI1947.92.4_482,,
7,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q105213836,literal,Lophophora williamsii,literal,PRNZAMQMBOFSJY-ZETCQYMHSA-N,literal,OC=1C(OC)=C(OC)C=C2C1C(NCC2)C,literal,17627-77-9,literal,143606-2,en,literal,anhalonidine,literal,10.1016/0021-9673(92)80380-D,,
8,uri,http://www.wikidata.org/entity/Q271937,uri,http://www.wikidata.org/entity/Q105213836,literal,Lophophora williamsii,literal,PRNZAMQMBOFSJY-ZETCQYMHSA-N,literal,OC=1C(OC)=C(OC)C=C2C1C(NCC2)C,literal,17627-77-9,literal,143606-2,en,literal,anhalonidine,literal,10.1248/YAKUSHI1947.92.4_482,,
9,uri,http://www.wikidata.org/entity/Q90600463,uri,http://www.wikidata.org/entity/Q110077827,literal,Selenicereus undatus,literal,RCMQSTDOCANJCT-UHFFFAOYSA-N,literal,O=C(O)C1=NC(C(=O)O)CC(C=CN2C3=CC(O)=C(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4O)C=C3CC2C(=O)O)=C1,,,literal,77163184-1,en,literal,"4-[2-[2-Carboxy-5-[6-[(2-carboxyacetyl)oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-hydroxy-2,3-dihydroindol-1-yl]ethenyl]-2,3-dihydropyridine-2,6-dicarboxylic acid",literal,10.1016/S0031-9422(01)00336-3,,
