,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q33943,uri,http://www.wikidata.org/entity/Q956217,literal,Euterpe oleracea,literal,PADQINQHPQKXNL-LSDHHAIUSA-N,literal,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,literal,480-20-6,literal,666941-1,en,literal,aromadendrin,literal,10.1021/JF801792N,literal,CHEMBL9323
1,uri,http://www.wikidata.org/entity/Q33943,uri,http://www.wikidata.org/entity/Q6489358,literal,Euterpe oleracea,literal,MHXCIKYXNYCMHY-AUSJPIAWSA-N,literal,COC1=C(C=CC(=C1)CC2COC(C2CO)C3=CC(=C(C=C3)O)OC)O,literal,27003-73-2,literal,666941-1,en,literal,lariciresinol,literal,10.1021/JF801792N,literal,CHEMBL518421
2,uri,http://www.wikidata.org/entity/Q25292,uri,http://www.wikidata.org/entity/Q99374,literal,Phoenix dactylifera,literal,NGSWKAQJJWESNS-ZZXKWVIFSA-N,literal,C1=CC(=CC=C1C=CC(=O)O)O,literal,501-98-4,literal,668912-1,en,literal,(E)-p-coumaric acid,literal,10.1021/JF050579Q,literal,CHEMBL66879
3,uri,http://www.wikidata.org/entity/Q25292,uri,http://www.wikidata.org/entity/Q99374,literal,Phoenix dactylifera,literal,NGSWKAQJJWESNS-ZZXKWVIFSA-N,literal,C1=CC(=CC=C1C=CC(=O)O)O,literal,501-98-4,literal,668912-1,en,literal,(E)-p-coumaric acid,literal,10.1021/JF050579Q.S001,literal,CHEMBL66879
4,uri,http://www.wikidata.org/entity/Q27657,uri,http://www.wikidata.org/entity/Q63398496,literal,Phoenix canariensis,literal,OVSQVDMCBVZWGM-LVWULRLVSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(O)C4,,,literal,668909-1,en,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",literal,10.1248/CPB.39.2053,,
5,uri,http://www.wikidata.org/entity/Q25292,uri,http://www.wikidata.org/entity/Q63409041,literal,Phoenix dactylifera,literal,JGXFMIJHKASCIZ-LDBVRRDLSA-N,literal,O=C1C=C(OC2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C12)C=4C=C(OC)C(O)=C(OC)C4,literal,32769-01-0,literal,668912-1,en,literal,tricin 7-O-beta-D-glucoside,literal,10.1248/CPB.39.2053,,
6,uri,http://www.wikidata.org/entity/Q25292,uri,http://www.wikidata.org/entity/Q7072006,literal,Phoenix dactylifera,literal,PMOWTIHVNWZYFI-AATRIKPKSA-N,literal,C1=CC=C(C(=C1)C=CC(=O)O)O,literal,614-60-8,literal,668912-1,en,literal,(2E)-2-hydroxycinnamic acid,literal,10.1021/JF050579Q,literal,CHEMBL52564
7,uri,http://www.wikidata.org/entity/Q25292,uri,http://www.wikidata.org/entity/Q7072006,literal,Phoenix dactylifera,literal,PMOWTIHVNWZYFI-AATRIKPKSA-N,literal,C1=CC=C(C(=C1)C=CC(=O)O)O,literal,614-60-8,literal,668912-1,en,literal,(2E)-2-hydroxycinnamic acid,literal,10.1021/JF050579Q.S001,literal,CHEMBL52564
8,uri,http://www.wikidata.org/entity/Q27657,uri,http://www.wikidata.org/entity/Q6086296,literal,Phoenix canariensis,literal,OVSQVDMCBVZWGM-QSOFNFLRSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-35-9,literal,668909-1,en,literal,isoquercetin,literal,10.1248/CPB.39.2053,literal,CHEMBL250450
9,uri,http://www.wikidata.org/entity/Q33943,uri,http://www.wikidata.org/entity/Q72481451,literal,Euterpe oleracea,literal,UHOAHNLBCNGCHE-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C(=O)CCO,literal,136196-47-9,literal,666941-1,en,literal,beta-Hydroxypropiosyringone,literal,10.1021/JF801792N,,
