,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q27089378,literal,Swertia chirata,literal,GNSHHHWDGOHNPC-UHFFFAOYSA-N,literal,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C(C=C3O2)OC)O,literal,370832-1,en,literal,swerchirin,literal,10.1002/JPS.2600620614,literal,521-65-3,,
1,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q27089378,literal,Swertia chirata,literal,GNSHHHWDGOHNPC-UHFFFAOYSA-N,literal,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C(C=C3O2)OC)O,literal,370832-1,en,literal,swerchirin,literal,10.1201/9780203736395-13,literal,521-65-3,,
2,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q105162920,literal,Swertia chirata,literal,MFPHRBDWUYSONT-MWYQNLNLSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CC=C4C5CCCC(C)(C)C5(C)CCC43C)C1(C)C,literal,370832-1,en,literal,Kairatenol,literal,10.1016/S0040-4039(00)77692-1,,,,
3,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q104977762,literal,Swertia chirata,literal,DFDHXNQBZDTVFE-UHFFFAOYSA-N,literal,O=C1C=2C(O)=CC(O)=C(OC)C2OC3=CC=CC(OC)=C13,literal,370832-1,en,literal,"1,3-dihydroxy-4,8-dimethoxyxanthen-9-one",literal,10.1248/YAKUSHI1947.89.3_410,,,,
4,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q105008040,literal,Swertia chirata,literal,GGGUGZHBAOMSFJ-CKSYWMOSSA-N,literal,OC1CCC2(C)C3CCC4(C(=CCC5(C)CCC(C)(C)CC45)C3(C)CCC2C1(C)C)C,literal,370832-1,en,literal,"(3S,4aR,6aR,6aS,8aS,12aR,14aR,14bR)-4,4,6a,6a,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,8,9,10,12,12a,13,14,14a-tetradecahydropicen-3-ol",literal,10.1016/0031-9422(91)83473-X,,,,
5,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q27104931,literal,Swertia chirata,literal,XMVBNLMKPMPWAX-DIKOWXHZSA-N,literal,COC1=CC(=C2C(=C1)OC3=C(C=CC(=C3C2=O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,370832-1,en,literal,swertianolin,literal,10.1248/CPB.30.4088,literal,23445-00-3,literal,CHEMBL468396
6,uri,http://www.wikidata.org/entity/Q104847398,uri,http://www.wikidata.org/entity/Q104667641,literal,Swertia corymbosa,literal,XCDQFROEGGNAER-VYFOYESCSA-N,literal,OC1CCC2C(C)(CCC3C2(C)CCC4(C)C5CC(C)(C)CCC5(C)CCC34C)C1C,literal,60462310-2,en,literal,"(3R,4R,4aS,6aS,6bR,8aR,12aR,12bS,14aS,14bS)-4,4a,6b,8a,11,11,12b,14a-octamethyl-hexadecahydropicen-3-ol",literal,10.1016/S0367-326X(02)00011-4,,,,
7,uri,http://www.wikidata.org/entity/Q104847398,uri,http://www.wikidata.org/entity/Q110188612,literal,Swertia corymbosa,literal,GPWRLYPDBVVCCX-RNTYDGCESA-N,literal,O=C1C2=C(O)C(O)=CC=C2OC3=CC(OC)=CC(OC4OCC(OC5OCC(O)C(O)C5O)C(O)C4O)=C13,literal,60462310-2,en,literal,"8-[(2R,3R,4S,5R)-3,4-dihydroxy-5-[(2S,3S,4S,5S)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-1,2-dihydroxy-6-methoxyxanthen-9-one",literal,10.1016/J.PHYMED.2014.06.011,,,,
8,uri,http://www.wikidata.org/entity/Q104847398,uri,http://www.wikidata.org/entity/Q104171726,literal,Swertia corymbosa,literal,MIJYXULNPSFWEK-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,60462310-2,en,literal,oleanolic acid,literal,10.1002/JCCS.197600009,,,,
9,uri,http://www.wikidata.org/entity/Q104664512,uri,http://www.wikidata.org/entity/Q27108621,literal,Swertia chirata,literal,JFSHUTJDVKUMTJ-QHPUVITPSA-N,literal,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C)C,literal,370832-1,en,literal,β-amyrin,literal,10.1016/0031-9422(88)83137-6,literal,559-70-6,literal,CHEMBL455098
