,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q105009731,literal,Commelina communis,literal,GKAJCVFOJGXVIA-VYKRLYASSA-N,literal,OC=1C=C(OC2OC(CO)C(O)C(O)C2O)C=C(C=CC3=CC=C(OC)C(O)=C3)C1,literal,319150-2,en,literal,"(2S,3S,4S,5S,6S)-2-[3-hydroxy-5-[(E)-2-(3-hydroxy-4-methoxyphenyl)ethenyl]phenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",literal,10.4268/CJCMM20122316,,,,
1,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q104908792,literal,Commelina communis,literal,ABRULANJVVJLFI-WTCRCIIGSA-N,literal,O=C1C=C(OC=2C=C(OC)C(=C(O)C12)C3OC(CO)C(O)C(O)C3O)C=4C=CC(O)=CC4,literal,319150-2,en,literal,"5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-6-[(2S,3R,4R,5S,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",literal,10.1007/S11418-008-0244-1,,,,
2,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q419672,literal,Commelina communis,literal,WKOLLVMJNQIZCI-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)C(=O)O)O,literal,319150-2,en,literal,vanillic acid,literal,10.1093/CHROMSCI/BMY030,literal,121-34-6,literal,CHEMBL120568
3,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q27114317,literal,Commelina communis,literal,XENHPQQLDPAYIJ-PEVLUNPASA-O,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C=C3C(=CC(=CC3=[O+]2)O)O)OC4C(C(C(C(O4)CO)O)O)O,literal,319150-2,en,literal,delphinidin 3-O-glucoside cation,literal,10.1271/BBB1961.55.2919,literal,50986-17-9,literal,CHEMBL518846
4,uri,http://www.wikidata.org/entity/Q7127620,uri,http://www.wikidata.org/entity/Q274972,literal,Palisota barteri,literal,DFMMVLFMMAQXHZ-DOKBYWHISA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=O)C)C,literal,172909-1,en,literal,apocarotenal,literal,10.1515/ZNB-1968-0817,literal,1107-26-2,,
5,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q2317288,literal,Commelina communis,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,319150-2,en,literal,luteoloside,literal,10.1007/S11418-008-0244-1,literal,26811-41-6,literal,CHEMBL233929
6,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q2317288,literal,Commelina communis,literal,PEFNSGRTCBGNAN-QNDFHXLGSA-N,literal,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,literal,319150-2,en,literal,luteoloside,literal,10.1093/CHROMSCI/BMY030,literal,26811-41-6,literal,CHEMBL233929
7,uri,http://www.wikidata.org/entity/Q7127620,uri,http://www.wikidata.org/entity/Q306135,literal,Palisota barteri,literal,OENHQHLEOONYIE-JLTXGRSLSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,literal,172909-1,en,literal,β-carotene,literal,10.1515/ZNB-1968-0817,literal,7235-40-7,literal,CHEMBL1293
8,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q104985677,literal,Commelina communis,literal,DNOYEWZAPJCUNS-QJCNDGQWSA-N,literal,O=C(OC)C1=CC(O)=C2OC2=C1C3OC(CO)C(O)C(O)C3O,literal,319150-2,en,literal,"methyl 5-hydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-7-oxabicyclo[4.1.0]hepta-1,3,5-triene-3-carboxylate",literal,10.1007/S10600-009-9253-X,,,,
9,uri,http://www.wikidata.org/entity/Q159111,uri,http://www.wikidata.org/entity/Q408428,literal,Commelina communis,literal,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,literal,COC1=CC(=CC(=C1O)OC)C(=O)O,literal,319150-2,en,literal,syringic acid,literal,10.1093/CHROMSCI/BMY030,literal,530-57-4,literal,CHEMBL1414
