,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q115971801,literal,Curcuma longa,literal,FTHMLKSJOOGJQB-SYUFGHMDSA-N,literal,O=C(C=CC1=CC=C(O)C(OC)=C1)C=C(O)C=CC2=CC=C(OC3(C=CC(CC3O)C(C)CC(=O)C=C(C)C)C)C(OC)=C2,literal,796451-1,en,literal,"(6S)-6-[(1R,4R,5S)-5-hydroxy-4-[4-[(1E,3Z,6E)-3-hydroxy-7-(4-hydroxy-3-methoxyphenyl)-5-oxohepta-1,3,6-trienyl]-2-methoxyphenoxy]-4-methylcyclohex-2-en-1-yl]-2-methylhept-2-en-4-one",literal,10.1021/NP300551G,,,,
1,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q25312872,literal,Curcuma longa,literal,QJOWFYQIUZMPRY-NEBZKDRISA-N,literal,O=C(C=C(C)C)CC(C)C1C=CC(O)(C)C(O)C1,literal,796451-1,en,literal,bisacurone,literal,10.1016/0031-9422(90)83038-3,,,,
2,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q27121796,literal,Curcuma longa,literal,KQAZVFVOEIRWHN-UHFFFAOYSA-N,literal,CC1=CCC2(C1C2)C(C)C,literal,796451-1,en,literal,alpha-thujene,literal,10.1002/FFJ.1053,literal,2867-05-2,,
3,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q11595687,literal,Curcuma longa,literal,XZRVRYFILCSYSP-OAHLLOKOSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,β-bisabolene,literal,10.1248/YAKUSHI1947.112.11_817,literal,495-61-4,literal,CHEMBL1077088
4,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q11595687,literal,Curcuma longa,literal,XZRVRYFILCSYSP-OAHLLOKOSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,β-bisabolene,literal,10.1016/S0021-9673(96)00802-3,literal,495-61-4,literal,CHEMBL1077088
5,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q11595687,literal,Curcuma longa,literal,XZRVRYFILCSYSP-OAHLLOKOSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,β-bisabolene,literal,10.1515/ZNC-2002-9-1013,literal,495-61-4,literal,CHEMBL1077088
6,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q11595687,literal,Curcuma longa,literal,XZRVRYFILCSYSP-OAHLLOKOSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,β-bisabolene,literal,10.1016/0021-9673(96)00103-3,literal,495-61-4,literal,CHEMBL1077088
7,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q27104329,literal,Curcuma longa,literal,NGSWKAQJJWESNS-UHFFFAOYSA-N,literal,C1=CC(=CC=C1C=CC(=O)O)O,literal,796451-1,en,literal,4-coumaric acid,literal,10.1002/BMC.1207,literal,7400-08-0,,
8,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q27121561,literal,Curcuma longa,literal,XZRVRYFILCSYSP-UHFFFAOYSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,beta-bisabolene,literal,10.1002/FFJ.1053,literal,4891-79-6,literal,CHEMBL2001434
9,uri,http://www.wikidata.org/entity/Q42562,uri,http://www.wikidata.org/entity/Q27121561,literal,Curcuma longa,literal,XZRVRYFILCSYSP-UHFFFAOYSA-N,literal,CC1=CCC(CC1)C(=C)CCC=C(C)C,literal,796451-1,en,literal,beta-bisabolene,literal,10.1002/PCA.759,literal,4891-79-6,literal,CHEMBL2001434
