,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q15395445,uri,http://www.wikidata.org/entity/Q83084515,literal,Miconia lepidota,literal,HVGWDVJUMODUIZ-UHFFFAOYSA-N,literal,CC1=CC(=O)C=C(C1=O)OC,literal,611-68-7,literal,572671-1,en,literal,"3-Methoxy-2,5-toluquinone",literal,10.1021/NP000219R,,
1,uri,http://www.wikidata.org/entity/Q15397432,uri,http://www.wikidata.org/entity/Q82971367,literal,Miconia traillii,literal,YCOKATFNRPZIIU-MGBZEVKYSA-N,literal,O=C(O)C12CCC(C)C(O)(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CC1,literal,65669-84-3,literal,159867-2,en,literal,"2,3,19,23-Tetrahydroxyurs-12-en-28-oic acid",literal,10.1021/NP020429Z,,
2,uri,http://www.wikidata.org/entity/Q15394456,uri,http://www.wikidata.org/entity/Q422044,literal,Miconia albicans,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,1125568-2,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
3,uri,http://www.wikidata.org/entity/Q957567,uri,http://www.wikidata.org/entity/Q82900032,literal,Acanthella,literal,WSPJFMZOFNQTAT-NBIPDHRESA-N,literal,[C-]#[N+]C(C)(C)C1OC(C)(CC1)C2CCC([N+]#[C-])(C)C3CCC(=CC32)C,literal,126622-61-5,literal,26135-1,en,literal,Kalihinene,literal,10.1016/S0040-4020(98)00818-7,,
4,uri,http://www.wikidata.org/entity/Q15397188,uri,http://www.wikidata.org/entity/Q422044,literal,Miconia macrothyrsa,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,159311-2,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
5,uri,http://www.wikidata.org/entity/Q15395445,uri,http://www.wikidata.org/entity/Q83013789,literal,Miconia lepidota,literal,FVLYRFSEEUSOAL-UHFFFAOYSA-N,literal,CCCCCCCC1=CC(=O)C=C(C1=O)OC,literal,107811-51-8,literal,572671-1,en,literal,"2,5-Cyclohexadiene-1,4-dione, 2-heptyl-6-methoxy-",literal,10.1021/NP000219R,,
6,uri,http://www.wikidata.org/entity/Q15239326,uri,http://www.wikidata.org/entity/Q72515925,literal,Medinilla fengii,literal,PHFUCJXOLZAQNH-OTMOLZNZSA-N,literal,O=C(OC1CCC2(C)C3CC=C4C5C(C)C(C)CCC5(C(=O)O)CCC4(C)C3(C)CCC2C1(C)C)C,literal,7372-30-7,literal,570188-1,en,literal,Ursolic acid acetate,literal,10.1002/CBDV.201000228,,
7,uri,http://www.wikidata.org/entity/Q15393975,uri,http://www.wikidata.org/entity/Q83096243,literal,Miconia affinis,literal,QQLURXJDJDJYQV-UHFFFAOYSA-N,literal,COC1=C(C(=C2C3=C1C(=O)OC4=C3C(=CC5=C4OCO5)C(=O)O2)OC)OC,literal,69251-99-6,literal,158685-2,en,literal,"(1)Benzopyrano(5,4,3-cde)(1,3)dioxolo(4,5-h)(1)benzopyran-5,11-dione, 1,2,3-trimethoxy-",literal,10.3797/SCIPHARM.1410-10,,
8,uri,http://www.wikidata.org/entity/Q17585666,uri,http://www.wikidata.org/entity/Q6948223,literal,Miconia cabucu,literal,DCYOADKBABEMIQ-OWMUPTOHSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,17912-87-7,literal,158830-2,en,literal,Myricitrin,literal,10.1016/J.PHYTOCHEM.2007.04.020,literal,CHEMBL454576
9,uri,http://www.wikidata.org/entity/Q15397893,uri,http://www.wikidata.org/entity/Q422044,literal,Miconia tamana,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,159804-2,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
10,uri,http://www.wikidata.org/entity/Q17584072,uri,http://www.wikidata.org/entity/Q422044,literal,Astronia smilacifolia,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,566458-1,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
11,uri,http://www.wikidata.org/entity/Q15398607,uri,http://www.wikidata.org/entity/Q422044,literal,Sonerila erecta,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,575756-1,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
12,uri,http://www.wikidata.org/entity/Q104911485,uri,http://www.wikidata.org/entity/Q422044,literal,Melastoma molle,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,571015-1,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
13,uri,http://www.wikidata.org/entity/Q104911505,uri,http://www.wikidata.org/entity/Q422044,literal,Sonerila albiflora,literal,AFSDNFLWKVMVRB-UHFFFAOYSA-N,literal,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,literal,476-66-4,literal,575696-1,en,literal,ellagic acid,literal,10.1016/S0031-9422(00)86652-2,literal,CHEMBL6246
14,uri,http://www.wikidata.org/entity/Q17585666,uri,http://www.wikidata.org/entity/Q6086296,literal,Miconia cabucu,literal,OVSQVDMCBVZWGM-QSOFNFLRSA-N,literal,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,literal,482-35-9,literal,158830-2,en,literal,isoquercetin,literal,10.1016/J.PHYTOCHEM.2007.04.020,literal,CHEMBL250450
15,uri,http://www.wikidata.org/entity/Q17585666,uri,http://www.wikidata.org/entity/Q50318428,literal,Miconia cabucu,literal,DVGGLGXQSFURLP-NEGKXOQXSA-N,literal,O=C(OCC1OC(OC=2C(=O)C=3C(O)=CC(O)=CC3OC2C=4C=CC(O)=CC4)C(O)C(O)C1O)C=CC5=CC=C(O)C=C5,,,literal,158830-2,en,literal,"[(2R,3S,4R,5R,6S)-6-[5,7-dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",literal,10.1016/J.PHYTOCHEM.2007.04.020,,
16,uri,http://www.wikidata.org/entity/Q15397432,uri,http://www.wikidata.org/entity/Q82924081,literal,Miconia traillii,literal,UVFOCYGYACXLAY-ZDQUCUCBSA-N,literal,O=C1C=C2C(=O)CC3C(CCC4(C)C(CCC34)C(C)CCC(CC)C(C)C)C2(C)CC1,literal,23670-94-2,literal,159867-2,en,literal,"Stigmast-4-ene-3,6-dione",literal,10.1021/NP020429Z,,
17,uri,http://www.wikidata.org/entity/Q957567,uri,http://www.wikidata.org/entity/Q82892434,literal,Acanthella,literal,ULUHGZAAPMJKNO-JVKCDKLRSA-N,literal,[C-]#[N+]C1C2C(CCC1(O)C)C([N+]#[C-])(C)CCC2C3(OC(C)(C)C(Cl)CC3)C,literal,91294-83-6,literal,26135-1,en,literal,Kalihinol A,literal,10.1021/JA00328A073,,
18,uri,http://www.wikidata.org/entity/Q957567,uri,http://www.wikidata.org/entity/Q82892434,literal,Acanthella,literal,ULUHGZAAPMJKNO-JVKCDKLRSA-N,literal,[C-]#[N+]C1C2C(CCC1(O)C)C([N+]#[C-])(C)CCC2C3(OC(C)(C)C(Cl)CC3)C,literal,91294-83-6,literal,26135-1,en,literal,Kalihinol A,literal,10.1016/S0040-4020(98)00818-7,,
19,uri,http://www.wikidata.org/entity/Q957567,uri,http://www.wikidata.org/entity/Q82892434,literal,Acanthella,literal,ULUHGZAAPMJKNO-JVKCDKLRSA-N,literal,[C-]#[N+]C1C2C(CCC1(O)C)C([N+]#[C-])(C)CCC2C3(OC(C)(C)C(Cl)CC3)C,literal,91294-83-6,literal,26135-1,en,literal,Kalihinol A,literal,10.1021/JA00254A035,,
