,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q105147485,literal,Consolida orientalis,literal,KXSCHOKUZKMFLX-JOPURWDVSA-N,literal,O=C(OC1C2CC3C1C(OC)(CC2OC)C4(O)C(O)C5C6(C)CN(CC)C4C35C(O)CC6)C,literal,1000018-1,en,literal,"4-Methyl-8,16beta-dimethoxy-20-ethylaconitane-1alpha,6alpha,7,14alpha-tetrol 14-acetate",literal,10.1248/CPB.52.530,,,,
1,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q105212001,literal,Consolida orientalis,literal,PNKADVXQUJDNSJ-INICUGGLSA-N,literal,OCC12CN(CC)C3C4(O)C(OC)C1C3(C(O)CC2)C5CC6C(O)C5C4(O)CC6OC,literal,1000018-1,en,literal,"(1S,2R,3R,4S,5S,6S,8R,9R,10S,13S,16S,17R,18S)-11-ethyl-13-(hydroxymethyl)-6,18-dimethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8,9,16-tetrol",literal,10.1021/NP020026Z,,,,
2,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q105035661,literal,Consolida orientalis,literal,HZGBLPQTLOLOOX-FQCWPTJPSA-N,literal,O=C(OCC12CN(CC)C3C4(O)C(OC)C1C3(C(O)CC2)C5CC6C(OC)CC4(O)C5C6OC)C,literal,1000018-1,en,literal,1-O-Demethyltricornine,literal,10.1002/CHIN.200501189,,,,
3,uri,http://www.wikidata.org/entity/Q162815,uri,http://www.wikidata.org/entity/Q105135570,literal,Consolida regalis,literal,JVBLTQQBEQQLEV-JOPURWDVSA-N,literal,OC1CCC2(COC)CN(CC)C3C4(O)C(OC)C2C13C5CC6C(OC)CC4(O)C5C6OC,literal,710286-1,en,literal,"(1S,2R,3R,4S,5R,6S,8R,9S,10S,13S,16S,17R,18R)-11-ethyl-4,6,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-8,9,16-triol",literal,10.3797/SCIPHARM.AUT-01-07,,,,
4,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q104938688,literal,Consolida orientalis,literal,BMZNJVXOLCBDPZ-FCXNFKKQSA-N,literal,OC1CCC2(COC)CN(CC)C3C4(O)C(OC)C2C13C5CC6C(O)C5C4(O)CC6OC,literal,1000018-1,en,literal,"(1S,2R,3R,4S,5S,6S,8R,9S,10S,13S,16S,17R,18S)-11-ethyl-6,18-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8,9,16-tetrol",literal,10.1021/NP0005558,,,,
5,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q104938688,literal,Consolida orientalis,literal,BMZNJVXOLCBDPZ-FCXNFKKQSA-N,literal,OC1CCC2(COC)CN(CC)C3C4(O)C(OC)C2C13C5CC6C(O)C5C4(O)CC6OC,literal,1000018-1,en,literal,"(1S,2R,3R,4S,5S,6S,8R,9S,10S,13S,16S,17R,18S)-11-ethyl-6,18-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-4,8,9,16-tetrol",literal,10.1248/CPB.52.530,,,,
6,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q104393377,literal,Consolida orientalis,literal,JVBLTQQBEQQLEV-QSWCHXNUSA-N,literal,OC1CCC2(COC)CN(CC)C3C4(O)C(OC)C2C13C5CC6C(OC)CC4(O)C5C6OC,literal,1000018-1,en,literal,"(1S,2R,3S,4R,5R,6R,8R,9S,13S,16R,17R,18R)-11-ethyl-4,6,18-trimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecane-8,9,16-triol",literal,10.1002/CHIN.200501189,,,,
7,uri,http://www.wikidata.org/entity/Q162815,uri,http://www.wikidata.org/entity/Q105204336,literal,Consolida regalis,literal,PABNTGUVPKRNRM-JOPURWDVSA-N,literal,OC1CCC2(COC)CN(CC)C3C4(O)C(O)C2C13C5CC6C(OC)CC4(OC)C5C6OC,literal,710286-1,en,literal,Consolidine,literal,10.1080/14786410701536437,,,,
8,uri,http://www.wikidata.org/entity/Q162815,uri,http://www.wikidata.org/entity/Q104253478,literal,Consolida regalis,literal,ATNNLHXCRAAGJS-QZQOTICOSA-N,literal,O=C(O)C=CCCCCCCCCCCCCCCCCCCC,literal,710286-1,en,literal,(2E)-docos-2-enoic acid,literal,10.1016/S0031-9422(00)81584-8,,,,
9,uri,http://www.wikidata.org/entity/Q163383,uri,http://www.wikidata.org/entity/Q105011861,literal,Consolida orientalis,literal,GMIJIHKENVWFFK-ASRZDHOVSA-N,literal,OCC12CCC3OC2N(CC)C4C5(O)C(OC)C1C34C6CC7C(O)C6C5(O)CC7OC,literal,1000018-1,en,literal,18-hydroxy-14-O-methylgadesine,literal,10.1016/S0040-4039(01)92359-7,,,,
