,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q6039034,uri,http://www.wikidata.org/entity/Q905492,literal,Passiflora adenopoda,literal,WEWBWVMTOYUPHH-QHAQEBJBSA-N,literal,CCC(C)(C#N)OC1C(C(C(C(O1)CO)O)O)O,literal,534-67-8,literal,674754-1,en,literal,lotaustralin,literal,10.1016/0031-9422(86)88016-5,,
1,uri,http://www.wikidata.org/entity/Q15492948,uri,http://www.wikidata.org/entity/Q104252234,literal,Passiflora tuberosa,literal,RERZNCLIYCABFS-UHFFFAOYSA-N,literal,N1=C(C=2NC=3C=C(OC)C=CC3C2CC1)C,literal,304-21-2,literal,675556-1,en,literal,harmaline,literal,10.1076/PHBI.41.2.100.14244,,
2,uri,http://www.wikidata.org/entity/Q15493039,uri,http://www.wikidata.org/entity/Q104252234,literal,Passiflora menispermifolia,literal,RERZNCLIYCABFS-UHFFFAOYSA-N,literal,N1=C(C=2NC=3C=C(OC)C=CC3C2CC1)C,literal,304-21-2,literal,675211-1,en,literal,harmaline,literal,10.1076/PHBI.41.2.100.14244,,
3,uri,http://www.wikidata.org/entity/Q15492737,uri,http://www.wikidata.org/entity/Q259075,literal,Passiflora sexflora,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,3681-93-4,literal,675461-1,en,literal,vitexin,literal,10.1021/NP50024A029,literal,CHEMBL487417
4,uri,http://www.wikidata.org/entity/Q15493244,uri,http://www.wikidata.org/entity/Q104396565,literal,Passiflora coactilis,literal,TVSBSLGTNMNUBC-UHFFFAOYSA-N,literal,O=C1C=C(OC=2C1=C(O)C=C(O)C2C3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=5C=CC(O)=C(O)C5,,,literal,184866-2,en,literal,Orientin 2''-rhamnoside,literal,10.1016/S0031-9422(00)86995-2,,
5,uri,http://www.wikidata.org/entity/Q15493039,uri,http://www.wikidata.org/entity/Q27106177,literal,Passiflora menispermifolia,literal,IMEYGBIXGJLUIS-UHFFFAOYSA-N,literal,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC(=C(C=C3)O)O)O)OC,literal,34334-69-5,literal,675211-1,en,literal,cirsiliol,literal,10.1021/NP50015A025,literal,CHEMBL72637
6,uri,http://www.wikidata.org/entity/Q15492808,uri,http://www.wikidata.org/entity/Q259075,literal,Passiflora platyloba,literal,SGEWCQFRYRRZDC-VPRICQMDSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O,literal,3681-93-4,literal,185126-2,en,literal,vitexin,literal,10.1016/0031-9422(82)83198-1,literal,CHEMBL487417
7,uri,http://www.wikidata.org/entity/Q5574493,uri,http://www.wikidata.org/entity/Q121802,literal,Passiflora oerstedii,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,675281-1,en,literal,beta-sitosterol,literal,10.1021/NP50015A025,,
8,uri,http://www.wikidata.org/entity/Q5574493,uri,http://www.wikidata.org/entity/Q15410900,literal,Passiflora oerstedii,literal,NPJICTMALKLTFW-OFUAXYCQSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,literal,474-58-8,literal,675281-1,en,literal,sitogluside,literal,10.1021/NP50015A025,literal,CHEMBL506678
9,uri,http://www.wikidata.org/entity/Q5574493,uri,http://www.wikidata.org/entity/Q23905964,literal,Passiflora oerstedii,literal,WQZGKKKJIJFFOK-GASJEMHNSA-N,literal,C(C1C(C(C(C(O1)O)O)O)O)O,literal,54-17-1,literal,675281-1,en,literal,D-glucopyranose,literal,10.1021/NP50015A025,literal,CHEMBL1222250
