,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.type,structureLabel,refDOI.type,refDOI,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105158191,literal,Kandelia candel,literal,LWBKRPLLBBALDD-DBQMMTMOSA-N,literal,O=C1OC2=CC(O)=C3C(OC(C4=CC=C(O)C(O)=C4)C(O)C3C5=CC=C(O)C6=C5OC(C7=CC=C(O)C(O)=C7)C(O)C6C8=C(O)C=C9OC(C%10=CC=C(O)C(O)=C%10)C(O)CC9=C8O)=C2C(C%11=CC=C(O)C(O)=C%11)C1,literal,719761-1,literal,Q105158191,literal,10.1248/CPB.33.3142,,,,,
1,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105192631,literal,Kandelia candel,literal,OIOFMCKFBHNNEQ-JIGYCYNWSA-N,literal,O=C1OC2=CC(O)=C3C(OC(C4=CC=C(O)C(O)=C4)C(O)C3C=5C(O)=CC(O)=C6C5OC(C7=CC=C(O)C(O)=C7)C(O)C6C=8C(O)=CC(O)=C9C8OC(C%10=CC=C(O)C(O)=C%10)C(O)C9)=C2C(C%11=CC=C(O)C(O)=C%11)C1,literal,719761-1,literal,Q105192631,literal,10.1248/CPB.33.3142,,,,,
2,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105262800,literal,Kandelia candel,literal,SWPNYWJFYRZWCQ-WLKGZBLQSA-N,literal,O=C1C=C(C)C2C1=C(C)CC(OC(=O)CC(C)C)C3C2OC(=O)C3C,literal,719761-1,literal,Notoserolide B,literal,10.1021/NP300179C,en,,,,
3,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105009292,literal,Kandelia candel,literal,GIZSHQYTTBQKOQ-GMSGAONNSA-N,literal,OC1=C(OC)C=C(C=C1OC)C(O)C(O)CO,literal,719761-1,literal,"1,2,3-Propanetriol, 1-(4-hydroxy-3,5-dimethoxyphenyl)-, (1R,2R)-rel-",literal,10.1016/J.BMCL.2015.02.048,en,,,,
4,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105145010,literal,Kandelia candel,literal,KRHKMQZMQZFVBI-HKSHSXCXSA-N,literal,O=C(OC1CC(=C2C(=O)C=C(C)C2C3OC(=O)C(C)C13)C)C(=CC)C,literal,719761-1,literal,Mehirugin B,literal,10.1021/NP300179C,en,,,,
5,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105187560,literal,Kandelia candel,literal,NYLNHNDMNOPWAZ-CODAKJSOSA-N,literal,O=C1C=C(C)C(CCC(OC2OC(CO)C(O)C(O)C2O)C)C(C)(C)C1,literal,719761-1,literal,"(4R)-3,5,5-trimethyl-4-[(3S)-3-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybutyl]cyclohex-2-en-1-one",literal,10.1016/J.BMCL.2015.02.048,en,,,,
6,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105009293,literal,Kandelia candel,literal,GIZSHQYTTBQKOQ-OIBJUYFYSA-N,literal,OC1=C(OC)C=C(C=C1OC)C(O)C(O)CO,literal,719761-1,literal,"(1R,2S)-1-(4-hydroxy-3,5-dimethoxyphenyl)propane-1,2,3-triol",literal,10.1016/J.BMCL.2015.02.048,en,,,,
7,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105352156,literal,Kandelia candel,literal,YQDKBMBOGVESDO-ZCFIWIBFSA-N,literal,O=C1OC(=CC=2C(O)=C(OC)C=C(O)C12)CC(Cl)CO,literal,719761-1,literal,Peniisocoumarin F,literal,10.1021/ACS.JNATPROD.7B01018,en,,,,
8,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q3334749,literal,Kandelia candel,literal,SOSLMHZOJATCCP-AEIZVZFYSA-N,literal,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O,literal,719761-1,literal,afzelin,literal,10.1016/J.BMCL.2015.02.048,en,literal,482-39-3,literal,CHEMBL240528
9,uri,http://www.wikidata.org/entity/Q3847237,uri,http://www.wikidata.org/entity/Q105186871,literal,Kandelia candel,literal,NWZBNZUABGSPSN-FUOMFPIFSA-N,literal,O=C1OC2=CC(O)=C3C(OC(C4=CC=C(O)C(O)=C4)C(O)C3C=5C(O)=CC(O)=C6C5OC(C7=CC=C(O)C(O)=C7)C(O)C6)=C2C(C8=CC=C(O)C(O)=C8)C1,literal,719761-1,literal,Cinchonain IIb,literal,10.1248/CPB.33.3142,en,,,,
