,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q158150,uri,http://www.wikidata.org/entity/Q209727,literal,Symphoricarpos albus,literal,IPCSVZSSVZVIGE-UHFFFAOYSA-N,literal,CCCCCCCCCCCCCCCC(=O)O,literal,247027-2,en,literal,palmitic acid,literal,10.1016/S0031-9422(00)80074-6,literal,57-10-3,literal,CHEMBL82293
1,uri,http://www.wikidata.org/entity/Q12598262,uri,http://www.wikidata.org/entity/Q104167793,literal,Weigela subsessilis,literal,HFGSQOYIOKBQOW-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CC1,literal,150060-1,en,literal,Colosolic acid,literal,10.1248/BPB.29.830,,,,
2,uri,http://www.wikidata.org/entity/Q12598262,uri,http://www.wikidata.org/entity/Q15426984,literal,Weigela subsessilis,literal,SGTCGCCQZOUMJJ-YMILTQATSA-N,literal,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC3C(C(C(C(O3)CO)O)O)O,literal,150060-1,en,literal,scopolin,literal,10.1248/BPB.28.1095,literal,531-44-2,literal,CHEMBL225024
3,uri,http://www.wikidata.org/entity/Q12598262,uri,http://www.wikidata.org/entity/Q27166922,literal,Weigela subsessilis,literal,WCGUUGGRBIKTOS-UHFFFAOYSA-N,literal,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,literal,150060-1,en,literal,"Urs-12-en-28-oic acid, 3-hydroxy-, (3beta)-",literal,10.1248/BPB.29.830,,,literal,CHEMBL1979720
4,uri,http://www.wikidata.org/entity/Q12598262,uri,http://www.wikidata.org/entity/Q104169976,literal,Weigela subsessilis,literal,JXSVIVRDWWRQRT-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CC1,literal,150060-1,en,literal,asiatic acid,literal,10.1248/BPB.29.830,,,,
5,uri,http://www.wikidata.org/entity/Q164323,uri,http://www.wikidata.org/entity/Q15426222,literal,Weigela florida,literal,AMBQHHVBBHTQBF-UOUCRYGSSA-N,literal,CC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O,literal,150035-1,en,literal,loganin,literal,10.1016/S0031-9422(00)84941-9,literal,18524-94-2,literal,CHEMBL1081584
6,uri,http://www.wikidata.org/entity/Q158150,uri,http://www.wikidata.org/entity/Q105368727,literal,Symphoricarpos albus,literal,YYLFLRIUDMIWTD-UHFFFAOYSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(=C(C)C)CC)C2(C)CC1,literal,247027-2,en,literal,"17-(5-ethyl-6-methylhept-5-en-2-yl)-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1016/S0031-9422(00)80074-6,,,,
7,uri,http://www.wikidata.org/entity/Q158150,uri,http://www.wikidata.org/entity/Q105122530,literal,Symphoricarpos albus,literal,IXVNEXDHXGHWLS-UHFFFAOYSA-N,literal,OC1CCC2(C3=C(CCC2C1C)C4(C)CCC(C(C)CCCC(C)C)C4(C)CC3)C,literal,247027-2,en,literal,"4,10,13,14-Tetramethyl-17-(6-methylheptan-2-yl)-1,2,3,4,5,6,7,11,12,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-ol",literal,10.1016/S0031-9422(00)80074-6,,,,
8,uri,http://www.wikidata.org/entity/Q160081,uri,http://www.wikidata.org/entity/Q105174803,literal,Abelia chinensis,literal,MYCMVOHQQRQCOM-ODXNCKRGSA-N,literal,O=C(OC1CC2CC(=O)OCC2C1C)C3=COC(OC4OC(CO)C(O)C(O)C4O)C(C=C)C3CCOC(=O)C,literal,148187-1,en,literal,"[(4aR,6S,7R,7aS)-7-methyl-3-oxo-4,4a,5,6,7,7a-hexahydro-1H-cyclopenta[c]pyran-6-yl] (2S,3S,4S)-4-(2-acetyloxyethyl)-3-ethenyl-2-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydro-2H-pyran-5-carboxylate",literal,10.1021/NP9904713,,,,
9,uri,http://www.wikidata.org/entity/Q12598262,uri,http://www.wikidata.org/entity/Q2472366,literal,Weigela subsessilis,literal,RODXRVNMMDRFIK-UHFFFAOYSA-N,literal,COC1=C(C=C2C(=C1)C=CC(=O)O2)O,literal,150060-1,en,literal,scopoletin,literal,10.1248/BPB.28.1095,literal,92-61-5,literal,CHEMBL71851
