,organism.type,organism,structure.type,structure,organism_name.type,organism_name,ipniID.type,ipniID,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
395,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1248/CPB.44.444,,,,
396,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1055/S-2006-957763,,,,
397,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1248/YAKUSHI1947.107.7_495,,,,
398,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1248/CPB.51.1314,,,,
399,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1248/CPB.41.549,,,,
400,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1248/YAKUSHI1947.103.6_612,,,,
401,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252118,literal,Panax ginseng,literal,77211872-1,literal,UGJAEDFOKNAMQD-SXSDINLZSA-N,literal,OC(C#CC#CCC=CCCCCCCC)C=C,en,literal,(Z)-falcarinol,literal,10.1016/S0031-9422(00)80278-2,,,,
402,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q103795149,literal,Panax ginseng,literal,77211872-1,literal,ITYNGVSTWVVPIC-XBIUQDLISA-N,literal,C=C1CCC2C(C3C1CCC3C)C2(C)C,en,literal,"(1aS,4aS,7aS,7bR)-1,1,7-trimethyl-4-methylidene-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulene",literal,10.1007/978-3-662-03331-9_2,,,,
403,uri,http://www.wikidata.org/entity/Q10914793,uri,http://www.wikidata.org/entity/Q103818483,literal,Aralia bipinnata,literal,89591-1,literal,DKZBBWMURDFHNE-UHFFFAOYSA-N,literal,O=CC=CC1=CC=C(O)C(OC)=C1,en,literal,coniferyl aldehyde,literal,10.1016/0031-9422(94)00943-N,literal,458-36-6,,
404,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104171726,literal,Aralia elata,literal,89629-1,literal,MIJYXULNPSFWEK-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,oleanolic acid,literal,10.1055/S-0028-1097667,,,,
405,uri,http://www.wikidata.org/entity/Q3061150,uri,http://www.wikidata.org/entity/Q10395580,literal,Polyscias murrayi,literal,847361-1,literal,DZAUWHJDUNRCTF-UHFFFAOYSA-N,literal,C1=CC(=C(C=C1CCC(=O)O)O)O,en,literal,"3-(3,4-dihydroxyphenyl) propionic acid",literal,10.1016/J.PHYTOCHEM.2004.12.022,literal,1078-61-1,literal,CHEMBL136927
406,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252131,literal,Panax ginseng,literal,77211872-1,literal,NLHQJXWYMZLQJY-SWIZOJJJSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C(O)(C)CCC=C(C)C)C1(C)C,en,literal,Ginsenosides,literal,10.4268/CJCMM20111112,,,,
407,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104195901,literal,Panax ginseng,literal,77211872-1,literal,QJVXKWHHAMZTBY-UHFFFAOYSA-N,literal,OCC=CC1=CC(OC)=C(OC2OC(CO)C(O)C(O)C2O)C(OC)=C1,en,literal,"2-(Hydroxymethyl)-6-[4-(3-hydroxyprop-1-enyl)-2,6-dimethoxyphenoxy]oxane-3,4,5-triol",literal,10.1248/CPB.55.1291,,,,
408,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252131,literal,Panax ginseng,literal,77211872-1,literal,NLHQJXWYMZLQJY-SWIZOJJJSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C(O)(C)CCC=C(C)C)C1(C)C,en,literal,Ginsenosides,literal,10.1201/9780429489112-13,,,,
409,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104249380,literal,Panax ginseng,literal,77211872-1,literal,GUBGYTABKSRVRQ-KEUNEUHJSA-N,literal,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,en,literal,Gal(a1-4)a-Ido,literal,10.1021/JF00093A051,,,,
410,uri,http://www.wikidata.org/entity/Q284736,uri,http://www.wikidata.org/entity/Q104253130,literal,Aralia elata,literal,89629-1,literal,KQSFNXMDCOFFGW-KRKKSUQESA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(O)C1OC8OC(CO)C(O)C8O,,literal,Q104253130,literal,10.1016/S0031-9422(00)94846-5,,,,
411,uri,http://www.wikidata.org/entity/Q15557554,uri,http://www.wikidata.org/entity/Q104171726,literal,Schefflera heptaphylla,literal,962429-1,literal,MIJYXULNPSFWEK-UHFFFAOYSA-N,literal,O=C(O)C12CCC(C)(C)CC2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1,en,literal,oleanolic acid,literal,10.1080/10286020.2011.566562,,,,
412,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104172610,literal,Panax ginseng,literal,77211872-1,literal,NLHQJXWYMZLQJY-UHFFFAOYSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C(O)(C)CCC=C(C)C)C1(C)C,en,literal,"17-(2-hydroxy-6-methylhept-5-en-2-yl)-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1093/PCP/PCL032,,,,
413,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104172610,literal,Panax ginseng,literal,77211872-1,literal,NLHQJXWYMZLQJY-UHFFFAOYSA-N,literal,OC1CCC2(C)C(CCC3(C)C2CCC4C(CCC43C)C(O)(C)CCC=C(C)C)C1(C)C,en,literal,"17-(2-hydroxy-6-methylhept-5-en-2-yl)-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1016/J.FEBSLET.2006.08.044,,,,
414,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF00629780,,,,
415,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0031-9422(95)00218-V,,,,
416,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1093/JAOAC/83.4.820,,,,
417,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0021-9673(94)00724-1,,,,
418,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF02688537,,,,
419,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0731-7085(99)00109-0,,,,
420,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.28.2059,,,,
421,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0021-9673(95)01323-7,,,,
422,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF00630437,,,,
423,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.43.137,,,,
424,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.37.2961,,,,
425,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0031-9422(00)97012-2,,,,
426,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/YAKUSHI1947.108.9_872,,,,
427,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1002/JPS.2600671050,,,,
428,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1055/S-2006-957849,,,,
429,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/0021-9673(93)80028-7,,,,
430,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1142/S0192415X85000137,,,,
431,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1002/JHRC.1240101106,,,,
432,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1021/NP990152B,,,,
433,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1081/JLC-120014269,,,,
434,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.38.1630,,,,
435,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1007/BF01952464,,,,
436,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.24.3212,,,,
437,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/S0014-2999(98)00898-X,,,,
438,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/YAKUSHI1947.113.6_460,,,,
439,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1002/PTR.2650090406,,,,
440,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1055/S-2006-958137,,,,
441,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.36.4177,,,,
442,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1142/S0192415X85000125,,,,
443,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/YAKUSHI1947.105.4_323,,,,
444,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/YAKUSHI1947.103.6_612,,,,
445,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1080/10286029808039853,,,,
446,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1080/10286020310001595980,,,,
447,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1300/J044V03N04_06,,,,
448,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1248/CPB.37.1966,,,,
449,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1016/J.EJPHAR.2013.01.048,,,,
450,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1021/NP50009A004,,,,
451,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1055/S-2006-960963,,,,
452,uri,http://www.wikidata.org/entity/Q182881,uri,http://www.wikidata.org/entity/Q104252280,literal,Panax ginseng,literal,77211872-1,literal,RLDVZILFNVRJTL-UHFFFAOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3CCC4(C)C(CCC5(C)C4CC(O)C6C(CCC65C)C(OC7OC(CO)C(O)C(O)C7O)(C)CCC=C(C)C)C3(C)C)CO)C(O)C(O)C1O,en,literal,gypenoside VIII,literal,10.1081/JLC-100108537,,,,
