,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q780165,literal,Pandanus tectorius,literal,KGEKLUUHTZCSIP-UHFFFAOYSA-N,literal,CC(=O)OC1CC2CCC1(C)C2(C)C,literal,76-49-3,literal,118948-3,en,literal,(±)-bornyl acetate,literal,10.1016/S0031-9422(96)00386-X,,
1,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q72478070,literal,Pandanus tectorius,literal,ZGIGZINMAOQWLX-UHFFFAOYSA-N,literal,O=C(OCC=C(C)CCC=C(C)CCC=C(C)C)C,literal,29548-30-9,literal,118948-3,en,literal,farnesyl acetate,literal,10.1016/S0031-9422(96)00386-X,,
2,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q63408653,literal,Pandanus tectorius,literal,HGXBRUKMWQGOIE-WZBLMQSHSA-N,literal,OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(O)C(OC)=C4,literal,18779-41-4,literal,118948-3,en,literal,epipinoresinol,literal,10.1016/S0031-9422(98)00390-2,,
3,uri,http://www.wikidata.org/entity/Q293360,uri,http://www.wikidata.org/entity/Q83061925,literal,Pandanus boninensis,literal,AWOGQCSIVCQXBT-VUEDXXQZSA-N,literal,O(C1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C5OCOC5=C4)C,literal,36150-23-9,literal,670765-1,en,literal,Kobusin,literal,10.1016/J.PHYTOCHEM.2005.08.019,,
4,uri,http://www.wikidata.org/entity/Q311090,uri,http://www.wikidata.org/entity/Q767025,literal,Pandanus amaryllifolius,literal,DQBQWWSFRPLIAX-UHFFFAOYSA-N,literal,CC(=O)C1=NCCC1,literal,85213-22-5,literal,670690-1,en,literal,2-acetyl-1-pyrroline,literal,10.1002/FFJ.1297,,
5,uri,http://www.wikidata.org/entity/Q311090,uri,http://www.wikidata.org/entity/Q82278328,literal,Pandanus amaryllifolius,literal,LJJVKZSKPLBBSU-JGVFFNPUSA-N,literal,O=C1OC(C=C1C)C2NCCC2,literal,367941-40-0,literal,670690-1,en,literal,"2(5H)-Furanone, 3-methyl-5-(2S)-2-pyrrolidinyl-, (5R)-",literal,10.1021/NP010213H,,
6,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q424976,literal,Pandanus tectorius,literal,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,literal,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,literal,68-26-8,literal,118948-3,en,literal,retinol,literal,10.1079/PHN2005892,literal,CHEMBL986
7,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q83061925,literal,Pandanus tectorius,literal,AWOGQCSIVCQXBT-VUEDXXQZSA-N,literal,O(C1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C5OCOC5=C4)C,literal,36150-23-9,literal,118948-3,en,literal,Kobusin,literal,10.1016/S0031-9422(98)00390-2,,
8,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q424223,literal,Pandanus tectorius,literal,QUKGYYKBILRGFE-UHFFFAOYSA-N,literal,c1ccccc1COC(=O)C,literal,140-11-4,literal,118948-3,en,literal,benzyl acetate,literal,10.1016/S0031-9422(96)00386-X,,
9,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q82736160,literal,Pandanus tectorius,literal,YEGFVCPUCLRIRL-UHFFFAOYSA-N,literal,O=C(OCC=C(C)C)C=CC=1C=CC=CC1,literal,185144-32-5,literal,118948-3,en,literal,3-Methylbut-2-en-1-yl 3-phenylprop-2-enoate,literal,10.1016/S0031-9422(96)00386-X,,
10,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q61734302,literal,Pandanus tectorius,literal,WJSDHUCWMSHDCR-UHFFFAOYSA-N,literal,O=C(OCC=CC=1C=CC=CC1)C,literal,103-54-8,literal,118948-3,en,literal,Cinnamyl acetate,literal,10.1016/S0031-9422(96)00386-X,,
11,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q426437,literal,Pandanus tectorius,literal,HIGQPQRQIQDZMP-DHZHZOJOSA-N,literal,CC(=CCCC(=CCOC(=O)C)C)C,literal,105-87-3,literal,118948-3,en,literal,geranyl acetate,literal,10.1016/S0031-9422(96)00386-X,literal,CHEMBL1369384
12,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q53858035,literal,Pandanus tectorius,literal,DKZBBWMURDFHNE-NSCUHMNNSA-N,literal,O=CC=CC1=CC=C(O)C(OC)=C1,literal,20649-42-7,literal,118948-3,en,literal,(E)-4-hydroxy-3-methoxycinnamaldehyde,literal,10.1016/S0031-9422(98)00390-2,,
13,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q423357,literal,Pandanus tectorius,literal,RRAFCDWBNXTKKO-UHFFFAOYSA-N,literal,COC1=C(C=CC(=C1)CC=C)O,literal,97-53-0,literal,118948-3,en,literal,eugenol,literal,10.1016/S0031-9422(96)00386-X,literal,CHEMBL42710
14,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q63408653,literal,Pandanus tectorius,literal,HGXBRUKMWQGOIE-WZBLMQSHSA-N,literal,OC1=CC=C(C=C1OC)C2OCC3C(OCC23)C4=CC=C(O)C(OC)=C4,literal,24404-50-0,literal,118948-3,en,literal,epipinoresinol,literal,10.1016/S0031-9422(98)00390-2,,
15,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q425512,literal,Pandanus tectorius,literal,ASUAYTHWZCLXAN-UHFFFAOYSA-N,literal,CC(=CCO)C,literal,556-82-1,literal,118948-3,en,literal,3-methylbut-2-en-1-ol,literal,10.1016/S0031-9422(96)00386-X,literal,CHEMBL3184952
16,uri,http://www.wikidata.org/entity/Q312736,uri,http://www.wikidata.org/entity/Q425620,literal,Pandanus tectorius,literal,SUSQOBVLVYHIEX-UHFFFAOYSA-N,literal,C1=CC=C(C=C1)CC#N,literal,140-29-4,literal,118948-3,en,literal,phenylacetonitrile,literal,10.1016/S0031-9422(96)00386-X,literal,CHEMBL3560735
