,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q4748211,uri,http://www.wikidata.org/entity/Q27132746,literal,Amphibolis antarctica,literal,XDSYKASBVOZOAG-QGZVKYPTSA-N,literal,CC1(CCCC2(C1CCC3=CC(CCC32)(C)C=C)C)C,literal,1686-56-2,literal,602835-1,en,literal,(-)-sandaracopimaradiene,literal,10.1016/S0031-9422(00)83165-9,,
1,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q104253283,literal,Cymodocea nodosa,literal,OILXMJHPFNGGTO-SDMVIZLASA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CC(C)C(C)C)C)C2(C)CC1,literal,17472-78-5,literal,602935-1,en,literal,Crinosterol,literal,10.1016/S0031-9422(00)84109-6,,
2,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q105180155,literal,Cymodocea nodosa,literal,NJINJTPENFSTIJ-RWOTWAKKSA-N,literal,OC=1C=CC2=CC1C3=CC(=CC=C3O)CCC=CC=CC2,,,literal,602935-1,en,literal,"(8E)-tricyclo[12.3.1.1²,⁶]nonadeca-1(18),2(19),3,5,8,10,14,16-octaene-3,17-diol",literal,10.1016/J.TET.2007.12.007,,
3,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q3024529,literal,Cymodocea nodosa,literal,AVSXSVCZWQODGV-DPAQBDIFSA-N,literal,CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,313-04-2,literal,602935-1,en,literal,desmosterol,literal,10.1016/S0031-9422(00)84109-6,literal,CHEMBL455876
4,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q2756479,literal,Cymodocea nodosa,literal,SGNBVLSWZMBQTH-PODYLUTMSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,474-62-4,literal,602935-1,en,literal,campesterol,literal,10.1016/S0031-9422(00)84109-6,literal,CHEMBL520535
5,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q104994508,literal,Cymodocea nodosa,literal,FFKIQLXJMQUBQZ-IRLJAPRMSA-N,literal,O=C1C=C2C(O)CC3C(CCC4(C)C(CCC34)C(C=CC(CC)C(C)C)C)C2(C)CC1,literal,36450-01-8,literal,602935-1,en,literal,"(1R,3aS,3bS,5R,9aR,9bS,11aR)-1-[(2R,3E,5S)-5-ethyl-6-methylhept-3-en-2-yl]-5-hydroxy-9a,11a-dimethyl-1H,2H,3H,3aH,3bH,4H,5H,8H,9H,9bH,10H,11H-cyclopenta[a]phenanthren-7-one",literal,10.1016/J.STEROIDS.2005.09.004,,
6,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q27109256,literal,Cymodocea nodosa,literal,INDVLXYUCBVVKW-PXBBAZSNSA-N,literal,CC(C)C(=C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,literal,474-63-5,literal,602935-1,en,literal,24-methylenecholesterol,literal,10.1016/S0031-9422(00)84109-6,literal,CHEMBL477971
7,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q27137663,literal,Cymodocea nodosa,literal,IWNCBADONFSAAW-NFVQQQKOSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC(C4=CC(=O)CCC34C)O)C)C(C)C,literal,36450-02-9,literal,602935-1,en,literal,6beta-hydroxystigmast-4-en-3-one,literal,10.1016/J.STEROIDS.2005.09.004,,
8,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q121802,literal,Cymodocea nodosa,literal,KZJWDPNRJALLNS-VJSFXXLFSA-N,literal,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,literal,19044-06-5,literal,602935-1,en,literal,beta-sitosterol,literal,10.1016/S0031-9422(00)84109-6,,
9,uri,http://www.wikidata.org/entity/Q2294077,uri,http://www.wikidata.org/entity/Q76294376,literal,Cymodocea nodosa,literal,UPGTYLFCVNHBTN-OFAYOZIESA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C=CCC(C)C)C)C2(C)CC1,literal,34347-28-9,literal,602935-1,en,literal,22-Dehydrocholesterol,literal,10.1016/S0031-9422(00)84109-6,,
