,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q27133437,literal,Ptychopetalum olacoides,literal,WRHGORWNJGOVQY-ZNMIVQPWSA-N,literal,CC1=CC2C(CC1)C(=C)CCC2C(C)C,literal,24268-39-1,literal,608273-1,en,literal,gamma-muurolene,literal,10.1055/S-2006-962688,,
1,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q27136294,literal,Ptychopetalum olacoides,literal,NVEQFIOZRFFVFW-RGCMKSIDSA-N,literal,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,literal,1139-30-6,literal,608273-1,en,literal,β-caryophyllene oxide,literal,10.1055/S-2006-962688,literal,CHEMBL508894
2,uri,http://www.wikidata.org/entity/Q18083393,uri,http://www.wikidata.org/entity/Q110156970,literal,Heisteria nitida,literal,RZXCTGDBBFQCAU-QXMHVHEDSA-N,literal,CC(C)CC(NO)C(=O)NC1C(=O)N2CCCC2C(=O)NC=Cc2ccc(cc2)OC1C(C)C,,,literal,607890-1,en,literal,"N-[(13Z)-11-hydroxy-3-isopropyl-5-oxo-2-oxa-6,12-diazatricyclo[13.2.2.0⁶,¹⁰]nonadeca-1(17),11,13,15,18-pentaen-4-yl]-2-(N-hydroxyamino)-4-methylpentanimidic acid",literal,10.1016/S0031-9422(99)00183-1,,
3,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q105165667,literal,Ptychopetalum olacoides,literal,MJUKJRODFNJMPC-UIALTGQGSA-N,literal,O1C=CC(=C1)CCC23C(OC)OC(CC4(C(=CCCC42)C)C)C3C,,,literal,608273-1,en,literal,"(1S,2S,7R,9R,11S,12R)-1-[2-(furan-3-yl)ethyl]-11-methoxy-6,7,12-trimethyl-10-oxatricyclo[7.2.1.02,7]dodec-5-ene",literal,10.1021/NP8004002,,
4,uri,http://www.wikidata.org/entity/Q18083393,uri,http://www.wikidata.org/entity/Q415007,literal,Heisteria nitida,literal,PFTAWBLQPZVEMU-DZGCQCFKSA-N,literal,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,literal,154-23-4,literal,607890-1,en,literal,(+)-catechin,literal,10.1016/S0031-9422(99)00183-1,literal,CHEMBL311498
5,uri,http://www.wikidata.org/entity/Q15253794,uri,http://www.wikidata.org/entity/Q105382257,literal,Heisteria acuminata,literal,ZRUBGTBVDWZJCR-UHFFFAOYSA-N,literal,O=C(O)CCCCC#CC#CC#CCCCC,,,literal,70029599-1,en,literal,"pentadeca-6,8,10-triynoic acid",literal,10.1021/NP970357P,,
6,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q110180157,literal,Ptychopetalum olacoides,literal,DCLPBMPTOFSZFT-LFZDHENXSA-N,literal,OCC1(CCC2=COC=C2)C(C)C(O)CC3(C(=CCCC31)C)C,,,literal,608273-1,en,literal,"7alpha,20-Dihydroxyannonene",literal,10.1016/J.BMCL.2008.11.100,,
7,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q410932,literal,Ptychopetalum olacoides,literal,CDOSHBSSFJOMGT-UHFFFAOYSA-N,literal,CC(=CCCC(C)(C=C)O)C,literal,78-70-6,literal,608273-1,en,literal,(+/-)-linalool,literal,10.1055/S-2006-962688,literal,CHEMBL25306
8,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q82933272,literal,Ptychopetalum olacoides,literal,BQSLMQNYHVFRDT-UHFFFAOYSA-N,literal,C=CC1(C)CCC(=C(C)C)CC1C(=C)C,literal,3242-08-8,literal,608273-1,en,literal,1-Methyl-4-(1-methylethylidene)-2-(1-methylvinyl)-1-vinylcyclohexane,literal,10.1055/S-2006-962688,,
9,uri,http://www.wikidata.org/entity/Q186435,uri,http://www.wikidata.org/entity/Q424577,literal,Ptychopetalum olacoides,literal,UAHWPYUMFXYFJY-UHFFFAOYSA-N,literal,CC(=CCCC(=C)C=C)C,literal,123-35-3,literal,608273-1,en,literal,myrcene,literal,10.1055/S-2006-962688,literal,CHEMBL455491
