,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q26777005,literal,Cannabis sativa,literal,IHPKGUQCSIINRJ-NTMALXAHSA-N,literal,CC(=CCC=C(C)C=C)C,literal,3338-55-4,literal,306087-2,en,literal,(3Z)-β-ocimene,literal,10.1021/NP50008A001,,
1,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27108601,literal,Cannabis sativa,literal,IRAQOCYXUMOFCW-OSFYFWSMSA-N,literal,CC1CCC2C13CC=C(C(C3)C2(C)C)C,literal,469-61-4,literal,306087-2,en,literal,cedr-8-ene,literal,10.1021/NP50008A001,,
2,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q26914030,literal,Cannabis sativa,literal,GUBGYTABKSRVRQ-QUYVBRFLSA-N,literal,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,literal,133-99-3,literal,306087-2,en,literal,β-maltose,literal,10.1021/NP50008A001,literal,CHEMBL1908365
3,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27108640,literal,Cannabis sativa,literal,YOVSPTNQHMDJAG-QLFBSQMISA-N,literal,CC(=C)C1CCC2(CCCC(=C)C2C1)C,literal,17066-67-0,literal,306087-2,en,literal,(+)-beta-selinene,literal,10.1021/NP50008A001,literal,CHEMBL2287242
4,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27094571,literal,Cannabis sativa,literal,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,literal,O=C(O)C1OC(O)C(O)C(O)C1O,,,literal,306087-2,en,literal,β-D-Galactopyranuronic acid,literal,10.1021/NP50008A001,,
5,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27104217,literal,Cannabis sativa,literal,RBNPOMFGQQGHHO-UWTATZPHSA-N,literal,C(C(C(=O)O)O)O,literal,6000-40-4,literal,306087-2,en,literal,D-glyceric acid,literal,10.1021/NP50008A001,,
6,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106968,literal,Cannabis sativa,literal,NPNUFJAVOOONJE-FLFDDASRSA-N,literal,CC1=CCCC(=C)C2CC(C2CC1)(C)C,literal,118-65-0,literal,306087-2,en,literal,isocaryophyllene,literal,10.1021/NP50008A001,literal,CHEMBL448700
7,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27076990,literal,Cannabis sativa,literal,CKLJMWTZIZZHCS-UWTATZPHSA-N,literal,C(C(C(=O)O)N)C(=O)O,literal,1783-96-6,literal,306087-2,en,literal,D-aspartic acid,literal,10.1021/NP50008A001,literal,CHEMBL29757
8,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27089417,literal,Cannabis sativa,literal,ULDHMXUKGWMISQ-SECBINFHSA-N,literal,CC1=CCC(CC1=O)C(=C)C,literal,6485-40-1,literal,306087-2,en,literal,(-)-carvone,literal,10.1055/S-0028-1097617,literal,CHEMBL2229268
9,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27077130,literal,Cannabis sativa,literal,PYMYPHUHKUWMLA-VPENINKCSA-N,literal,C(C(C(C(C=O)O)O)O)O,literal,58-86-6,literal,306087-2,en,literal,aldehydo-D-xylose,literal,10.1021/NP50008A001,,
10,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27102310,literal,Cannabis sativa,literal,HKZQJZIFODOLFR-UHFFFAOYSA-N,literal,CC1=CC(=O)C(=C(C)C)CC1,literal,491-09-8,literal,306087-2,en,literal,piperitenone,literal,10.1021/NP50008A001,literal,CHEMBL54161
11,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q26841253,literal,Cannabis sativa,literal,COLNVLDHVKWLRT-MRVPVSSYSA-N,literal,C1=CC=C(C=C1)CC(C(=O)O)N,literal,673-06-3,literal,306087-2,en,literal,D-phenylalanine,literal,10.1021/NP50008A001,literal,CHEMBL379630
12,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27108176,literal,Cannabis sativa,literal,AKASWINDKIEEBO-ZJUUUORDSA-N,literal,CC(=C1CCC2(C(C1=O)O2)C)C,literal,3564-96-3,literal,306087-2,en,literal,piperitenone oxide,literal,10.1021/NP50008A001,,
13,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q26777012,literal,Cannabis sativa,literal,IHPKGUQCSIINRJ-CSKARUKUSA-N,literal,CC(=CCC=C(C)C=C)C,literal,3779-61-1,literal,306087-2,en,literal,(3E)-β-ocimene,literal,10.1021/NP50008A001,literal,CHEMBL2228374
14,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27102447,literal,Cannabis sativa,literal,SRBFZHDQGSBBOR-HWQSCIPKSA-N,literal,C1C(C(C(C(O1)O)O)O)O,literal,5328-37-0,literal,306087-2,en,literal,L-arabinopyranose,literal,10.1021/NP50008A001,literal,CHEMBL1357418
15,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106044,literal,Cannabis sativa,literal,KZZKPJBKEJKNAK-HUUJSLGLSA-N,literal,CCCCCC(C(C1C=CCC2N1CCCNCCCCNC(=O)C2)O)O,literal,57682-64-1,literal,306087-2,en,literal,Cannabisativine,literal,10.1021/NP50008A001,,
16,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q265831,literal,Cannabis sativa,literal,VBGLYOIFKLUMQG-UHFFFAOYSA-N,literal,CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,literal,521-35-7,literal,306087-2,en,literal,cannabinol,literal,10.1039/JR9310000630,literal,CHEMBL74415
17,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q265831,literal,Cannabis sativa,literal,VBGLYOIFKLUMQG-UHFFFAOYSA-N,literal,CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,literal,521-35-7,literal,306087-2,en,literal,cannabinol,literal,10.1021/NP50008A001,literal,CHEMBL74415
18,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q265831,literal,Cannabis sativa,literal,VBGLYOIFKLUMQG-UHFFFAOYSA-N,literal,CCCCCC1=CC2=C(C(=C1)O)C3=C(C=CC(=C3)C)C(O2)(C)C,literal,521-35-7,literal,306087-2,en,literal,cannabinol,literal,10.1520/JFS11698J,literal,CHEMBL74415
19,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1074/JBC.271.29.17411,literal,CHEMBL498672
20,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1080/10826079508009265,literal,CHEMBL498672
21,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1007/S11101-008-9094-4,literal,CHEMBL498672
22,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1111/J.1476-5381.2010.01166.X,literal,CHEMBL498672
23,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1093/PCP/PCN150,literal,CHEMBL498672
24,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1021/NP50008A001,literal,CHEMBL498672
25,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27106043,literal,Cannabis sativa,literal,WVOLTBSCXRRQFR-DLBZAZTESA-N,literal,CCCCCC1=CC(=C(C(=C1C(=O)O)O)C2C=C(CCC2C(=C)C)C)O,literal,1244-58-2,literal,306087-2,en,literal,cannabidiolic acid,literal,10.1021/NP8002673,literal,CHEMBL498672
26,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27104033,literal,Cannabis sativa,literal,WTEVQBCEXWBHNA-YFHOEESVSA-N,literal,CC(=CCCC(=CC=O)C)C,literal,106-26-3,literal,306087-2,en,literal,neral,literal,10.1021/NP50008A001,,
27,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27102643,literal,Cannabis sativa,literal,NPNNKDMSXVRADT-WEVVVXLNSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O,literal,65646-26-6,literal,306087-2,en,literal,(E)-N-feruloyltyramine,literal,10.1016/S0031-9422(00)98242-6,literal,CHEMBL206555
28,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27102643,literal,Cannabis sativa,literal,NPNNKDMSXVRADT-WEVVVXLNSA-N,literal,COC1=C(C=CC(=C1)C=CC(=O)NCCC2=CC=C(C=C2)O)O,literal,65646-26-6,literal,306087-2,en,literal,(E)-N-feruloyltyramine,literal,10.1016/0091-3057(91)90348-6,literal,CHEMBL206555
29,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q26995161,literal,Cannabis sativa,literal,WHUUTDBJXJRKMK-VKHMYHEASA-N,literal,C(CC(=O)O)C(C(=O)O)N,literal,56-86-0,literal,306087-2,en,literal,L-glutamic acid,literal,10.1021/NP50008A001,literal,CHEMBL575060
30,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27108605,literal,Cannabis sativa,literal,XUEHVOLRMXNRKQ-KHMAMNHCSA-N,literal,CC1CCC(C2C13C2C(=CC3)C)C(C)C,literal,17699-14-8,literal,306087-2,en,literal,(-)-α-cubebene,literal,10.1021/NP50008A001,,
31,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27097940,literal,Cannabis sativa,literal,VSHUQLRHTJOKTA-XBXARRHUSA-N,literal,C1=CC(=CC=C1CCNC(=O)C=CC2=CC(=C(C=C2)O)O)O,literal,103188-48-3,literal,306087-2,en,literal,N-caffeoyltyramine,literal,10.1016/S0031-9422(00)98242-6,literal,CHEMBL206646
32,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27109042,literal,Cannabis sativa,literal,QQIOPZFVTIHASB-IMUDCKKOSA-N,literal,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,,,literal,306087-2,en,literal,campest-4-en-3-one,literal,10.1021/NP50008A001,,
33,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27076975,literal,Cannabis sativa,literal,QNAYBMKLOCPYGJ-UWTATZPHSA-N,literal,CC(C(=O)O)N,literal,338-69-2,literal,306087-2,en,literal,D-Alanine,literal,10.1021/NP50008A001,literal,CHEMBL66693
34,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27089406,literal,Cannabis sativa,literal,FUCYIEXQVQJBKY-ZFWWWQNUSA-N,literal,CC1=CC2C(CCC(=C2CC1)C)C(C)C,literal,483-76-1,literal,306087-2,en,literal,(+)-δ-cadinene,literal,10.1021/NP50008A001,literal,CHEMBL445759
35,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27108631,literal,Cannabis sativa,literal,JSNRRGGBADWTMC-NTCAYCPXSA-N,literal,CC(=CCCC(=CCCC(=C)C=C)C)C,literal,18794-84-8,literal,306087-2,en,literal,(6E)-β-farnesene,literal,10.1016/S0021-9673(01)90672-7,,
36,uri,http://www.wikidata.org/entity/Q26726,uri,http://www.wikidata.org/entity/Q27102008,literal,Cannabis sativa,literal,FYTOTHFWELWOCG-OAFKVUNRSA-N,literal,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)CO)O)O)O)O,literal,61360-94-9,literal,306087-2,en,literal,vitexin 2''-O-beta-D-glucoside,literal,10.1002/JPS.2600660947,,
