,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structure_cas.type,structure_cas,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q17363691,uri,http://www.wikidata.org/entity/Q72493366,literal,Myrica nagi,literal,SBGBAZQAEOWGFT-OAHLLOKOSA-N,literal,OC1=CC=C2C=C1C3=CC(=C(O)C(OC)=C3OC)CCCCC(O)CC2,literal,33606-81-4,literal,585570-1,en,literal,myricanol,literal,10.1039/C29700001206,,
1,uri,http://www.wikidata.org/entity/Q15377365,uri,http://www.wikidata.org/entity/Q6948223,literal,Myrica cerifera,literal,DCYOADKBABEMIQ-OWMUPTOHSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,17912-87-7,literal,321936-2,en,literal,Myricitrin,literal,10.1021/NP100572Z,literal,CHEMBL454576
2,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q83120271,literal,Myrica rubra,literal,NPSYWDNXSMBWKP-LMNFFIPXSA-N,literal,OC1=CC=C2C=C1C3=CC(=C(OC4OC(CO)C(O)C(O)C4O)C(OC)=C3OC)CCCCC(O)CC2,literal,90052-02-1,literal,585602-1,en,literal,Myricanol-15-glucoside,literal,10.1248/CPB.50.208,,
3,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q83120271,literal,Myrica rubra,literal,NPSYWDNXSMBWKP-LMNFFIPXSA-N,literal,OC1=CC=C2C=C1C3=CC(=C(OC4OC(CO)C(O)C(O)C4O)C(OC)=C3OC)CCCCC(O)CC2,literal,90052-02-1,literal,585602-1,en,literal,Myricanol-15-glucoside,literal,10.1016/S0968-0896(02)00314-0,,
4,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q6948223,literal,Myrica rubra,literal,DCYOADKBABEMIQ-OWMUPTOHSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,17912-87-7,literal,585602-1,en,literal,Myricitrin,literal,10.1248/CPB.50.208,literal,CHEMBL454576
5,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q6948223,literal,Myrica rubra,literal,DCYOADKBABEMIQ-OWMUPTOHSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,17912-87-7,literal,585602-1,en,literal,Myricitrin,literal,10.1248/BPB.18.1148,literal,CHEMBL454576
6,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q6948223,literal,Myrica rubra,literal,DCYOADKBABEMIQ-OWMUPTOHSA-N,literal,O=C1C(OC2OC(C)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=C(O)C(O)=C(O)C4,literal,17912-87-7,literal,585602-1,en,literal,Myricitrin,literal,10.1248/BPB.24.259,literal,CHEMBL454576
7,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q951449,literal,Myrica rubra,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,529-44-2,literal,585602-1,en,literal,myricetin,literal,10.1089/JMF.2007.571,literal,CHEMBL164
8,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q951449,literal,Myrica rubra,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,529-44-2,literal,585602-1,en,literal,myricetin,literal,10.1080/14786419.2010.516749,literal,CHEMBL164
9,uri,http://www.wikidata.org/entity/Q311617,uri,http://www.wikidata.org/entity/Q951449,literal,Myrica rubra,literal,IKMDFBPHZNJCSN-UHFFFAOYSA-N,literal,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,literal,529-44-2,literal,585602-1,en,literal,myricetin,literal,10.1007/S10600-011-0025-Z,literal,CHEMBL164
