,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,structureLabel.type,structureLabel,refDOI.type,refDOI,ipniID.type,ipniID,structureLabel.xml:lang,structure_cas.type,structure_cas,chembl_id.type,chembl_id
178,uri,http://www.wikidata.org/entity/Q18077249,uri,http://www.wikidata.org/entity/Q104919012,literal,Tribulus parvispinus,literal,AULWDENWMBJIIQ-WMGDHQDZSA-N,literal,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CC6CCC7C(CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C6(C)CC5O)OC4CO)C(O)C(O)C1O,literal,Q104919012,literal,10.1021/NP0502138,literal,873464-1,,,,,
179,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104934255,literal,Tribulus terrestris,literal,BFJMVVWIMMDZRY-SKOLYABNSA-N,literal,OCC1OC(OCC(C)CCC=2OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q104934255,literal,10.1080/10286020903535419,literal,873489-1,,,,,
180,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q104397630,literal,Tetraena coccinea,literal,UIDGLYUNOUKLBM-OPUWVCDQSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(OC)C5,literal,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxo-4H-chromen-3-yl 6-O-(6-deoxy-alpha-D-mannopyranosyl)-beta-D-glucopyranoside",literal,10.1055/S-0031-1273569,literal,50425630-2,en,,,,
181,uri,http://www.wikidata.org/entity/Q310127,uri,http://www.wikidata.org/entity/Q100145898,literal,Fagonia cretica,literal,SGNBVLSWZMBQTH-SSKRYHHQSA-N,literal,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCC(C)C(C)C)C2(C)CC1,literal,"(3S,8S,9S,14S,17R)-17-[(2R,5R)-5,6-dimethylheptan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",literal,10.1111/J.2042-7158.1965.TB07741.X,literal,873163-1,en,,,,
182,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104934304,literal,Tribulus terrestris,literal,BFKBMFQNVNJEMA-QMDIJJEKSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5O)C(O)C4OC6OC(C)C(O)C(O)C6O)CCC32C)C7CC8OC(O)(CCC(C)COC9OC(CO)C(O)C(O)C9O)C(C)C8C17C,literal,[(25S)-12-Oxo-22alpha-hydroxy-26-(beta-D-glucopyranosyloxy)-5alpha-furostane-3beta-yl]2-O-alpha-L-rhamnopyranosyl-4-O-beta-D-glucopyranosyl-beta-D-galactopyranoside,literal,10.1055/S-2001-11650,literal,873489-1,en,,,,
183,uri,http://www.wikidata.org/entity/Q5855317,uri,http://www.wikidata.org/entity/Q104968109,literal,Fagonia arabica,literal,CQLRUIIRRZYHHS-UHFFFAOYSA-N,literal,O=C1C(OC2OC(CO)C(O)C(O)C2O)=C(OC=3C=C(O)C=C(O)C13)C=4C=CC(O)=C(OC)C4,literal,isorhamnetin 3-galactoside,literal,10.1016/S0031-9422(00)81712-4,literal,873150-1,en,,,,
184,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q104922233,literal,Larrea tridentata,literal,BAJBCZHVQXVBMJ-BJEVZSKZSA-N,literal,O=C(O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CCC54C)C2(C)C)C(O)C(OC8OCC(O)C(O)C8O)C1O,literal,Momordin IIc,literal,10.1016/J.PHYTOCHEM.2010.09.012,literal,135649-2,en,literal,96990-19-1,,
185,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104937199,literal,Tribulus terrestris,literal,BJNQXJIQCPPOHN-UHFFFAOYSA-N,literal,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C5)OC4CO)C(O)C(O)C1O,literal,Uttronin A,literal,10.1248/BPB.28.2211,literal,873489-1,en,,,,
186,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104937199,literal,Tribulus terrestris,literal,BJNQXJIQCPPOHN-UHFFFAOYSA-N,literal,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(OCC(C)CC%10)C(C)C98)C5)OC4CO)C(O)C(O)C1O,literal,Uttronin A,literal,10.1007/BF02491733,literal,873489-1,en,,,,
187,uri,http://www.wikidata.org/entity/Q2051175,uri,http://www.wikidata.org/entity/Q105149907,literal,Guaiacum officinale,literal,LCMURMAVBYASPU-VVOATYSYSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Guaiacin B,literal,10.1055/S-2006-962014,literal,873252-1,en,,,,
188,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105133324,literal,Tribulus terrestris,literal,JPULJZKBLHBIRV-BNDGPRLCSA-N,literal,OCC1OC(OCC2OC(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C4(C)CC3)C(O)C(O)C2O)C(O)C(O)C1O,literal,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[[(2R,3S,4S,5R,6R)-3,4,5-trihydroxy-6-[(9S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-oxane]-16-yl]oxyoxan-2-yl]methoxy]oxane-3,4,5-triol",literal,10.1007/BF00601288,literal,873489-1,en,,,,
189,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105138279,literal,Tribulus,literal,KBJHGNFQMOKBNM-FDQQNESRSA-N,literal,O=C(OCC1OC(OC2C(O)COC(OC3CC4C5CCC6=CC(=O)CCC6(C)C5CCC4(C)C3C(C)C(O)CCC(C)CO)C2O)C(O)C(O)C1O)C,literal,Pentandroside B,literal,10.1002/PCA.2363,literal,41747-1,en,,,,
190,uri,http://www.wikidata.org/entity/Q591330,uri,http://www.wikidata.org/entity/Q105030447,literal,Zygophyllum fabago,literal,HMCKMPODDDRSBN-BISFDENTSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OCC(O)C(O)C5OS(=O)(=O)O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)O)CC2,literal,Zygophyloside O,literal,10.1248/CPB.56.858,literal,873557-1,en,,,,
191,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105005753,literal,Tetraena coccinea,literal,GBBMRSNNCAWOOS-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6OS(=O)(=O)O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside F,literal,10.1016/0031-9422(95)00436-B,literal,50425630-2,en,,,,
192,uri,http://www.wikidata.org/entity/Q18077615,uri,http://www.wikidata.org/entity/Q105005753,literal,Tetraena alba,literal,GBBMRSNNCAWOOS-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6OS(=O)(=O)O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside F,literal,10.1016/0031-9422(95)00436-B,literal,50425642-2,en,,,,
193,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105020482,literal,Tribulus terrestris,literal,GUSVHVVOABZHAH-WDIHZTOYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC3CCC4(C)C(CCC5C4CCC6(C)C5CC7OC8(OCC(C)CC8)C(C)C76)C3)OC2CO)C(O)C(O)C1O,literal,"(3beta,5alpha,25R)-Spirostan-3-yl 4-O-beta-D-glucopyranosyl-beta-D-galactopyranoside",literal,10.1055/S-2000-8609,literal,873489-1,en,literal,110124-76-0,,
194,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105122654,literal,Tetraena coccinea,literal,IYBWYCXLYDMMAI-LBOMNWANSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(C)(C)C4CCC31C)C7C(C)C(C)CCC7(C(=O)OC8OC(CO)C(O)C(O)C8O)CC2,literal,Zygophyloside H,literal,10.1016/S0031-9422(96)00552-3,literal,50425630-2,en,,,,
195,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105122654,literal,Tetraena coccinea,literal,IYBWYCXLYDMMAI-LBOMNWANSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(C)(C)C4CCC31C)C7C(C)C(C)CCC7(C(=O)OC8OC(CO)C(O)C(O)C8O)CC2,literal,Zygophyloside H,literal,10.1055/S-0031-1273569,literal,50425630-2,en,,,,
196,uri,http://www.wikidata.org/entity/Q2051175,uri,http://www.wikidata.org/entity/Q105000928,literal,Guaiacum officinale,literal,FSZGVSDOMLHPLI-BOMVUIQGSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Guaiacin F,literal,10.1016/0031-9422(90)80201-Q,literal,873252-1,en,,,,
197,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105003180,literal,Tribulus terrestris,literal,FWCXELAAYFYCSR-UHFFFAOYSA-N,literal,OC1CC2CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2(C)CC1O,literal,Digin,literal,10.1002/JSSC.200900483,literal,873489-1,en,,,,
198,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105132097,literal,Tribulus terrestris,literal,JNTJNUDLVQQYGM-MYQPGGKYSA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC4CCC5(C)C(CCC6C5CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C4)OC3CO)CO)C(O)C(O)C1O,literal,Q105132097,literal,10.1007/BF02491733,literal,873489-1,,,,,
199,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105122655,literal,Tetraena coccinea,literal,IYBWYCXLYDMMAI-UHFFFAOYSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(C)(C)C4CCC31C)C7C(C)C(C)CCC7(C(=O)OC8OC(CO)C(O)C(O)C8O)CC2,literal,"10-[4,5-dihydroxy-6-methyl-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-1,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-6a-carboxylic acid",literal,10.1055/S-0030-1250463,literal,50425630-2,en,,,,
200,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105134714,literal,Tribulus terrestris,literal,JTCWXISSLCZBQV-WNTFNLACSA-N,literal,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6(O)OC(CCC(C)CO)C(C)C65)C3(C)CC2)C(OC7OC(C)C(O)C(O)C7O)C(O)C1OC8OC(C)C(O)C(O)C8O,literal,Q105134714,literal,10.1016/J.FITOTE.2003.09.001,literal,873489-1,,,,,
201,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105015422,literal,Tribulus terrestris,literal,GQJDMLOYAFRRDZ-OBFAVMMJSA-N,literal,O=C1CCC2(C)C(C1)CCC3C2CC(=O)C4(C)C3CC5OC6(OCC(C)CC6)C(C)C54,literal,"(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13S,18S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-10,16-dione",literal,10.1016/S0031-9422(97)01059-5,literal,873489-1,en,,,,
202,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena coccinea,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1016/0031-9422(93)85538-3,literal,50425630-2,,literal,104055-77-8,,
203,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena coccinea,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1016/S0031-9422(96)00552-3,literal,50425630-2,,literal,104055-77-8,,
204,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena coccinea,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1055/S-0031-1273569,literal,50425630-2,,literal,104055-77-8,,
205,uri,http://www.wikidata.org/entity/Q18076591,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena gaetula,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1016/S0031-9422(00)00415-5,literal,50425636-2,,literal,104055-77-8,,
206,uri,http://www.wikidata.org/entity/Q18076591,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena gaetula,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1021/NP970245Y,literal,50425636-2,,literal,104055-77-8,,
207,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105001674,literal,Tribulus terrestris,literal,FUFWMYZFCUYUFQ-CGAWBASSSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C5OC7OCC(O)C(O)C7O)C(O)C4OC8OC(C)C(O)C(O)C8O)CCC32C)C9CC%10OC%11(OCC(C)CC%11)C(C)C%10C19C,literal,Q105001674,literal,10.1055/S-2001-11650,literal,873489-1,,,,,
208,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105139313,literal,Tribulus terrestris,literal,KDPPORCJBDKXIA-COZMBCGBSA-N,literal,O=C1CC2C(CCC3CC(OC4OC(CO)C(OC5OC(CO)C(O)C(OC6OCC(O)C(O)C6O)C5OC7OCC(O)C(O)C7O)C(O)C4OC8OC(C)C(O)C(O)C8O)CCC32C)C9CC%10OC(O)(CCC(C)COC%11OC(CO)C(O)C(O)C%11O)C(C)C%10C19C,literal,Q105139313,literal,10.1080/14786410902940990,literal,873489-1,,,,,
209,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105132102,literal,Tribulus terrestris,literal,JNTJNUDLVQQYGM-YSVUSBSASA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC4CCC5(C)C(CCC6C5CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C4)OC3CO)CO)C(O)C(O)C1O,literal,[(25R)-5alpha-Spirostan-3beta-yl]4-O-(2-O-beta-D-galactopyranosyl-beta-D-glucopyranosyl)-beta-D-galactopyranoside,literal,10.1016/0031-9422(96)00131-8,literal,873489-1,en,,,,
210,uri,http://www.wikidata.org/entity/Q18077398,uri,http://www.wikidata.org/entity/Q105126833,literal,Tribulus pentandrus,literal,JFQBYJFVCCPBCG-CITKZBGJSA-N,literal,O=C1C=C2CCC3C(CCC4(C)C3CC(OC5OCC(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C4C(C)C(O)CCC(C)CO)C2(C)CC1,literal,Pentandroside A,literal,10.1016/J.PHYTOCHEM.2004.07.003,literal,873467-1,en,,,,
211,uri,http://www.wikidata.org/entity/Q18082681,uri,http://www.wikidata.org/entity/Q105005753,literal,Tetraena dumosa,literal,GBBMRSNNCAWOOS-KZNIDIGNSA-N,literal,O=C(O)C12CCC(C)C(C)C2C3=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6OS(=O)(=O)O)C(C)(C)C5CCC4(C)C3(C(=O)OC7OC(CO)C(O)C(O)C7O)CC1,literal,Zygophyloside F,literal,10.1016/0031-9422(95)00436-B,literal,50425634-2,en,,,,
212,uri,http://www.wikidata.org/entity/Q15542200,uri,http://www.wikidata.org/entity/Q105126352,literal,Fagonia scabra,literal,JEQOCZRMZWZMMR-KSRHOYQQSA-N,literal,O=C1C(OC2OC(C)C(OC3OCC(O)C(O)C3O)C(O)C2O)=C(OC4=CC(OC5OC(C)C(O)C(O)C5O)=CC(O)=C14)C=6C=CC(O)=CC6,literal,"3-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4R,5S)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",literal,10.1016/J.CARRES.2007.10.011,literal,873215-1,en,,,,
213,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105102523,literal,Tribulus terrestris,literal,CGORMVKERVDQKF-PHTWDIKASA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC4CC5CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4O)OC3CO)CO)C(O)C(O)C1O,literal,Q105102523,literal,10.1055/S-1999-13966,literal,873489-1,,,,,
214,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105102523,literal,Tribulus terrestris,literal,CGORMVKERVDQKF-PHTWDIKASA-N,literal,OCC1OC(OC2C(O)C(O)C(OC2OC3C(O)C(O)C(OC4CC5CCC6C(CCC7(C)C6CC8OC9(OCC(C)CC9)C(C)C87)C5(C)CC4O)OC3CO)CO)C(O)C(O)C1O,literal,Q105102523,literal,10.1007/BF02491733,literal,873489-1,,,,,
215,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105114374,literal,Tribulus terrestris,literal,IKGXIBQEEMLURG-FNKLJWKFSA-N,literal,O=C1C(OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(O)C5,literal,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",literal,10.1016/J.PHYTOCHEM.2007.07.003,literal,873489-1,en,,,,
216,uri,http://www.wikidata.org/entity/Q7840464,uri,http://www.wikidata.org/entity/Q105137801,literal,Tribulus cistoides,literal,KACXZLOYLVJNFR-AHNNMNMQSA-N,literal,O=C1C=C2CCC3C(CCC4(C)C3CC(OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5O)C4C(C(=O)CCC(C)CO)C)C2(C)CC1,literal,Q105137801,literal,10.1016/0031-9422(95)00622-2,literal,873411-1,,,,,
217,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q104995150,literal,Larrea tridentata,literal,FHAGEYRSWPQEQJ-OKILXGFUSA-N,literal,OC1=CC(=CC=C1OC)CC(C)C(C)CC2=CC=C(OC)C(O)=C2,literal,Dimethylnordihydroguarierate acid,literal,10.1016/J.PHYTOCHEM.2005.02.007,literal,135649-2,en,,,,
218,uri,http://www.wikidata.org/entity/Q18082681,uri,http://www.wikidata.org/entity/Q105122654,literal,Tetraena dumosa,literal,IYBWYCXLYDMMAI-LBOMNWANSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(C)C(O)C(O)C5OC6OCC(O)C(O)C6O)C(C)(C)C4CCC31C)C7C(C)C(C)CCC7(C(=O)OC8OC(CO)C(O)C(O)C8O)CC2,literal,Zygophyloside H,literal,10.1016/S0031-9422(96)00552-3,literal,50425634-2,en,,,,
219,uri,http://www.wikidata.org/entity/Q18075894,uri,http://www.wikidata.org/entity/Q105030448,literal,Tetraena coccinea,literal,HMCKMPODDDRSBN-UHFFFAOYSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OCC(O)C(O)C5OS(=O)(=O)O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)O)CC2,literal,"10-(4,5-dihydroxy-3-sulfooxyoxan-2-yl)oxy-1,2,6b,9,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydro-1H-picene-4a,6a-dicarboxylic acid",literal,10.1055/S-0030-1250463,literal,50425630-2,en,,,,
220,uri,http://www.wikidata.org/entity/Q18082681,uri,http://www.wikidata.org/entity/Q105150157,literal,Tetraena dumosa,literal,LDCLXZSKVDYDBF-DTJUAWDLSA-N,literal,O=C(O)C12C(=CCC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5O)C(C)(C)C4CCC31C)C6C(C)C(C)CCC6(C(=O)OC7OC(CO)C(O)C(O)C7O)CC2,literal,Q105150157,literal,10.1016/S0031-9422(96)00552-3,literal,50425634-2,,literal,104055-77-8,,
221,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q105112785,literal,Tribulus terrestris,literal,IGRSMGPJQAPKOV-ILQALCAMSA-N,literal,O=C(OC1CC2C3CCC4CC(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)C(O)C5O)CCC4(C)C3CC(=O)C2(C)C1C(=O)C)CCC(C)COC8OC(CO)C(O)C(O)C8O,literal,Q105112785,literal,10.1080/10286020903535419,literal,873489-1,,,,,
222,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105117962,literal,Tribulus,literal,IQLFOYKUCJTPMF-WFGLTJQFSA-N,literal,OC1CC2CCC3C(CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C2CC1O,literal,"(5'S,7S,9S,15R,16R)-5',7,9-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-15,16-diol",literal,10.1002/PCA.2363,literal,41747-1,en,,,,
223,uri,http://www.wikidata.org/entity/Q18075342,uri,http://www.wikidata.org/entity/Q105119071,literal,Fagonia boveana,literal,IRRXAUMIYZICTI-GXUNQHPWSA-N,literal,OCC(O)C1(C)CCC2(C)C(CCC3(C(=CCCC32)C)C)C1,literal,Fagonene,literal,10.1515/ZNC-2003-1-204,literal,962143-1,en,,,,
224,uri,http://www.wikidata.org/entity/Q235889,uri,http://www.wikidata.org/entity/Q104996207,literal,Tribulus terrestris,literal,FJLUJBDSFBGOPL-VSAYWGMCSA-N,literal,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OC(CO)C(O)C(O)C%10O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,literal,Q104996207,literal,10.1016/J.PHYTOCHEM.2014.08.003,literal,873489-1,,,,,
225,uri,http://www.wikidata.org/entity/Q12219000,uri,http://www.wikidata.org/entity/Q105119071,literal,Fagonia mollis,literal,IRRXAUMIYZICTI-GXUNQHPWSA-N,literal,OCC(O)C1(C)CCC2(C)C(CCC3(C(=CCCC32)C)C)C1,literal,Fagonene,literal,10.1515/ZNC-2003-1-204,literal,873201-1,en,,,,
226,uri,http://www.wikidata.org/entity/Q18077398,uri,http://www.wikidata.org/entity/Q105015262,literal,Tribulus pentandrus,literal,GPZLFWVUSQREQH-ZIZHJPCGSA-N,literal,O=C1C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)=C(OC=4C=C(O)C=C(O)C14)C=5C=CC(O)=C(OC)C5,literal,isorhamnetin 3-gentiobioside,literal,10.1016/0031-9422(82)83030-6,literal,873467-1,en,,,,
227,uri,http://www.wikidata.org/entity/Q1017217,uri,http://www.wikidata.org/entity/Q105011623,literal,Tribulus,literal,GMBQZIIUCVWOCD-UHFFFAOYSA-N,literal,OC1CCC2(C)C(CCC3C2CCC4(C)C3CC5OC6(OCC(C)CC6)C(C)C54)C1,literal,tigogenin,literal,10.1016/S0031-9422(97)01059-5,literal,41747-1,en,,,,
228,uri,http://www.wikidata.org/entity/Q15539959,uri,http://www.wikidata.org/entity/Q105149907,literal,Fagonia indica,literal,LCMURMAVBYASPU-VVOATYSYSA-N,literal,O=C(OC1OC(CO)C(O)C(O)C1O)C23CCC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2,literal,Guaiacin B,literal,10.1016/S0031-9422(98)00750-X,literal,873184-1,en,,,,
229,uri,http://www.wikidata.org/entity/Q965954,uri,http://www.wikidata.org/entity/Q105136464,literal,Larrea tridentata,literal,JWYULKXTGMJKKM-JKSUJKDBSA-N,literal,O=C1C=2C(O)=CC(O)=CC2OC(C3=CC=C(O)C(OC)=C3)C1O,literal,(+)-Dihydroisorhamnetin,literal,10.1016/J.PHYTOCHEM.2004.07.009,literal,135649-2,en,literal,55812-91-4,,
