,organism.type,organism,structure.type,structure,organism_name.type,organism_name,structure_inchikey.type,structure_inchikey,structure_smiles.type,structure_smiles,ipniID.type,ipniID,structureLabel.xml:lang,structureLabel.type,structureLabel,refDOI.type,refDOI,structure_cas.type,structure_cas,chembl_id.type,chembl_id
0,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27284919,literal,Chloranthus serratus,literal,TYQALBNCJWAILN-GZBFAFLISA-N,literal,CC(C)C1CCC2(CCCC(=C)C2C1=O)C,literal,167822-1,en,literal,acolamone,literal,10.1080/00021369.1985.10866891,literal,39012-14-1,,
1,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138517,literal,Chloranthus serratus,literal,DIHJSNVGGKCCRW-IFIACUTQSA-N,literal,CC1=C2CC3C(=C)C4CC4C3(CC2(OC1=O)OC5C(C(C(C(O5)CO)O)O)O)C,literal,167822-1,en,literal,"Chlorajaposide, (rel)-",literal,10.1021/NP100504M,,,literal,CHEMBL1669183
2,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q76303488,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-IKVLVDHLSA-N,literal,O=C1C=C(C)CCC=C(C)CC=2OC=C(C12)C,literal,167822-1,en,literal,"(5Z,9E)-furanodienone",literal,10.1080/00021369.1984.10866207,,,,
3,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q76303488,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-IKVLVDHLSA-N,literal,O=C1C=C(C)CCC=C(C)CC=2OC=C(C12)C,literal,167822-1,en,literal,"(5Z,9E)-furanodienone",literal,10.1021/NP800543F,,,,
4,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q76303488,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-IKVLVDHLSA-N,literal,O=C1C=C(C)CCC=C(C)CC=2OC=C(C12)C,literal,167822-1,en,literal,"(5Z,9E)-furanodienone",literal,10.1080/00021369.1985.10866891,,,,
5,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138515,literal,Chloranthus serratus,literal,QKAOLXBSWUJRPA-NBVFDPJVSA-N,literal,CC1=C2CC3C(CC2OC1=O)(C4CC4C3(CO)O)C,literal,167822-1,en,literal,"Chlorajapolide D, (rel)-",literal,10.1021/NP100504M,,,literal,CHEMBL1669181
6,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138514,literal,Chloranthus serratus,literal,MTQDWDRXGBDENC-RNKJKDHYSA-N,literal,CC1=C2CC3=C(C4CC4C3(CC2OC1=O)C)CO,literal,167822-1,en,literal,"Chlorajapolide C, (rel)-",literal,10.1021/NP100504M,,,literal,CHEMBL1669180
7,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138519,literal,Chloranthus serratus,literal,BWOFLNFAFOQHRS-BBIZWXPBSA-N,literal,CC1=C2CC3C(CCC(C3(CC2(OC1=O)O)C)O)(C)O,literal,167822-1,en,literal,"Chloraeudolide, (rel)-",literal,10.1021/NP100504M,,,literal,CHEMBL1669185
8,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27149868,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-SJUGDSPGSA-N,literal,CC=1CCC(=C(C)CC2=C(C(C)=CO2)C(C1[H])=O)[H],literal,167822-1,en,literal,Furanodienone,literal,10.1080/00021369.1984.10866207,literal,24268-41-5,,
9,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27149868,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-SJUGDSPGSA-N,literal,CC=1CCC(=C(C)CC2=C(C(C)=CO2)C(C1[H])=O)[H],literal,167822-1,en,literal,Furanodienone,literal,10.1021/NP800543F,literal,24268-41-5,,
10,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27149868,literal,Chloranthus serratus,literal,XVOHELPNOXGRBQ-SJUGDSPGSA-N,literal,CC=1CCC(=C(C)CC2=C(C(C)=CO2)C(C1[H])=O)[H],literal,167822-1,en,literal,Furanodienone,literal,10.1080/00021369.1985.10866891,literal,24268-41-5,,
11,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q54805818,literal,Chloranthus serratus,literal,JSWOSPDHAFLJHZ-UHFFFAOYSA-N,literal,CC1=CC2=C(CC1)C(=CC3=C2C(=CO3)C)C,literal,167822-1,en,literal,pyrocurzerenone,literal,10.1248/CPB.24.531,literal,20013-75-6,,
12,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27155412,literal,Chloranthus serratus,literal,SYTYLPHCLSSCOJ-UHFFFAOYSA-N,literal,COC1=C(C=C2C=CC(=O)OC2=C1)O,literal,167822-1,en,literal,Isoscopoletin,literal,10.1080/00021369.1984.10866207,literal,776-86-3,literal,CHEMBL390320
13,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27155412,literal,Chloranthus serratus,literal,SYTYLPHCLSSCOJ-UHFFFAOYSA-N,literal,COC1=C(C=C2C=CC(=O)OC2=C1)O,literal,167822-1,en,literal,Isoscopoletin,literal,10.1080/00021369.1985.10866891,literal,776-86-3,literal,CHEMBL390320
14,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138516,literal,Chloranthus serratus,literal,OUJYYGQZMSBQBK-JJPRHFNDSA-N,literal,CC(=O)OCC1C2CC2C3(C1CC4=C(C(=O)OC4(C3O)OC)CO)C,literal,167822-1,en,literal,"Chlorajapolide E, (rel)-",literal,10.1021/NP100504M,,,literal,CHEMBL1669182
15,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27292014,literal,Chloranthus serratus,literal,RESNWHKKMVJDFA-SCGYNDOXSA-N,literal,CC1=CCCC(=CC(=O)C(CC1)C(C)C)C,literal,167822-1,en,literal,acoragermacrone,literal,10.1080/00021369.1985.10866891,literal,50281-45-3,,
16,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q54805668,literal,Chloranthus serratus,literal,XZHCTKZHBRTLRU-CYRTVHNOSA-N,literal,CC1=C2CC3C(C4CC4C3(C=C2OC1=O)C)CO,literal,167822-1,en,literal,shizukanolide C,literal,10.1080/00021369.1985.10866891,,,,
17,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q82074616,literal,Chloranthus serratus,literal,KCFCNCALMYTQMP-BJEMGHAFSA-N,literal,O=C1OC2C(=C1C)CC3C(=C)C4CC4C3(C)C2,literal,167822-1,en,literal,shizukanolide,literal,10.1271/BBB1961.43.885,literal,70578-36-8,,
18,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q82074616,literal,Chloranthus serratus,literal,KCFCNCALMYTQMP-BJEMGHAFSA-N,literal,O=C1OC2C(=C1C)CC3C(=C)C4CC4C3(C)C2,literal,167822-1,en,literal,shizukanolide,literal,10.1080/00021369.1981.10864706,literal,70578-36-8,,
19,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q82881869,literal,Chloranthus serratus,literal,SOZSXJHFVBBAOY-TUVASFSCSA-N,literal,OC1CCC(O)(C)C2CC(=CCC12C)C(C)C,literal,167822-1,en,literal,"1,4a-Dimethyl-7-(propan-2-yl)-1,2,3,4,4a,5,8,8a-octahydronaphthalene-1,4-diol",literal,10.1016/J.PHYTOL.2016.01.005,literal,11046-45-0,,
20,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q54806973,literal,Chloranthus serratus,literal,AFQYMJMJVURITP-MAKQCAJESA-N,literal,CC1=C2CC3C(C4CC4C3(C=C2OC1=O)C)COC(=O)C,literal,167822-1,en,literal,Chloranthalactone C,literal,10.1080/00021369.1985.10866891,,,,
21,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q105365091,literal,Chloranthus serratus,literal,YUXZBKZRBCSMBP-XOFLIZQKSA-N,literal,O=C(OC)C(=C1C(=O)C(O)C2(C3=C(CC4C5(OC(=O)C(=C5C(O)C6C(O)(COC(=O)C(=CC)C)C7CC7C46C)COC(=O)CCC(=O)OC)C13)C8CC82)C)C,literal,167822-1,en,literal,Chlorajaponol,literal,10.1021/NP100504M,,,,
22,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138133,literal,Chloranthus serratus,literal,VAOZXVGMCZGLOH-BQPKVCGRSA-N,literal,CC1=CCOC(=O)CCC(=O)OCC2=C3CC4C(C5CC5C4(COC1=O)O)(C6C3(C7=C8C(C9CC9C8(C6)O)(C(C1(C7=C(C(=O)O1)C)O)O)C)OC2=O)C,literal,167822-1,en,literal,chloramultilide C,literal,10.1021/NP200087D,,,literal,CHEMBL1097992
23,uri,http://www.wikidata.org/entity/Q10871323,uri,http://www.wikidata.org/entity/Q104399744,literal,Chloranthus fortunei,literal,UPYQSOJNCPYAPV-UJWILHQTSA-N,literal,O=C(OC)C(=C)C1=CC2=C(CC(C(=O)OC)(C3=CC4=C(C)C5CC5C4(C)C(O)C3=O)C)C6CC6C2(C)C(O)C1=O,literal,167791-1,en,literal,Shizukaol J,literal,10.1021/NP7007544,,,,
24,uri,http://www.wikidata.org/entity/Q5367823,uri,http://www.wikidata.org/entity/Q27138127,literal,Chloranthus serratus,literal,UEHIWILSQZCXQY-LWKKLXHHSA-N,literal,CC(=C1C2C3=C(CC4C25C(=C(C(=O)O5)CO)CC6C4(C7CC7C6COC(=O)C)C)C8CC8C3(C(C1=O)O)C)C(=O)OC,literal,167822-1,en,literal,shizukaol D,literal,10.1021/NP200087D,,,,
