,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Geranium pratense,Geranium,KNApSAcK
1,C00001059,38953-85-4,Isovitexin,C21H20O10,432.10564686,Geranium phaeum,Geranium,KNApSAcK
2,C00001062,1592-70-7,Isokaempferide,C16H12O6,300.06338812,Geranium macrorrhizum L.,Geranium,KNApSAcK
3,C00001396,73-22-3,L-Tryptophan,C11H12N2O2,204.08987764,Geranium pratense subsp.finitimum (Woronow) Knuth,Geranium,KNApSAcK
4,C00002374,7084-24-4,Cyanidin 3-O-glucoside,C21H21O11.Cl,484.07723923,Geranium sylvaticum,Geranium,KNApSAcK
5,C00002378,2611-67-8,Cyanin,C27H31O16,611.16120995,Geranium sylvaticum,Geranium,KNApSAcK
6,C00002384,16727-30-3,Malvin,C29H35O17,655.1874247,Geranium eriostemon,Geranium,KNApSAcK
7,C00002384,16727-30-3,Malvin,C29H35O17,655.1874247,Geranium sylvaticum,Geranium,KNApSAcK
8,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Geranium sibiricum,Geranium,KNApSAcK
9,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Geranium thunbergii,Geranium,KNApSAcK
10,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Geranium macrorrhizum L.,Geranium,KNApSAcK
11,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Geranium pratense,Geranium,KNApSAcK
12,C00002670,87-66-1,Pyrogallol,C6H6O3,126.03169406,Geranium thunbergii,Geranium,KNApSAcK
13,C00002911,23094-71-5,Chebulagic acid,C41H30O27,954.09744576,Geranium pratense,Geranium,KNApSAcK
14,C00002915,23094-69-1,Corilagin,C27H22O18,634.0806139,Geranium thunbergii,Geranium,KNApSAcK
15,C00002926,60976-49-0,Geraniin,C41H28O27,952.0817957,Geranium spp.,Geranium,KNApSAcK
16,C00002933,14937-32-7,"1,2,3,4,6-Penta-O-galloyl-beta-D-glucose",C41H32O26,940.1181812,Geranium robertianum,Geranium,KNApSAcK
