,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00003892,25782-25-6,"5,6,4'-Trihydroxy-7,3'-dimethoxyflavone",C17H14O7,330.0739528,Citharexylum subserratum,Citharexylum,KNApSAcK
1,C00004415,60032-93-1,"6-Hydroxyluteolin 7,3'-dimethyl ether 6-glucoside",C23H24O12,492.12677623,Citharexylum subserratum,Citharexylum,KNApSAcK
2,C00010593,53526-66-2,Durantoside II,C27H34O14,582.1948558,Citharexylum subserratum,Citharexylum,KNApSAcK
3,C00010668,,5-Deoxypulchelloside I,C17H26O11,406.14751167,Citharexylum fruticosum,Citharexylum,KNApSAcK
4,C00045735,477343-33-2,Caudatoside A,C26H32O12,536.18937649,Citharexylum caudatum,Citharexylum,KNApSAcK
5,C00045736,477343-52-5,Caudatoside B,C26H32O12,536.18937649,Citharexylum caudatum,Citharexylum,KNApSAcK
6,C00045737,477343-56-9,Caudatoside C,C26H32O13,552.18429111,Citharexylum caudatum,Citharexylum,KNApSAcK
7,C00045738,477343-57-0,Caudatoside D,C26H32O13,552.18429111,Citharexylum caudatum,Citharexylum,KNApSAcK
8,C00045739,477343-58-1,Caudatoside E,C26H32O14,568.17920573,Citharexylum caudatum,Citharexylum,KNApSAcK
9,C00045740,477343-59-2,Caudatoside F,C26H32O14,568.17920573,Citharexylum caudatum,Citharexylum,KNApSAcK
0,C00000602,27003-73-2,(+)-Lariciresinol,C20H24O6,360.1572885,Clerodendrum indicum,Clerodendrum,KNApSAcK
1,C00001050,1447-88-7,Hispidulin,C16H12O6,300.06338812,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
2,C00001165,69-65-8,D-Mannitol,C6H14O6,182.07903818,Clerodendrum serratum,Clerodendrum,KNApSAcK
3,C00001437,29883-15-6,Amygdalin,C20H27NO11,457.15841071,Clerodendrum grayi,Clerodendrum,KNApSAcK
4,C00001454,99-18-3,Prunasin,C14H17NO6,295.10558728,Clerodendrum grayi,Clerodendrum,KNApSAcK
5,C00001777,53472-14-3,Trichotomine,C30H20N4O6,532.1382844,Clerodendrum trichotomum,Clerodendrum,KNApSAcK
6,C00002761,76076-04-5,Myricoside,C34H44O19,756.24767923,Clerodendrum myricoides,Clerodendrum,KNApSAcK
7,C00002783,61276-17-3,Acteoside,C29H36O15,624.20542048,Clerodendrum inerme,Clerodendrum,KNApSAcK
8,C00003021,99624-92-7,Uncinatone,C20H22O4,326.15180919,Clerodendrum nucinatum,Clerodendrum,KNApSAcK
9,C00003021,99624-92-7,Uncinatone,C20H22O4,326.15180919,Clerodendrum bungei Steud,Clerodendrum,KNApSAcK
10,C00003021,99624-92-7,Uncinatone,C20H22O4,326.15180919,Clerodendrum uncinatum,Clerodendrum,KNApSAcK
11,C00003073,479-98-1,Aucubin,C15H22O9,346.1263823,Clerodendrum thomsonae,Clerodendrum,KNApSAcK
12,C00003414,35481-70-0,Clerodendrin A,C31H42O12,606.26762681,Clerodendrum trichotomum,Clerodendrum,KNApSAcK
13,C00003415,464-71-1,Clerodin,C24H34O7,434.23045344,Clerodendrum infortunatum,Clerodendrum,KNApSAcK
14,C00003834,529-53-3,Scutellarein,C15H10O6,286.04773805,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
15,C00003836,6563-66-2,Scutellarein 4'-methyl ether,C16H12O6,300.06338812,Clerodendrum inerme,Clerodendrum,KNApSAcK
16,C00003838,520-12-7,4'-Methylcapillarisin,C17H14O6,314.07903818,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
17,C00004204,79076-87-2,Acacetin 7-(6''-methylglucuronide),C23H22O11,474.11621155,Clerodendrum infortunatum,Clerodendrum,KNApSAcK
18,C00004207,36730-68-4,Acacetin 7-glucuronosyl-(1->2)-glucuronide,C28H28O17,636.13264947,Clerodendrum trichotomum,Clerodendrum,KNApSAcK
19,C00007887,162440-77-9,"4,2',4'-Trihydroxy-6'-methoxychalcone 4,4'-di-beta-glucoside",C28H34O15,610.18977042,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
20,C00010279,64924-06-7,Scutellarein 4'-methyl ether 7-glucuronide,C22H20O12,476.09547611,Clerodendrum trichotomum,Clerodendrum,KNApSAcK
21,C00010601,52916-96-8,Ajugoside,C17H26O10,390.15259705,Clerodendrum thomsonae,Clerodendrum,KNApSAcK
22,C00010619,20633-72-1,Monomelittoside,C15H22O10,362.12129692,Clerodendrum inerme,Clerodendrum,KNApSAcK
23,C00010621,19467-03-9,Melittoside,C21H32O15,524.17412036,Clerodendrum inerme,Clerodendrum,KNApSAcK
24,C00010621,19467-03-9,Melittoside,C21H32O15,524.17412036,Clerodendrum thomsonae,Clerodendrum,KNApSAcK
25,C00010626,81720-08-3,Rehmannioside D,C27H42O20,686.22694379,Clerodendrum inerme,Clerodendrum,KNApSAcK
26,C00014303,138166-64-0,7-Hydroxyflavanone beta-D-glucopyranoside,C21H22O8,402.13146768,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
27,C00014325,203193-15-1,"7,4'-Dihydroxy-5-methoxyflavanone 7-neohesperidoside-4'-glucoside",C34H44O19,756.24767923,Clerodendrum phlomidis,Clerodendrum,KNApSAcK
28,C00029346,95632-87-4,(Z)-3-Hexenyl beta-D-glucopyranoside,C12H22O6,262.14163844,Clerodendrum inerme,Clerodendrum,KNApSAcK
