,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000218,6894-38-8,(-)-Jasmonic acid,C12H18O3,210.12559444,Cleyera ochnacea,Cleyera,KNApSAcK
0,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
1,C00003674,83-48-7,beta-Stigmasterol,C29H48O,412.37051615,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
2,C00003738,559-70-6,beta-Amyrin,C30H50O,426.38616622,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
3,C00003741,472-15-1,beta-Betulinic acid,C30H48O3,456.3603454,Ternstroemia merrilliana,Ternstroemia,KNApSAcK
4,C00003741,472-15-1,beta-Betulinic acid,C30H48O3,456.3603454,Ternstroemia cherryi,Ternstroemia,KNApSAcK
5,C00003741,472-15-1,beta-Betulinic acid,C30H48O3,456.3603454,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
6,C00019064,508-02-1,Oleanolic acid,C30H48O3,456.3603454,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
7,C00019065,545-48-2,Erythrodiol,C30H50O2,442.38108084,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
8,C00019491,53155-25-2,Euscaphic acid,C30H48O5,488.35017464,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
9,C00022960,52789-63-6,Ternstroemiaxanthin,C40H54O2,566.41238097,Ternstroemia japonica,Ternstroemia,KNApSAcK
10,C00029451,4547-24-4,"2alpha,3beta-Dihydroxyurs-12-en-28-oic acid",C30H48O4,472.35526002,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
11,C00030742,4373-41-5,"2alpha,3beta-Dihydroxyolean-12-en-28-oic acid",C30H48O4,472.35526002,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
12,C00037295,338744-15-3,Ilelatifol D,C30H46O4,470.33960996,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
13,C00037978,35959-05-8,"11,12-Dehydroursolic acid lactone",C30H46O3,454.34469533,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
14,C00045045,422308-58-5,Robustanic acid,C31H50O4,486.37091008,Ternstroemia gymnanthera,Ternstroemia,KNApSAcK
15,C00045100,625081-40-5,Ternstroemiaside A,C54H88O24,1120.56655374,Ternstroemia japonica,Ternstroemia,KNApSAcK
16,C00045101,625081-41-6,Ternstroemiaside B,C56H90O25,1162.57711843,Ternstroemia japonica,Ternstroemia,KNApSAcK
17,C00045102,625081-42-7,Ternstroemiaside C,C54H88O24,1120.56655374,Ternstroemia japonica,Ternstroemia,KNApSAcK
18,C00045103,625081-43-8,Ternstroemiaside D,C60H98O29,1282.61937717,Ternstroemia japonica,Ternstroemia,KNApSAcK
19,C00045104,625081-44-9,Ternstroemiaside E,C62H100O29,1308.63502724,Ternstroemia japonica,Ternstroemia,KNApSAcK
20,C00045105,625081-45-0,Ternstroemiaside F,C65H106O32,1398.66672129,Ternstroemia japonica,Ternstroemia,KNApSAcK
0,C00004191,125300-52-9,Apigenin 5-rhamnosyl-(1->2)-(6''-acetylglucoside),C29H32O15,620.17412036,Eurya japonica,Eurya,KNApSAcK
1,C00006808,119514-09-9,Cyanidin 3-(4'''-acetylrutinoside),C29H33O16,637.17686001,Eurya japonica,Eurya,KNApSAcK
2,C00035382,94535-01-0,Rengyolone,C8H10O3,154.06299419,Eurya japonica,Eurya,KNApSAcK
3,C00039204,946130-15-0,Ferocerebroside A,C44H83NO9,769.60678326,Euryale ferox,Eurya,KNApSAcK
4,C00039205,946130-16-1,Ferocerebroside B,C46H87NO9,797.63808338,Euryale ferox,Eurya,KNApSAcK
5,C00039206,946130-18-3,Ferotocotrimer C,C86H142O6,1271.08064226,Euryale ferox,Eurya,KNApSAcK
6,C00039207,946130-20-7,Ferotocotrimer D,C86H142O6,1271.08064226,Euryale ferox,Eurya,KNApSAcK
7,C00058482,145613-78-1,Eutigoside A,C23H26O9,446.15768243,Eurya tigang,Eurya,KNApSAcK
8,C00058483,145613-79-2,Eutigoside B,C23H26O10,462.15259705,Eurya tigang,Eurya,KNApSAcK
9,C00058484,145613-80-5,Eutigoside C,C23H26O9,446.15768243,Eurya tigang,Eurya,KNApSAcK
0,C00048048,42719-32-4,Pedunculoside,C36H58O10,650.40299807,Adinandra nitida,Adinandra,KNApSAcK
0,C00000218,6894-38-8,(-)-Jasmonic acid,C12H18O3,210.12559444,Camellia sasanqua,Sasanqua,KNApSAcK
1,C00000219,1211-29-6,Methyl jasmonate,C13H20O3,224.1412445,Camellia sasanqua,Sasanqua,KNApSAcK
2,C00006800,56767-17-0,Hyacinthin,C30H27O13,595.14516595,Camellia sasanqua,Sasanqua,KNApSAcK
3,C00035256,126347-60-2,Camelliin B,C75H52O48,1720.16280353,Camellia sasanqua,Sasanqua,KNApSAcK
4,C00045251,220359-76-2,Camelliol C,C30H50O,426.38616622,Camellia sasanqua,Sasanqua,KNApSAcK
5,C00045327,203570-12-1,Isohelianol,C30H52O,428.40181628,Camellia sasanqua,Sasanqua,KNApSAcK
6,C00049297,211183-83-4,Sasanquol,C30H52O,428.40181628,Camellia sasanqua,Sasanqua,KNApSAcK
7,C00049363,220359-69-3,Camelliol A,C30H50O,426.38616622,Camellia sasanqua,Sasanqua,KNApSAcK
8,C00049364,220359-72-8,Camelliol B,C30H52O,428.40181628,Camellia sasanqua,Sasanqua,KNApSAcK
9,C00051231,202583-59-3,"Lemmaphylla-7,21-dien-3beta-ol",C30H50O,426.38616622,Camellia sasanqua,Sasanqua,KNApSAcK
10,C00054641,25122-87-6,Camelliagenin D,C30H48O6,504.34508927,Camellia sasanqua,Sasanqua,KNApSAcK
11,C00054642,14511-74-1,Camelliagenin B,C30H48O5,488.35017464,Camellia sasanqua,Sasanqua,KNApSAcK
12,C00055532,132731-66-9,Camelliin A,C68H48O44,1568.15184491,Camellia sasanqua,Sasanqua,KNApSAcK
13,C00055539,15399-41-4,Camelliagenin E,C30H48O6,504.34508927,Camellia sasanqua,Sasanqua,KNApSAcK
14,C00057174,18604-54-1,Sasanquin,C21H30O11,458.1788118,Camellia sasanqua,Sasanqua,KNApSAcK
15,C00058520,202656-14-2,Isoaglaiol,C30H50O2,442.38108084,Camellia sasanqua,Sasanqua,KNApSAcK
16,C00058523,39724-39-5,Isoeuphol,C30H50O,426.38616622,Camellia sasanqua,Sasanqua,KNApSAcK
17,C00058535,138663-97-5,Isotirucallol,C30H50O,426.38616622,Camellia sasanqua,Sasanqua,KNApSAcK
0,C00001417,539-15-1,Hordenine,C10H15NO,165.11536411,Ariocarpus scapharostrus,Scapha,KNApSAcK
1,C00002381,20784-50-3,Isobavachalcone,C20H20O4,324.13615913,Lonchocarpus neuroscapha,Scapha,KNApSAcK
2,C00007045,"52601-05-5,51619-57-9,55332-93-9",Isocordoin,C20H20O3,308.1412445,Lonchocarpus neuroscapha,Scapha,KNApSAcK
3,C00007046,57621-12-2,"2',4'-Dihydroxy-3'-(1,1-dimethyl-2-propenyl)chalcone",C20H20O3,308.1412445,Lonchocarpus neuroscapha,Scapha,KNApSAcK
4,C00007050,31501-55-0,Lonchocarpin,C20H18O3,306.12559444,Lonchocarpus neuroscapha,Scapha,KNApSAcK
5,C00007052,38965-77-4,Derricin,C21H22O3,322.15689457,Lonchocarpus neuroscapha,Scapha,KNApSAcK
6,C00007053,38965-74-1,Derricidin,C20H20O3,308.1412445,Lonchocarpus neuroscapha,Scapha,KNApSAcK
7,C00007061,"52801-22-6,56083-03-5",Isobavachromene,C20H18O4,322.12050906,Lonchocarpus neuroscapha,Scapha,KNApSAcK
8,C00007064,55912-03-3,4-Hydroxyderricin,C21H22O4,338.15180919,Lonchocarpus neuroscapha,Scapha,KNApSAcK
9,C00007067,55524-25-9,4-Hydroxycordoin,C20H20O4,324.13615913,Lonchocarpus neuroscapha,Scapha,KNApSAcK
10,C00008001,54647-07-3,Dihydrocordoin,C20H22O3,310.15689457,Lonchocarpus neuroscapha,Scapha,KNApSAcK
11,C00027432,370-98-9,N-Methyltyramine,C9H13NO,151.09971404,Ariocarpus scapharostrus,Scapha,KNApSAcK
12,C00042775,3490-06-0,"N-Methyl-3,4-dimethoxyphenethylamine",C11H17NO2,195.12592879,Ariocarpus scapharostrus,Scapha,KNApSAcK
0,C00002374,7084-24-4,Cyanidin 3-O-glucoside,C21H21O11.Cl,484.07723923,Visnea mocanera,Visnea,KNApSAcK
1,C00006652,27661-36-5,Cyanidin 3-O-beta-D-galactopyranoside,C21H21O11,449.10838652,Visnea mocanera,Visnea,KNApSAcK
2,C00006698,6906-38-3,Myrtillin,C21H21O12.Cl,500.07215385,Visnea mocanera,Visnea,KNApSAcK
0,C00002822,550-24-3,Embelin,C17H26O4,294.18310932,Rapanea spp.,Rapanea,KNApSAcK
1,C00002822,550-24-3,Embelin,C17H26O4,294.18310932,Rapanea laetevirens,Rapanea,KNApSAcK
2,C00002860,573-40-0,Rapanone,C19H30O4,322.21440945,Rapanea maximowiczii,Rapanea,KNApSAcK
3,C00002860,573-40-0,Rapanone,C19H30O4,322.21440945,Rapanea laetevirens,Rapanea,KNApSAcK
4,C00050172,214280-91-8,Myricoidiol,C22H32O5,376.22497413,Rapanea myricoides,Rapanea,KNApSAcK
0,C00000555,518-82-1,Emodin,C15H10O5,270.05282343,Myrsine africana,Myrsine,KNApSAcK
