,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00035253,4481-62-3,Betulonic acid,C30H46O3,454.34469533,Akania lucens,Akania,KNApSAcK
0,C00000991,548-82-3,Pinobanksin,C15H12O5,272.06847349,Bretschneidera sinensis,Bretschneidera,KNApSAcK
1,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Bretschneidera sinensis,Bretschneidera,KNApSAcK
2,C00007797,31297-64-0,"3,4-dihydroxybenzyl glucosinolate",C14H19NO11S2,441.03995192,Bretschneidera sinensis,Bretschneidera,KNApSAcK
0,C00003357,28272-18-6,Pyrethrosin,C17H22O5,306.14672381,Anthemis cupaniana,Cupania,KNApSAcK
1,C00012100,34175-72-9,8alpha-Hydroxyparthenolide,C15H20O4,264.13615913,Anthemis punctata subsp. cupaniana,Cupania,KNApSAcK
2,C00012106,78146-51-7,9alpha-Hydroxyparthenolide,C15H20O4,264.13615913,Anthemis punctata subsp. cupaniana,Cupania,KNApSAcK
3,C00012108,55249-44-0,9alpha-Acetoxyparthenolide,C17H22O5,306.14672381,Anthemis punctata subsp. cupaniana,Cupania,KNApSAcK
4,C00031460,868560-91-2,"(2E,6E,12E,16E)-3,7,13,17,21-Pentamethyl-10-(1-methylethenyl)-2,6,12,16,20-docosapentaen-1-ol",C30H50O,426.38616622,Cupania latifolia,Cupania,KNApSAcK
5,C00033757,50764-09-5,Dehydrolanuginolide,C17H22O5,306.14672381,Anthemis punctata subsp. cupaniana,Cupania,KNApSAcK
6,C00046784,78-79-5,Isoprene,C5H8,68.06260026,Cupania anacardioides,Cupania,KNApSAcK
0,C00000144,481-39-0,"5-Hydroxy-1,4-naphthoquinone",C10H6O3,174.03169406,Lomatia spp.,Lomatia,KNApSAcK
1,C00002846,475-38-7,Naphthazarin,C10H6O4,190.02660868,Lomatia obtigua,Lomatia,KNApSAcK
