,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Salvia pedicellata,Dicella,KNApSAcK
1,C00001015,1617-53-4,Amentoflavone,C30H18O10,538.0899968,Garcinia brevipedicellata,Dicella,KNApSAcK
2,C00001055,4261-42-1,Isoorientin,C21H20O11,448.10056148,Gentiana pedicellata,Dicella,KNApSAcK
3,C00001059,38953-85-4,Isovitexin,C21H20O10,432.10564686,Gentiana pedicellata,Dicella,KNApSAcK
4,C00001092,490-31-3,Robinetin,C15H10O7,302.04265268,Albizia pedicellata,Dicella,KNApSAcK
5,C00001094,49620-13-5,Robustaflavone,C30H18O10,538.0899968,Garcinia brevipedicellata,Dicella,KNApSAcK
6,C00001096,27782-63-4,Santin,C18H16O7,344.08960287,Salvia pedicellata,Dicella,KNApSAcK
7,C00001799,485-91-6,Allocryptopine,C21H23NO5,369.15762285,Haplophyllum pedicellatum Bge.,Dicella,KNApSAcK
8,C00002158,522-11-2,Evoxine,C18H21NO6,347.13688741,Haplophyllum pedicellatum,Dicella,KNApSAcK
9,C00002159,524-15-2,gamma-Fagarine,C13H11NO3,229.07389323,Haplophyllum pedicellatum,Dicella,KNApSAcK
10,C00002172,5876-17-5,Haplopine,C13H11NO4,245.06880785,Haplophyllum pedicellatum,Dicella,KNApSAcK
11,C00002195,2255-50-7,Robustine,C12H9NO3,215.05824316,Haplophyllum pedicellatum,Dicella,KNApSAcK
12,C00002198,83-95-4,Skimmianine,C14H13NO4,259.08445791,Haplophyllum pedicellatum,Dicella,KNApSAcK
13,C00002198,83-95-4,Skimmianine,C14H13NO4,259.08445791,Haplophyllum pedicellatum Bge.,Dicella,KNApSAcK
14,C00002519,482-83-7,Dalbergin,C16H12O4,268.07355887,Machaerium pedicellatum,Dicella,KNApSAcK
15,C00003088,18524-94-2,Loganin,C17H26O10,390.15259705,Gentiana pedicellata,Dicella,KNApSAcK
16,C00003147,6753-98-6,alpha-Caryophyllene (obsol.),C15H24,204.18780077,Didymocarpus pedicellata,Dicella,KNApSAcK
17,C00003817,520-36-5,Apigenin,C15H10O5,270.05282343,Salvia pedicellata,Dicella,KNApSAcK
18,C00003838,520-12-7,4'-Methylcapillarisin,C17H14O6,314.07903818,Salvia pedicellata,Dicella,KNApSAcK
19,C00003868,32174-62-2,Pilloin,C17H14O6,314.07903818,Garcinia brevipedicellata,Dicella,KNApSAcK
20,C00004070,4431-47-4,"5,8-Dihydroxy-7-methoxyflavone",C16H12O5,284.06847349,Didymocarpus pedicellata,Dicella,KNApSAcK
21,C00004266,5373-11-5,Cinaroside,C21H20O11,448.10056148,Gentiana pedicellata,Dicella,KNApSAcK
22,C00004579,528-48-3,Fisetin,C15H10O6,286.04773805,Albizia pedicellata,Dicella,KNApSAcK
23,C00004632,1486-70-0,3-O-Methylquercetin,C16H12O7,316.05830274,Salvia pedicellata,Dicella,KNApSAcK
24,C00004639,4382-17-6,"3,3'-Dimethylquercetin",C17H14O7,330.0739528,Salvia pedicellata,Dicella,KNApSAcK
25,C00005524,6743-92-6,Isorhamnetin 3-galactoside,C22H22O12,478.11112617,Haplophyllum pedicellatum,Dicella,KNApSAcK
26,C00005715,38836-51-0,Limocitrin 3-O-beta-D-glucopyranoside,C23H24O13,508.12169086,Haplophyllum pedicellatum,Dicella,KNApSAcK
27,C00005719,79384-27-3,Limocitrin 3-rutinoside,C29H34O17,654.17959966,Haplophyllum pedicellatum,Dicella,KNApSAcK
28,C00006207,53098-95-6,Isoorientin 3'-O-glucoside,C27H30O16,610.15338491,Gentiana pedicellata,Dicella,KNApSAcK
29,C00006211,98568-80-0,Isoorientin 6''-O-glucoside,C27H30O16,610.15338491,Gentiana pedicellata,Dicella,KNApSAcK
30,C00006314,98568-81-1,"Isoorientin 3',6''-di-O-glucoside",C33H40O21,772.20620834,Gentiana pedicellata,Dicella,KNApSAcK
31,C00006959,42438-78-8,Pashanone,C17H16O5,300.09977362,Didymocarpus pedicellata,Dicella,KNApSAcK
32,C00006962,70185-52-3,Helilandin B,C18H18O5,314.11542369,Didymocarpus pedicellata,Dicella,KNApSAcK
33,C00006982,521-51-7,Pedicin,C18H18O6,330.11033831,Didymocarpus pedicellata,Dicella,KNApSAcK
34,C00006983,71326-08-4,Isodidymocarpin,C18H18O6,330.11033831,Didymocarpus pedicellata,Dicella,KNApSAcK
35,C00006984,80405-08-9,"3'-Hydroxy-2',4',5',6'-tetramethoxychalcone",C19H20O6,344.12598837,Didymocarpus pedicellata,Dicella,KNApSAcK
