,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000931,144-68-3,Zeaxanthin,C40H56O2,568.42803103,Cycas revoluta,Cycas,KNApSAcK
1,C00001015,1617-53-4,Amentoflavone,C30H18O10,538.0899968,Cycas revoluta,Cycas,KNApSAcK
2,C00001015,1617-53-4,Amentoflavone,C30H18O10,538.0899968,Cycas beddomei,Cycas,KNApSAcK
3,C00001044,481-46-9,Ginkgetin,C32H22O10,566.12129692,Cycas spp.,Cycas,KNApSAcK
4,C00001049,19202-36-9,Hinokiflavone,C30H18O10,538.0899968,Cycas revoluta,Cycas,KNApSAcK
5,C00001380,15920-93-1,3-Methylamino-L-alanine,C4H10N2O2,118.07422758,Cycas circinalis,Cycas,KNApSAcK
6,C00001535,14901-08-7,Cycasin,C8H16N2O7,252.09575088,Cycas circinalis,Cycas,KNApSAcK
7,C00001535,14901-08-7,Cycasin,C8H16N2O7,252.09575088,Cycas revoluta,Cycas,KNApSAcK
8,C00006488,521-32-4,Bilobetin,C31H20O10,552.10564686,Microcycas spp.,Cycas,KNApSAcK
9,C00006489,2608-21-1,Sotetsuflavone,C31H20O10,552.10564686,Microcycas spp.,Cycas,KNApSAcK
10,C00006489,2608-21-1,Sotetsuflavone,C31H20O10,552.10564686,Cycas revoluta,Cycas,KNApSAcK
11,C00006489,2608-21-1,Sotetsuflavone,C31H20O10,552.10564686,Cycas spp.,Cycas,KNApSAcK
12,C00006508,34340-51-7,"2,3-Dihydroamentoflavone",C30H20O10,540.10564686,Cycas revoluta,Cycas,KNApSAcK
13,C00006539,34292-87-0,"2,3-Dihydrohinokiflavone",C30H20O10,540.10564686,Cycas revoluta,Cycas,KNApSAcK
14,C00014043,441067-48-7,Panzhihuacycaside,C39H50O24,902.26920253,Cycas panzhihuaensis,Cycas,KNApSAcK
15,C00014720,267428-11-5,"7,7''-Di-O-Methyltetrahydrohinokiflavone",C32H26O10,570.15259705,Cycas beddomei,Cycas,KNApSAcK
16,C00022950,31661-06-0,Mutatoxanthin,C40H56O3,584.42294565,Cycas revoluta,Cycas,KNApSAcK
17,C00028111,192801-72-2,Cycasthioamide,C11H17N3O5S,303.08889141,Cycas revoluta,Cycas,KNApSAcK
18,C00037902,202325-62-0,Tetrahydrohinokiflavone,C30H22O10,542.12129692,Cycas beddomei,Cycas,KNApSAcK
19,C00040761,504-55-2,10-Nonacosanol,C29H60O,424.46441654,Cycas revoluta,Cycas,KNApSAcK
20,C00045681,20790-80-1,beta-Methylaminoalanine,C4H10N2O2,118.07422758,Cycas micronesica,Cycas,KNApSAcK
21,C00051587,590-96-5,Methylazoxymethanol,C2H6N2O2,90.04292745,Cycas revoluta,Cycas,KNApSAcK
22,C00056814,102770-21-8,Neocycasin J,C19H34N2O16,546.19083306,Cycas revoluta,Cycas,KNApSAcK
23,C00056815,102770-23-0,Neocycasin H,C20H36N2O17,576.20139774,Cycas revoluta,Cycas,KNApSAcK
24,C00057269,2288-28-0,Neocycasin G,C20H36N2O17,576.20139774,Cycas circinalis,Cycas,KNApSAcK
25,C00057270,2288-31-5,Neocycasin C,C26H46N2O22,738.25422117,Cycas revoluta,Cycas,KNApSAcK
26,C00057271,2288-32-6,Neocycasin A,C14H26N2O12,414.14857431,Cycas revoluta,Cycas,KNApSAcK
27,C00057314,2697-20-3,Neocycasin B,C14H26N2O12,414.14857431,Cycas revoluta,Cycas,KNApSAcK
0,C00000555,518-82-1,Emodin,C15H10O5,270.05282343,Rheum palmatum,Palma,KNApSAcK
