,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000010,118-34-3,Syringin,C17H24O9,372.14203237,Styrax japonica,Styrax,KNApSAcK
1,C00000602,27003-73-2,(+)-Lariciresinol,C20H24O6,360.1572885,Styrax camporum,Styrax,KNApSAcK
2,C00002629,69742-32-1,Styraxin,C20H18O7,370.10525293,Styrax officinalis,Styrax,KNApSAcK
3,C00002683,5463-22-9,Vanillin,C8H8O3,152.04734412,Styrax benzoin,Styrax,KNApSAcK
4,C00003505,17304-24-4,Barringtogenol C,C30H50O5,490.36582471,Styrax japonica,Styrax,KNApSAcK
5,C00003758,127-22-0,Taraxerol,C30H50O,426.38616622,Styrax japonica,Styrax,KNApSAcK
6,C00023307,72362-01-7,(+)-Sophoranol N-oxide,C15H24N2O3,280.17869265,Styrax tonkinensis,Styrax,KNApSAcK
7,C00026283,225781-46-4,(+)-14alpha-Acetoxymatrine,C17H26N2O3,306.19434271,Styrax tonkinensis,Styrax,KNApSAcK
8,C00026284,225781-48-6,(+)-14alpha-Hydroxymatrine,C15H24N2O2,264.18377802,Styrax tonkinensis,Styrax,KNApSAcK
9,C00026312,1218-51-5,17-Oxo-alpha-isosparteine,C15H24N2O,248.1888634,Styrax tonkinensis,Styrax,KNApSAcK
10,C00029961,621-82-9,Cinnamic acid,C9H8O2,148.0524295,Styrax benzoin,Styrax,KNApSAcK
11,C00031451,41607-20-9,(-)-Pinoresinol 4-O-beta-D-glucopyranoside,C26H32O11,520.19446187,Styrax japonica,Styrax,KNApSAcK
12,C00031759,77690-83-6,Egonol glucoside,C25H28O10,488.16824712,Styrax japonica S.et Z.,Styrax,KNApSAcK
13,C00032004,23202-85-9,Matairesinoside,C26H32O11,520.19446187,Styrax japonica S.et Z.,Styrax,KNApSAcK
14,C00032216,848757-11-9,Styraxjaponoside A,C26H30O13,550.16864105,Styrax japonica S.et Z.,Styrax,KNApSAcK
15,C00032217,848757-29-9,Styraxjaponoside B,C27H34O11,534.21011193,Styrax japonica S.et Z.,Styrax,KNApSAcK
16,C00033082,290809-61-9,Jegosaponin A,C61H96O27,1260.61389786,Styrax japonica SIEB.et ZUCC.,Styrax,KNApSAcK
17,C00033083,290809-68-6,Jegosaponin B,C61H96O27,1260.61389786,Styrax japonica SIEB.et ZUCC.,Styrax,KNApSAcK
18,C00033084,290809-69-7,Jegosaponin C,C61H96O27,1260.61389786,Styrax japonica SIEB.et ZUCC.,Styrax,KNApSAcK
19,C00033085,290809-70-0,Jegosaponin D,C62H98O27,1274.62954793,Styrax japonica SIEB.et ZUCC.,Styrax,KNApSAcK
20,C00033183,337307-54-7,Masutakeside I,C30H36O14,620.21050586,Styrax japonica,Styrax,KNApSAcK
21,C00037855,100-42-5,Styrene,C8H8,104.06260026,Styrax benzoin,Styrax,KNApSAcK
22,C00043931,823214-02-4,Styraxlignolide B,C26H28O12,532.15807636,Styrax japonica,Styrax,KNApSAcK
23,C00043932,823214-03-5,Styraxlignolide C,C26H32O11,520.19446187,Styrax japonica,Styrax,KNApSAcK
24,C00043933,823214-04-6,Styraxlignolide D,C26H32O11,520.19446187,Styrax japonica,Styrax,KNApSAcK
25,C00043934,823214-05-7,Styraxlignolide E,C26H32O11,520.19446187,Styrax japonica,Styrax,KNApSAcK
26,C00043935,823214-06-8,Styraxlignolide F,C27H34O11,534.21011193,Styrax japonica,Styrax,KNApSAcK
0,C00001570,357-70-0,Galantamine,C17H21NO3,287.15214354,Cyrtanthus elatus,Cyrta,KNApSAcK
1,C00001571,466-75-1,Haemanthamine,C17H19NO4,301.1314081,Cyrtanthus elatus,Cyrta,KNApSAcK
2,C00001576,476-28-8,(-)-Lycorine,C16H17NO4,287.11575804,Cyrtanthus pallidus,Cyrta,KNApSAcK
3,C00006623,13089-93-5,Luteolinidin 5-glucoside,C21H21O10,433.11347189,Hypocyrta glabra,Cyrta,KNApSAcK
4,C00006636,34365-81-6,Pelargonidin 3-sophoroside,C27H31O15,595.16629532,Cyrtanthus angustifolia,Cyrta,KNApSAcK
5,C00007881,4547-85-7,Isosalipurposide,C21H22O10,434.12129692,Cyrtandra pendula,Cyrta,KNApSAcK
6,C00008045,480-69-3,Cernuoside,C21H20O11,448.10056148,Cyrtandra oblongifolia,Cyrta,KNApSAcK
7,C00024391,466-73-9,Haemanthidine,C17H19NO5,317.12632272,Cyrtanthus elatus,Cyrta,KNApSAcK
8,C00024413,27857-07-4,Narcissidine,C18H23NO5,333.15762285,Cyrtanthus obliquus,Cyrta,KNApSAcK
9,C00024421,80550-22-7,O-Methylmaritidine,C18H23NO3,301.16779361,Cyrtanthus falcatus,Cyrta,KNApSAcK
10,C00024438,507-79-9,Tazettine,C18H21NO5,331.14197279,Cyrtanthus obliquus,Cyrta,KNApSAcK
11,C00025982,60008-01-7,Oblongine,C19H24NO3,314.17561864,Cyrtanthus obliquus,Cyrta,KNApSAcK
12,C00027650,2299-33-4,"1,2-O-Diacetylzephyranthine",C20H23NO6,373.15253747,Cyrtathus elatus,Cyrta,KNApSAcK
13,C00027650,2299-33-4,"1,2-O-Diacetylzephyranthine",C20H23NO6,373.15253747,Cyrtanthus elatus,Cyrta,KNApSAcK
14,C00027657,21502-30-7,11alpha-Hydroxygalanthamine,C17H21NO4,303.14705817,Cyrtanthus obliquus,Cyrta,KNApSAcK
15,C00027746,17322-73-5,3-Epimacronine,C18H19NO5,329.12632272,Cyrtanthus obliquus,Cyrta,KNApSAcK
16,C00029148,224-11-3,Trisphaeridine,C14H9NO2,223.06332854,Cyrtanthus obliquus,Cyrta,KNApSAcK
17,C00029260,2030-55-9,Zephyranthine,C16H19NO4,289.1314081,Cyrtanthus elatus,Cyrta,KNApSAcK
18,C00037569,489433-06-9,Obliquine,C26H28N2O5,448.19982202,Cyrtanthus obliquus,Cyrta,KNApSAcK
0,C00000990,60-81-1,Phloridzin,C21H24O10,436.13694699,Lithocarpus liseifolius,Lithocarpus,KNApSAcK
1,C00002400,28831-65-4,Lithospermic acid,C27H22O12,538.11112617,Lithocarpus officinale,Lithocarpus,KNApSAcK
2,C00003758,127-22-0,Taraxerol,C30H50O,426.38616622,Lithocarpus spp.,Lithocarpus,KNApSAcK
3,C00005849,137018-32-7,Kaempferol 3-(2''-p-coumarylglucoside),C30H26O13,594.13734092,Lithocarpus polystachya,Lithocarpus,KNApSAcK
4,C00007991,4192-90-9,Trilobatin,C21H24O10,436.13694699,Lithocarpus polystachyus,Lithocarpus,KNApSAcK
5,C00007991,4192-90-9,Trilobatin,C21H24O10,436.13694699,Lithocarpus polystachya,Lithocarpus,KNApSAcK
6,C00007991,4192-90-9,Trilobatin,C21H24O10,436.13694699,Lithocarpus litseifolius,Lithocarpus,KNApSAcK
7,C00007991,4192-90-9,Trilobatin,C21H24O10,436.13694699,Lithocarpus liseifolius,Lithocarpus,KNApSAcK
8,C00014629,647853-82-5,Phloretin 2'-O-(2''-O-Acetylglucoside),C23H26O11,478.14751167,Lithocarpus pachyphyllus,Lithocarpus,KNApSAcK
9,C00030797,17884-88-7,Myricadiol,C30H50O2,442.38108084,Lithocarpus correa,Lithocarpus,KNApSAcK
