,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000001,545-97-1,Gibberellin A1,C19H24O6,348.1572885,Cyathea australis,Cyathea,KNApSAcK
1,C00000004,468-44-0,Gibberellin A4,C19H24O5,332.16237388,Cyathea australis,Cyathea,KNApSAcK
2,C00000009,427-77-0,Gibberellin A9,C19H24O4,316.16745925,Cyathea australis,Cyathea,KNApSAcK
3,C00000015,13744-18-8,Gibberellin A15,C20H26O4,330.18310932,Cyathea australis,Cyathea,KNApSAcK
4,C00000024,19427-32-8,Gibberellin A24,C20H26O5,346.17802394,Cyathea australis,Cyathea,KNApSAcK
5,C00000035,35214-68-7,Gibberellin A35,C19H24O6,348.1572885,Cyathea australis,Cyathea,KNApSAcK
6,C00000058,77288-90-5,Gibberellin A58,C19H24O6,348.1572885,Cyathea australis,Cyathea,KNApSAcK
7,C00000069,90364-70-8,Gibberellin A69,C19H24O5,332.16237388,Cyathea australis,Cyathea,KNApSAcK
8,C00000070,52846-39-6,Gibberellin A70,C19H24O5,332.16237388,Cyathea australis,Cyathea,KNApSAcK
9,C00000071,90806-05-6,Gibberellin A71,C19H24O6,348.1572885,Cyathea australis,Cyathea,KNApSAcK
10,C00001078,28608-75-5,Orientin,C21H20O11,448.10056148,Cyathea spp.,Cyathea,KNApSAcK
11,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Cyathea spp.,Cyathea,KNApSAcK
12,C00003467,150-86-7,Phytol,C20H40O,296.3079159,Cyathea podophylla,Cyathea,KNApSAcK
13,C00003746,1615-99-2,Fern 9(11)-ene,C30H50,410.39125159,Cyathea podophylla,Cyathea,KNApSAcK
14,C00003747,559-74-0,3-Friedelanone,C30H50O,426.38616622,Cyathea podophylla,Cyathea,KNApSAcK
15,C00003755,111-02-4,All-trans-squalene,C30H50,410.39125159,Cyathea podophylla,Cyathea,KNApSAcK
16,C00005145,70427-13-3,Kaempferol 7-alpha-L-arabinoside,C20H18O10,418.0899968,Cyathea haucockii,Cyathea,KNApSAcK
17,C00005145,70427-13-3,Kaempferol 7-alpha-L-arabinoside,C20H18O10,418.0899968,Cyathea podophylla,Cyathea,KNApSAcK
18,C00005165,19895-95-5,Kaempferol 3-O-sophoroside,C27H30O16,610.15338491,Cyathea spp.,Cyathea,KNApSAcK
19,C00005871,72947-91-2,Kaempferol 7-(6''-p-succinylglucoside),C25H24O14,548.11660548,Cyathea contaminans,Cyathea,KNApSAcK
20,C00007364,148-03-8,beta-Tocopherol,C28H48O2,416.36543078,Cyathea podophylla,Cyathea,KNApSAcK
21,C00031754,648428-31-3,Dryocrassyl formate,C31H52O2,456.3967309,Cyathea podophylla,Cyathea,KNApSAcK
22,C00031785,2318-80-1,"Ferna-7,9(11)-diene",C30H48,408.37560153,Cyathea podophylla,Cyathea,KNApSAcK
23,C00032064,3608-05-7,"Neohopa-11,13(18)-diene",C30H48,408.37560153,Cyathea podophylla,Cyathea,KNApSAcK
24,C00032163,83-45-4,"(3beta,5alpha)-Stigmastan-3-ol",C29H52O,416.40181628,Cyathea podophylla,Cyathea,KNApSAcK
25,C00032164,648428-32-4,Sitostanyl formate,C30H52O2,444.3967309,Cyathea podophylla,Cyathea,KNApSAcK
26,C00032425,51271-94-4,Trisnorhopane,C27H46,370.35995147,Cyathea podophylla,Cyathea,KNApSAcK
27,C00035982,69780-22-9,"9alpha,11alpha-Epoxyfernane",C30H50O,426.38616622,Cyathea podophylla,Cyathea,KNApSAcK
28,C00035984,69753-81-7,"9beta,11beta-Epoxyfernane",C30H50O,426.38616622,Cyathea podophylla,Cyathea,KNApSAcK
