,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa peregrine,Moringa,KNApSAcK
1,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa oleifera,Moringa,KNApSAcK
2,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa stenopetala,Moringa,KNApSAcK
3,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa oleifera,Moringa,KNApSAcK
4,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa peregrine,Moringa,KNApSAcK
5,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa stenopetala,Moringa,KNApSAcK
6,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa stenopetala,Moringa,KNApSAcK
7,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa oleifera,Moringa,KNApSAcK
8,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa peregrine,Moringa,KNApSAcK
9,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Moringa peregrina,Moringa,KNApSAcK
10,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Moringa oleifera,Moringa,KNApSAcK
11,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa stenopetala,Moringa,KNApSAcK
12,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa oleifera,Moringa,KNApSAcK
13,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa peregrine,Moringa,KNApSAcK
14,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa peregrine,Moringa,KNApSAcK
15,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa stenopetala,Moringa,KNApSAcK
16,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa oleifera,Moringa,KNApSAcK
17,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa peregrina,Moringa,KNApSAcK
18,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa stenopetala,Moringa,KNApSAcK
19,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa oleifera,Moringa,KNApSAcK
20,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa peregrine,Moringa,KNApSAcK
21,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Moringa oleifera,Moringa,KNApSAcK
22,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Moringa peregrina,Moringa,KNApSAcK
23,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa peregrine,Moringa,KNApSAcK
24,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa stenopetala,Moringa,KNApSAcK
25,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa oleifera,Moringa,KNApSAcK
26,C00001479,18432-16-1,Glucoputranjivin,C10H19NO9S2,361.05012267,Moringa oleifera,Moringa,KNApSAcK
27,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa oleifera,Moringa,KNApSAcK
28,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa peregrine,Moringa,KNApSAcK
29,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa stenopetala,Moringa,KNApSAcK
30,C00002526,446-72-0,Genistein,C15H10O5,270.05282343,Moringa oleifera,Moringa,KNApSAcK
