,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000001,545-97-1,Gibberellin A1,C19H24O6,348.1572885,Silene armeria,Silene,KNApSAcK
1,C00000008,7044-72-6,Gibberellin A8,C19H24O7,364.15220312,Silene armeria,Silene,KNApSAcK
2,C00000012,1164-45-0,Gibberellin A12,C20H28O4,332.19875938,Silene armeria,Silene,KNApSAcK
3,C00000019,6980-44-5,Gibberellin A19,C20H26O6,362.17293856,Silene armeria,Silene,KNApSAcK
4,C00000020,19143-87-4,Gibberellin A20,C19H24O5,332.16237388,Silene armeria,Silene,KNApSAcK
5,C00000029,29774-53-6,Gibberellin A29,C19H24O6,348.1572885,Silene armeria,Silene,KNApSAcK
6,C00000044,36434-15-8,Gibberellin A44,C20H26O5,346.17802394,Silene armeria,Silene,KNApSAcK
7,C00000053,51576-08-0,Gibberellin A53,C20H28O5,348.193674,Silene armeria,Silene,KNApSAcK
8,C00000356,928-96-1,cis-3-Hexen-1-ol,C6H12O,100.08881501,Silene latifolia,Silene,KNApSAcK
9,C00000805,80-56-8,alpha-Pinene,C10H16,136.12520051,Silene latifolia,Silene,KNApSAcK
10,C00000816,127-91-3,beta-Pinene,C10H16,136.12520051,Silene latifolia,Silene,KNApSAcK
11,C00001058,20013-23-4,Isoscoparin,C22H22O11,462.11621155,Silene spp.,Silene,KNApSAcK
12,C00001078,28608-75-5,Orientin,C21H20O11,448.10056148,Silene spp.,Silene,KNApSAcK
13,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Silene repens,Silene,KNApSAcK
14,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Silene turgida,Silene,KNApSAcK
15,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Silene supina,Silene,KNApSAcK
16,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Silene multijida,Silene,KNApSAcK
17,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Silene brahuica,Silene,KNApSAcK
18,C00002387,17334-58-6,Pelargonin,C27H31O15,595.16629532,Silene dioica,Silene,KNApSAcK
19,C00002663,60-12-8,2-Phenylethanol,C8H10O,122.07316494,Silene latifolia,Silene,KNApSAcK
20,C00003546,631-01-6,Quillaic acid,C30H46O5,486.33452458,Psammosilene tunicoides,Silene,KNApSAcK
21,C00003546,631-01-6,Quillaic acid,C30H46O5,486.33452458,Silene jenisseensis,Silene,KNApSAcK
22,C00003651,3604-87-3,Ecdysone,C27H44O6,464.31378914,Silene italica ssp.nemaralis,Silene,KNApSAcK
23,C00003654,5289-74-7,20-Hydroxyecdysone,C27H44O7,480.30870376,Silene scabrifolia,Silene,KNApSAcK
24,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene bupleuroides,Silene,KNApSAcK
25,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene cretica,Silene,KNApSAcK
26,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene cubanensis,Silene,KNApSAcK
27,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene compacta,Silene,KNApSAcK
28,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene polaris,Silene,KNApSAcK
29,C00006170,27708-61-8,Isoorientin 2''-O-xyloside,C26H28O15,580.14282023,Silene chlorifolia,Silene,KNApSAcK
30,C00006173,54951-90-5,Isovitexin 7-O-xyloside,C26H28O14,564.14790561,Silene spp.,Silene,KNApSAcK
31,C00006173,54951-90-5,Isovitexin 7-O-xyloside,C26H28O14,564.14790561,Silene alba,Silene,KNApSAcK
32,C00006177,51938-32-0,Schaftoside,C26H28O14,564.14790561,Silene schafta,Silene,KNApSAcK
33,C00006208,50980-94-4,Isoorientin 2''-O-rhamnoside,C27H30O15,594.15847029,Silene alba,Silene,KNApSAcK
34,C00006210,55196-48-0,Isoorientin 2''-O-glucopyranoside,C27H30O16,610.15338491,Silene pratensis,Silene,KNApSAcK
35,C00006220,72059-32-6,Neosaponarin,C27H30O15,594.15847029,Silene pratensis,Silene,KNApSAcK
36,C00006221,72036-50-1,Isovitexin 2''-O-rhamnoside,C27H30O14,578.16355567,Silene spp.,Silene,KNApSAcK
37,C00006272,97605-25-9,Isoscoparin 2''-O-glucoside,C28H32O16,624.16903498,Silene pratensis,Silene,KNApSAcK
38,C00006273,50307-26-1,Isoscoparin 7-O-glucoside,C28H32O16,624.16903498,Silene pratensis,Silene,KNApSAcK
39,C00006274,78570-70-4,Isoscoparin 2''-O-rhamnoside,C28H32O15,608.17412036,Silene alba,Silene,KNApSAcK
40,C00006303,64763-03-7,Vitexin 2''-O-(E)-ferulate,C31H28O13,608.15299098,Silene pratensis,Silene,KNApSAcK
41,C00006308,84842-16-0,Isovitexin 7-O-xyloside-2''-O-glucoside,C32H38O19,726.20072904,Silene dioica,Silene,KNApSAcK
42,C00006309,102506-63-8,Isovitexin 7-O-xyloside-2''-O-rhamnoside,C32H38O18,710.20581441,Silene dioica,Silene,KNApSAcK
43,C00006320,84924-39-0,Isovitexin 7-O-glucoside-2''-O-rhamnoside,C33H40O19,740.2163791,Silene pratensis,Silene,KNApSAcK
44,C00006321,72021-35-3,Isovitexin 7-O-galactoside-2''-O-glucoside,C33H40O20,756.21129372,Silene pratensis,Silene,KNApSAcK
45,C00006322,83213-36-9,"Isovitexin 7,2''-di-O-glucoside",C33H40O20,756.21129372,Silene pratensis,Silene,KNApSAcK
46,C00006376,"10576-86-0,11044-10-3",Vitexin 2''-O-xyloside,C26H28O14,564.14790561,Silene spp.,Silene,KNApSAcK
47,C00006392,61360-94-9,Flavosativaside,C27H30O15,594.15847029,Silene spp.,Silene,KNApSAcK
48,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene cubanensis,Silene,KNApSAcK
49,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene cretica,Silene,KNApSAcK
50,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene compacta,Silene,KNApSAcK
51,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene chlorifolia,Silene,KNApSAcK
52,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene bupleuroides,Silene,KNApSAcK
53,C00006393,19416-87-6,Isosaponarin,C27H30O15,594.15847029,Silene polaris,Silene,KNApSAcK
