,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00002968,3542-72-1,"1,3,6,7-Tetrahydroxyxanthone",C13H8O6,260.03208799,Pentaphalangium solomonse,Phalangium,KNApSAcK
1,C00003647,474-62-4,Campesterol,C28H48O,400.37051615,Pentaphalangium solomonse Warb.,Phalangium,KNApSAcK
2,C00003674,83-48-7,beta-Stigmasterol,C29H48O,412.37051615,Pentaphalangium solomonse Warb.,Phalangium,KNApSAcK
3,C00034926,26486-92-0,6-Deoxyisojacareubin,C18H14O5,310.08412356,Pentaphalangium solomonse Warb.,Phalangium,KNApSAcK
0,C00002327,64-86-8,Colchicine,C22H25NO6,399.16818754,Wurmbea purpurea,Wurmbea,KNApSAcK
1,C00002327,64-86-8,Colchicine,C22H25NO6,399.16818754,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
2,C00004266,5373-11-5,Cinaroside,C21H20O11,448.10056148,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
3,C00027724,7336-36-9,2-Demethylcolchicine,C21H23NO6,385.15253747,Wurmbea purpurea,Wurmbea,KNApSAcK
4,C00027724,7336-36-9,2-Demethylcolchicine,C21H23NO6,385.15253747,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
5,C00027741,7336-33-6,3-Demethylcolchicine,C21H23NO6,385.15253747,Wurmbea capensis,Wurmbea,KNApSAcK
6,C00027741,7336-33-6,3-Demethylcolchicine,C21H23NO6,385.15253747,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
7,C00027933,6901-13-9,beta-Lumicolchicine,C22H25NO6,399.16818754,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
8,C00028684,7411-12-3,N-Formyl-N-deacetylcolchicine,C21H23NO6,385.15253747,Wurmbea dioica F.Muell.,Wurmbea,KNApSAcK
0,C00037288,56252-02-9,Hydroxyanigorufone,C19H12O3,288.07864425,Conostylis setosa,Conostylis,KNApSAcK
0,C00003587,472-11-7,Ruscogenin,C27H42O4,430.30830983,Liriope spicata,Liriope,KNApSAcK
1,C00003587,472-11-7,Ruscogenin,C27H42O4,430.30830983,Liriope platyphylla,Liriope,KNApSAcK
2,C00006727,39824-84-5,Petunidin 3-rutinoside,C28H33O16,625.17686001,Liriope platyphylla,Liriope,KNApSAcK
3,C00019064,508-02-1,Oleanolic acid,C30H48O3,456.3603454,Liriope muscari,Liriope,KNApSAcK
4,C00029633,7372-30-7,Acetylursolic acid,C32H50O4,498.37091008,Liriope muscari,Liriope,KNApSAcK
