,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000010,118-34-3,Syringin,C17H24O9,372.14203237,Eucommia ulmoides,Eucommia,KNApSAcK
1,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Eucommia ulmoides,Eucommia,KNApSAcK
2,C00000659,40957-99-1,Medioresinol,C21H24O7,388.15220312,Eucommia ulmoides,Eucommia,KNApSAcK
3,C00000672,85165-02-2,Dihydrodehydrodiconiferyl alcohol,C20H24O6,360.1572885,Eucommia ulmoides,Eucommia,KNApSAcK
4,C00000682,2955-23-9,Olivil,C20H24O7,376.15220312,Eucommia ulmoides,Eucommia,KNApSAcK
5,C00000683,97465-79-7,Hedyotol C,C31H36O11,584.22576199,Eucommia ulmoides,Eucommia,KNApSAcK
6,C00000723,573-44-4,Liriodendrin,C34H46O18,742.26841467,Eucommia ulmoides,Eucommia,KNApSAcK
7,C00000724,112747-99-6,"(+)-Hydroxypinoresinol 4,4'-di-O-beta-D-glucopyranoside",C32H42O17,698.24219992,Eucommia ulmoides,Eucommia,KNApSAcK
8,C00000947,154-23-4,(+)-Catechin,C15H14O6,290.07903818,Eucommia ulmoides Oliver,Eucommia,KNApSAcK
9,C00001260,630-03-5,Nonacosane,C29H60,408.46950191,Eucommia ulmoides,Eucommia,KNApSAcK
10,C00001269,593-50-0,1-Triacontanol,C30H62O,438.4800666,Eucommia ulmoides,Eucommia,KNApSAcK
11,C00001429,50-67-9,5-Hydroxytryptamine,C10H12N2O,176.09496302,Eucommia ulmoides,Eucommia,KNApSAcK
12,C00001434,61-54-1,Tryptamine,C10H12N2,160.1000484,Eucommia ulmoides,Eucommia,KNApSAcK
13,C00002601,99633-12-2,Eucommin A,C27H34O12,550.20502655,Eucommia ulmoides,Eucommia,KNApSAcK
14,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Eucommia ulmoides,Eucommia,KNApSAcK
15,C00002632,7374-79-0,Acanthoside B,C28H36O13,580.21559124,Eucommia ulmoides,Eucommia,KNApSAcK
16,C00002668,99-50-3,"3,4-Dihydroxybenzoic acid",C7H6O4,154.02660868,Eucommia ulmoides Oliver,Eucommia,KNApSAcK
