,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00020039,83162-84-9,Bonducellin,C17H14O4,282.08920894,Microdesmis keayana,Microdesmis,KNApSAcK
1,C00020222,90996-27-3,8-Methoxybonducellin,C18H16O5,312.09977362,Microdesmis keayana,Microdesmis,KNApSAcK
2,C00020609,124166-26-3,Intricatinol,C17H14O5,298.08412356,Microdesmis keayana,Microdesmis,KNApSAcK
3,C00030225,61350-54-7,Eucomin,C17H14O5,298.08412356,Microdesmis keayana,Microdesmis,KNApSAcK
4,C00030604,942914-01-4,Keayanine,C39H48N4O8,700.34721454,Microdesmis keayana,Microdesmis,KNApSAcK
0,C00000300,523-59-1,Seselin,C14H12O3,228.07864425,Flindersia bennettiana,Bennettia,KNApSAcK
1,C00000583,482-27-9,Isopimpinellin,C13H10O5,246.05282343,Flindersia bennettiana,Bennettia,KNApSAcK
2,C00002161,522-06-5,Flindersiamine,C14H11NO5,273.06372247,Flindersi bennettiana,Bennettia,KNApSAcK
3,C00002183,524-89-0,Maculine,C13H9NO4,243.05315778,Flindersia bennettiana,Bennettia,KNApSAcK
4,C00002198,83-95-4,Skimmianine,C14H13NO4,259.08445791,Flindersia bennettiana,Bennettia,KNApSAcK
5,C00002488,484-12-8,Osthol,C15H16O3,244.10994438,Flindersia bennettiana,Bennettia,KNApSAcK
0,C00000297,66-97-7,Ficusin,C11H6O3,186.03169406,Coronilla repanda,Panda,KNApSAcK
1,C00000640,526-06-7,(+)-Eudesmin,C22H26O6,386.17293856,Pandanus odoratissimus,Panda,KNApSAcK
2,C00000643,36150-23-9,Kobusin,C21H22O6,370.14163844,Pandanus odoratissimus,Panda,KNApSAcK
3,C00000856,99-96-7,4-hydroxybenzoic acid,C7H6O3,138.03169406,Pandanus odorus,Panda,KNApSAcK
4,C00000911,502-65-8,Lycopene,C40H56,536.43820179,Pandanus tectorius,Panda,KNApSAcK
5,C00000918,472-61-7,Astaxanthin,C40H52O4,596.38656015,Pandalus borealis,Panda,KNApSAcK
6,C00000919,7235-40-7,beta-Carotene,C40H56,536.43820179,Pandanous amryllifolius,Panda,KNApSAcK
7,C00000919,7235-40-7,beta-Carotene,C40H56,536.43820179,Pandanus tectorius,Panda,KNApSAcK
8,C00000920,472-70-8,beta-Cryptoxanthin,C40H56O,552.43311641,Pandanus tectorius,Panda,KNApSAcK
9,C00000931,144-68-3,Zeaxanthin,C40H56O2,568.42803103,Pandanus tectorius,Panda,KNApSAcK
10,C00001228,544-63-8,Myristic acid,C14H28O2,228.20893014,Pandanus conoideus Lam,Panda,KNApSAcK
11,C00001232,112-80-1,Oleic acid,C18H34O2,282.25588033,Pandanus conoideus Lam,Panda,KNApSAcK
12,C00001238,57-11-4,Octadecanoic acid,C18H36O2,284.27153039,Pandanus conoideus Lam,Panda,KNApSAcK
13,C00001337,56-12-2,GABA,C4H9NO2,103.06332854,Pandanus amaryllifolius,Panda,KNApSAcK
14,C00001403,462-94-2,Cadaverine,C5H14N2,102.11569846,Nicotiana repanda,Panda,KNApSAcK
15,C00001709,467-77-6,(-)-Coronaridine,C21H26N2O2,338.19942809,Pandaca mocquerysii,Panda,KNApSAcK
16,C00002007,10233-81-5,Pandamine,C31H44N4O5,552.33117054,Panda oleosa,Panda,KNApSAcK
17,C00002015,494-52-0,(-)-Anabasine,C10H14N2,162.11569846,Nicotiana repanda,Panda,KNApSAcK
18,C00002017,581-49-7,Anatabine,C10H12N2,160.1000484,Nicotiana repanda,Panda,KNApSAcK
19,C00002057,54-11-5,Nicotine,C10H14N2,162.11569846,Nicotiana repanda,Panda,KNApSAcK
20,C00002061,7076-23-5,(+)-Nornicotine,C9H12N2,148.1000484,Nicotiana repanda,Panda,KNApSAcK
21,C00002119,2318-18-5,Senkirkine,C19H27NO6,365.1838376,Brachyglottis repanda,Panda,KNApSAcK
22,C00003765,7488-99-5,alpha-Carotene,C40H56,536.43820179,Pandanus tectorius,Panda,KNApSAcK
23,C00003776,127-40-2,Lutein,C40H56O2,568.42803103,Pandanus tectorius,Panda,KNApSAcK
24,C00005644,19833-25-1,Patuletin 7-glucoside,C22H22O13,494.10604079,Teragonotheca repanda,Panda,KNApSAcK
25,C00005655,41749-40-0,Axillarin 7-glucoside,C23H24O13,508.12169086,Tetragonotheca repanda,Panda,KNApSAcK
26,C00007190,487-36-5,(+)-Pinoresinol,C20H22O6,358.14163844,Pandanus odoratissimus,Panda,KNApSAcK
27,C00007423,1002-84-2,Pentadecanoic acid,C15H30O2,242.2245802,Pandanus conoideus Lam,Panda,KNApSAcK
28,C00008819,149561-85-3,Gallocatechin 4'-methyl ether,C16H16O7,320.08960287,Panda oleosa,Panda,KNApSAcK
29,C00008821,139687-23-3,ent-Gallocatechin 4'-methyl ether,C16H16O7,320.08960287,Panda oleosa,Panda,KNApSAcK
30,C00010868,5989-27-5,(+)-Limonene,C10H16,136.12520051,Pandanus tectorius,Panda,KNApSAcK
31,C00011741,119886-36-1,Tetragonolide isobutyrate,C25H33ClO11,544.17113961,Tetragonotheca repanda,Panda,KNApSAcK
