,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00025324,80510-09-4,N-cis-Feruloyltyramine,C18H19NO4,313.1314081,Balanites aegyptica,Balanites,KNApSAcK
1,C00025334,66648-43-9,N-trans-Feruloyltyramine,C18H19NO4,313.1314081,Balanites aegyptica,Balanites,KNApSAcK
2,C00054909,79975-21-6,Balanitin 1,C51H82O21,1030.53485968,Balanites aegyptiaca,Balanites,KNApSAcK
3,C00054910,79975-20-5,Balanitin 2,C50H80O21,1016.51920962,Balanites aegyptiaca,Balanites,KNApSAcK
4,C00054911,82358-27-8,Balanitin 3,C45H72O17,884.47695088,Balanites aegyptiaca,Balanites,KNApSAcK
5,C00054912,139404-34-5,Balanitin 4,C51H82O22,1046.52977431,Balanites aegyptiaca,Balanites,KNApSAcK
6,C00054913,139307-02-1,Balanitin 5,C51H82O21,1030.53485968,Balanites aegyptiaca,Balanites,KNApSAcK
7,C00054914,99661-97-9,Balanitin 6,C45H72O17,884.47695088,Balanites aegyptiaca,Balanites,KNApSAcK
8,C00054915,139307-03-2,Balanitin 7,C50H80O21,1016.51920962,Balanites aegyptiaca,Balanites,KNApSAcK
9,C00054922,468-99-5,"3,26-Dihydroxycholest-5-ene-16,22-dione",C27H42O4,430.30830983,Balanites aegyptiaca,Balanites,KNApSAcK
10,C00055404,212369-13-6,Balanitesin,C60H98O29,1282.61937717,Balanites aegyptiaca,Balanites,KNApSAcK
11,C00055405,94992-08-2,Balanitoside,C51H84O23,1064.54033899,Balanites aegyptiaca,Balanites,KNApSAcK
12,C00055420,172046-43-4,Balagyptin,C39H64O16,788.419436,Balanites aegyptiaca,Balanites,KNApSAcK
13,C00055449,1672-65-7,"delta3,5-Deoxytigogenin",C27H40O2,396.30283052,Balanites aegyptiaca,Balanites,KNApSAcK
0,C00001736,486-84-0,1-Methyl-beta-carboline,C12H10N2,182.08439833,Zygophyllum fabago,Zygophyllum,KNApSAcK
1,C00001737,442-51-3,Harmine,C13H12N2O,212.09496302,Zygophyllum fabago L.,Zygophyllum,KNApSAcK
2,C00004631,117-39-5,Quercetin,C15H10O7,302.04265268,Zygophyllum album,Zygophyllum,KNApSAcK
3,C00004635,480-19-3,Isorhamnetin,C16H12O7,316.05830274,Zygophyllum album,Zygophyllum,KNApSAcK
4,C00006007,145204-82-6,Isorhamnetin 3-[6''-(2-(E)-butenoyl)-glucoside],C26H26O13,546.13734092,Zygophyllum simplex,Zygophyllum,KNApSAcK
5,C00006736,53925-28-3,Malvidin 3-rhamnoside,C23H25O11,477.13968664,Zygophyllum album,Zygophyllum,KNApSAcK
6,C00013926,183552-43-4,Isorhamnetin 3-(4''-sulfatorutinoside),C28H32O19S,704.12584957,Zygophyllum dumosum,Zygophyllum,KNApSAcK
7,C00031613,870467-23-5,Atriplicosaponin A,C41H66O13,766.4503422,Zygophyllum atriplicoides,Zygophyllum,KNApSAcK
8,C00031614,870467-24-6,Atriplicosaponin B,C42H70O14S,830.44862768,Zygophyllum atriplicoides,Zygophyllum,KNApSAcK
9,C00032555,1064121-31-8,Zygophyloside O,C35H54O12S,698.33359792,Zygophyllum fabago L.,Zygophyllum,KNApSAcK
10,C00032556,1064121-34-1,Zygophyloside P,C41H61O17S,857.36294625,Zygophyllum fabago L.,Zygophyllum,KNApSAcK
11,C00038036,339164-21-5,Zygophyloside N,C47H76O16,896.51333638,Zygophyllum gaetulum,Zygophyllum,KNApSAcK
12,C00041758,84873-15-4,p-Hydroxyphenethyl trans-ferulate,C18H18O5,314.11542369,Zygophyllum album,Zygophyllum,KNApSAcK
13,C00044390,212068-01-4,Zygophyloside J,C41H62O16,810.40378593,Zygophyllum decumbens,Zygophyllum,KNApSAcK
14,C00044391,212055-71-5,Zygophyloside K,C42H66O15,810.44017144,Zygophyllum album,Zygophyllum,KNApSAcK
15,C00044391,212055-71-5,Zygophyloside K,C42H66O15,810.44017144,Zygophyllum decumbens,Zygophyllum,KNApSAcK
16,C00049847,199794-95-1,Zygophyloside L,C53H86O21,1058.56615981,Zygophyllum gaetulum,Zygophyllum,KNApSAcK
17,C00049848,199795-00-1,Zygophyloside M,C41H66O12,750.45542757,Zygophyllum gaetulum,Zygophyllum,KNApSAcK
18,C00053916,171980-77-1,zygophyloside F,C42H66O17S,874.40207141,Zygophyllum album,Zygophyllum,KNApSAcK
19,C00053917,188554-59-8,zygophyloside G,C42H66O18S,890.39698604,Zygophyllum album,Zygophyllum,KNApSAcK
0,C00029882,181361-65-9,Calycinoxanthone D,C23H24O6,396.1572885,Hypericum roeperanum,Roepera,KNApSAcK
1,C00033957,50597-93-8,Isojacareubin,C18H14O6,326.07903818,Hypericum roeperanum,Roepera,KNApSAcK
2,C00036601,689286-73-5,5-O-Demethylpaxanthonin,C23H23NO6,409.15253747,Hypericum roeperanum,Roepera,KNApSAcK
3,C00037745,181361-67-1,Roeperanone,C28H32O6,464.21988875,Hypericum roeperanum,Roepera,KNApSAcK
0,C00000010,118-34-3,Syringin,C17H24O9,372.14203237,Syringa oblata,Inga,KNApSAcK
1,C00000010,118-34-3,Syringin,C17H24O9,372.14203237,Syringa afghanica,Inga,KNApSAcK
2,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa oleifera,Inga,KNApSAcK
3,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa peregrine,Inga,KNApSAcK
4,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Syringa oblata,Inga,KNApSAcK
5,C00000152,7400-08-0,p-Coumaric acid,C9H8O3,164.04734412,Moringa stenopetala,Inga,KNApSAcK
6,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa peregrine,Inga,KNApSAcK
7,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa oleifera,Inga,KNApSAcK
8,C00000206,69-72-7,Salicylic acid,C7H6O3,138.03169406,Moringa stenopetala,Inga,KNApSAcK
9,C00000367,62251-96-1,Coronatine,C18H25NO4,319.17835829,Pseudomonas syringae,Inga,KNApSAcK
10,C00000378,147716-82-3,(-)-Syringolide 1,C13H20O6,272.12598837,Pseudomonas syringae pv.tomato,Inga,KNApSAcK
11,C00000602,27003-73-2,(+)-Lariciresinol,C20H24O6,360.1572885,Syringa vulgaris,Inga,KNApSAcK
12,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa oleifera,Inga,KNApSAcK
13,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa peregrine,Inga,KNApSAcK
14,C00000615,501-16-6,Caffeic acid,C9H8O4,180.04225874,Moringa stenopetala,Inga,KNApSAcK
15,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Moringa peregrina,Inga,KNApSAcK
16,C00000619,97-53-0,Eugenol,C10H12O2,164.08372963,Moringa oleifera,Inga,KNApSAcK
17,C00000659,40957-99-1,Medioresinol,C21H24O7,388.15220312,Syringa velutina,Inga,KNApSAcK
18,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa peregrine,Inga,KNApSAcK
19,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa oleifera,Inga,KNApSAcK
20,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Syringa afghanica,Inga,KNApSAcK
21,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Moringa stenopetala,Inga,KNApSAcK
22,C00000682,2955-23-9,Olivil,C20H24O7,376.15220312,Syringa velutina,Inga,KNApSAcK
23,C00000682,2955-23-9,Olivil,C20H24O7,376.15220312,Syringa vulgaris,Inga,KNApSAcK
24,C00000789,23155-02-4,Fosfomycin,C3H7O4P,138.0081952,Streptomyces syringae,Inga,KNApSAcK
25,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa peregrine,Inga,KNApSAcK
26,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa oleifera,Inga,KNApSAcK
27,C00000956,490-46-0,(-)-Epicatechin,C15H14O6,290.07903818,Moringa stenopetala,Inga,KNApSAcK
28,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa peregrina,Inga,KNApSAcK
29,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa oleifera,Inga,KNApSAcK
30,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa peregrine,Inga,KNApSAcK
31,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Moringa stenopetala,Inga,KNApSAcK
32,C00001110,3681-93-4,Vitexin,C21H20O10,432.10564686,Kyllinga brevifolia,Inga,KNApSAcK
33,C00001316,81967-88-6,Lilac aldehyde,C10H16O2,168.11502975,Syringa vulgaris,Inga,KNApSAcK
34,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Moringa peregrina,Inga,KNApSAcK
35,C00001468,499-24-1,Glucocochlearin,C11H21NO9S2,375.06577274,Moringa oleifera,Inga,KNApSAcK
36,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa stenopetala,Inga,KNApSAcK
37,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa peregrine,Inga,KNApSAcK
38,C00001469,28463-28-7,Glucoconringiin,C11H21NO10S2,391.06068736,Moringa oleifera,Inga,KNApSAcK
39,C00001479,18432-16-1,Glucoputranjivin,C10H19NO9S2,361.05012267,Moringa oleifera,Inga,KNApSAcK
40,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa oleifera,Inga,KNApSAcK
41,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa peregrine,Inga,KNApSAcK
42,C00001487,20196-67-2,Sinalbin,C14H19NO10S2,425.0450373,Moringa stenopetala,Inga,KNApSAcK
43,C00001520,62249-77-8,Phaseolotoxin,C14H33N10O7PS,516.1992007,Pseudomonas syringae var. phaseolicula,Inga,KNApSAcK
44,C00001807,1862-41-5,Anonaine,C17H15NO2,265.11027873,Artabotrys maingayi,Inga,KNApSAcK
45,C00001878,475-75-2,Liriodenine,C17H9NO3,275.05824316,Atrabotrys maingayi,Inga,KNApSAcK
46,C00001980,19634-30-1,Jasminine,C11H12N2O3,220.08479226,Syringa vulgaris,Inga,KNApSAcK
47,C00002362,64542-78-5,Sirodesmin H,C20H26N2O8S,454.14098655,Phoma lingam,Inga,KNApSAcK
48,C00002526,446-72-0,Genistein,C15H10O5,270.05282343,Moringa oleifera,Inga,KNApSAcK
49,C00002526,446-72-0,Genistein,C15H10O5,270.05282343,Moringa stenopetala,Inga,KNApSAcK
50,C00002526,446-72-0,Genistein,C15H10O5,270.05282343,Moringa peregrine,Inga,KNApSAcK
51,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Syringa velutina,Inga,KNApSAcK
52,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Syringa vulgaris,Inga,KNApSAcK
53,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Moringa peregrine,Inga,KNApSAcK
54,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Moringa oleifera,Inga,KNApSAcK
55,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Moringa peregrina,Inga,KNApSAcK
56,C00002647,149-91-7,Gallic acid,C7H6O5,170.0215233,Moringa stenopetala,Inga,KNApSAcK
57,C00002648,490-79-9,Gentisic acid,C7H6O4,154.02660868,Moringa oleifera,Inga,KNApSAcK
58,C00002648,490-79-9,Gentisic acid,C7H6O4,154.02660868,Moringa peregrine,Inga,KNApSAcK
59,C00002648,490-79-9,Gentisic acid,C7H6O4,154.02660868,Moringa stenopetala,Inga,KNApSAcK
60,C00002674,530-57-4,Syringic acid,C9H10O5,198.05282343,Moringa oleifera,Inga,KNApSAcK
61,C00002674,530-57-4,Syringic acid,C9H10O5,198.05282343,Moringa stenopetala,Inga,KNApSAcK
62,C00002674,530-57-4,Syringic acid,C9H10O5,198.05282343,Moringa peregrina,Inga,KNApSAcK
63,C00002674,530-57-4,Syringic acid,C9H10O5,198.05282343,Moringa peregrine,Inga,KNApSAcK
64,C00002683,5463-22-9,Vanillin,C8H8O3,152.04734412,Moringa oleifera,Inga,KNApSAcK
65,C00002683,5463-22-9,Vanillin,C8H8O3,152.04734412,Moringa peregrina,Inga,KNApSAcK
66,C00002724,327-97-9,3-O-Caffeoylquinic acid,C16H18O9,354.09508217,Moringa stenopetala,Inga,KNApSAcK
