,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00002962,4773-96-0,Aphloiol,C19H18O11,422.08491142,Aphloia madagascariensis,Aphloia,KNApSAcK
0,C00002189,50333-13-6,N-Methylflindersine,C15H15NO2,241.11027873,Almeidea guyanensis,Guya,KNApSAcK
1,C00002198,83-95-4,Skimmianine,C14H13NO4,259.08445791,Almeidea guyanensis,Guya,KNApSAcK
2,C00006186,70521-81-2,Almeidein,C26H28O13,548.15299098,Almeidea guyanensis,Guya,KNApSAcK
3,C00006191,101843-07-6,Molludistin 2''-O-xyloside,C26H28O13,548.15299098,Almeidea guyanensis,Guya,KNApSAcK
4,C00006237,101843-08-7,6-C-Glucopyranosyl-8-C-arabinopyranosylgenkwanin,C27H30O14,578.16355567,Almeidea guyanensis,Guya,KNApSAcK
5,C00006248,70521-83-4,Isomolludistin 2''-O-glucoside,C27H30O14,578.16355567,Almeidea guyanensis,Guya,KNApSAcK
6,C00006249,70521-82-3,Molludistin 2''-O-glucoside,C27H30O14,578.16355567,Almeidea guyanensis,Guya,KNApSAcK
7,C00006372,73140-47-3,"6,8-Di-C-alpha-L-arabinopyranosylapigenin",C25H26O13,534.13734092,Almeidea guyanensis,Guya,KNApSAcK
8,C00008293,69284-90-8,Eriodictyol 3'-O-glucoside,C21H22O11,450.11621155,Helosis guyanensis,Guya,KNApSAcK
9,C00025428,6391-67-9,N-Methylkhaplofoline,C15H17NO2,243.12592879,Almeidea guyanensis,Guya,KNApSAcK
10,C00026403,88839-93-4,Almeine,C15H15NO2,241.11027873,Almeidea guyanensis,Guya,KNApSAcK
11,C00026465,22826-43-3,N-Methylatanine,C16H19NO2,257.14157886,Almeidea guyanensis,Guya,KNApSAcK
12,C00037133,523-66-0,Evolitrine,C13H11NO3,229.07389323,Almeidea guyanensis,Guya,KNApSAcK
0,C00034854,414863-09-5,Guai-6-en-10beta-ol,C15H26O,222.19836545,Guarea guidonia,Guidonia,KNApSAcK
1,C00037126,17627-30-4,"Eudesma-4,11-diene",C15H24,204.18780077,Guarea guidonia,Guidonia,KNApSAcK
