,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00030011,85889-27-6,Caryocaroside II-5,C36H56O10,648.38734801,Climacoptera transoxana,Climacoptera,KNApSAcK
1,C00038830,86438-28-0,Copteroside D,C47H76O18,928.50316563,Climacoptera transoxana,Climacoptera,KNApSAcK
2,C00038831,86438-29-1,Copteroside E,C52H82O22,1058.52977431,Climacoptera transoxana,Climacoptera,KNApSAcK
3,C00038832,86438-30-4,Copteroside F,C52H82O23,1074.52468893,Climacoptera transoxana,Climacoptera,KNApSAcK
4,C00038833,86438-31-5,Copteroside G,C42H64O16,824.419436,Climacoptera transoxana,Climacoptera,KNApSAcK
5,C00038834,86438-32-6,Copteroside H,C47H72O20,956.46169474,Climacoptera transoxana,Climacoptera,KNApSAcK
0,C00005956,96862-01-0,Quercetin 3-(6''-malonylglucoside),C24H22O15,550.09587004,Salicornia europaea,Salicornia,KNApSAcK
1,C00009818,85580-25-2,"7,2'-Dihydroxy-6-methoxyisoflavone",C16H12O5,284.06847349,Salicornia europaea,Salicornia,KNApSAcK
2,C00052826,3615-05-2,Ascochitine,C15H16O5,276.09977362,Ascochyta salicorniae,Salicornia,KNApSAcK
0,C00001068,35682-55-4,6-Methoxyluteolin 7-rhamnoside,C22H22O11,462.11621155,Alternanthera phylloxeroides,Alternanthera,KNApSAcK
1,C00005628,,Robinetin 7-glucoside,C21H20O12,464.09547611,Alternanthera sessilis,Alternanthera,KNApSAcK
2,C00006135,119269-48-6,Alternanthin,C22H22O9,430.1263823,Alternanthera phylloxeroides,Alternanthera,KNApSAcK
3,C00006392,61360-94-9,Flavosativaside,C27H30O15,594.15847029,Alternanthera maritima,Alternanthera,KNApSAcK
4,C00030887,14162-53-9,Oleanolic acid 28-O-beta-D-glucopyranoside,C36H58O8,618.41316883,Alternanthera philoxeroides,Alternanthera,KNApSAcK
0,C00001581,15167-84-7,Amaranthin,C30H34N2O19,726.17557692,Atriplex hortensis,Atriplex,KNApSAcK
1,C00001799,485-91-6,Allocryptopine,C21H23NO5,369.15762285,Thalictrum atriplex,Atriplex,KNApSAcK
2,C00001817,478-61-5,Berbamine,C37H40N2O6,608.28863702,Thalictrum atriplex,Atriplex,KNApSAcK
3,C00001819,2086-83-1,Berberine,C20H18NO4,336.12358307,Thalictrum atriplex,Atriplex,KNApSAcK
4,C00001874,3621-38-3,Jatrorrhizine,C20H20NO4,338.13923313,Thalictrum atriplex,Atriplex,KNApSAcK
5,C00001897,548-40-3,Oxyacanthine,C37H40N2O6,608.28863702,Thalictrum atriplex,Atriplex,KNApSAcK
6,C00001898,3486-67-7,Palmatine,C21H22NO4,352.1548832,Thalictrum atriplex,Atriplex,KNApSAcK
7,C00001906,130-86-9,Protopine,C20H19NO5,353.12632273,Thalictrum atriplex,Atriplex,KNApSAcK
8,C00007291,107-43-7,Betaine,C5H11NO2,117.0789786,Atriplex spongiosa,Atriplex,KNApSAcK
9,C00013785,329319-01-9,Kaempferol 3-(3''-acetyl-alpha-L-arabinopyranosyl)-(1->6)-glucoside,C28H30O16,622.15338491,Thalictrum atriplex,Atriplex,KNApSAcK
10,C00013807,396707-55-4,Kaempferol 3-sulfate-7-alpha-arabinopyranoside,C20H18O13S,498.04681139,Atriplex hortensis,Atriplex,KNApSAcK
11,C00013896,396707-57-6,Quercetin 3-sulfate-7-alpha-arabinopyranoside,C20H18O14S,514.04172602,Atriplex hortensis,Atriplex,KNApSAcK
12,C00024668,3486-66-6,Coptisine,C19H14NO4,320.09228294,Thalictrum atriplex,Atriplex,KNApSAcK
13,C00025266,477-57-6,(+)-Isotetrandrine,C38H42N2O6,622.30428709,Thalictrum atriplex,Atriplex,KNApSAcK
14,C00029102,18251-36-0,Thalidezine,C38H42N2O7,638.29920171,Thalictrum atriplex,Atriplex,KNApSAcK
15,C00046784,78-79-5,Isoprene,C5H8,68.06260026,Atriplex canescens,Atriplex,KNApSAcK
0,C00000804,546-80-5,(-)-3-Isothujone,C10H16O,152.12011513,Chenopodium ambrosioides,Chenopodium,KNApSAcK
1,C00000819,76-22-2,(+)-Camphor,C10H16O,152.12011513,Chenopodium ambrosioides,Chenopodium,KNApSAcK
2,C00000828,67690-48-6,(+)-Sabinone,C10H14O,150.10446507,Chenopodium ambrosioides,Chenopodium,KNApSAcK
3,C00000831,471-16-9,Sabinol,C10H16O,152.12011513,Chenopodium ambrosioides,Chenopodium,KNApSAcK
4,C00000836,471-15-8,beta-Thujone,C10H16O,152.12011513,Chenopodium ambrosioides,Chenopodium,KNApSAcK
5,C00000902,124847-17-2,Traversiadiene,C20H32,272.25040102,Chenopodium transversiana,Chenopodium,KNApSAcK
6,C00001048,527-95-7,Herbacetin,C15H10O7,302.04265268,Chenopodium murale,Chenopodium,KNApSAcK
7,C00001357,59-92-7,"3,4-Dihydroxyphenylalanine",C9H11NO4,197.06880785,Chenopodium quinoa,Chenopodium,KNApSAcK
8,C00001429,50-67-9,5-Hydroxytryptamine,C10H12N2O,176.09496302,Chenopodium rubrum,Chenopodium,KNApSAcK
9,C00001434,61-54-1,Tryptamine,C10H12N2,160.1000484,Chenopodium rubrum,Chenopodium,KNApSAcK
10,C00001581,15167-84-7,Amaranthin,C30H34N2O19,726.17557692,Chenopodium amaranticolor,Chenopodium,KNApSAcK
11,C00001582,18766-66-0,Betalamic acid,C9H9NO5,211.04807241,Chenopodium quinoa,Chenopodium,KNApSAcK
12,C00001583,2181-76-2,Betanidin,C18H16N2O8,388.0906655,Chenopodium quinoa,Chenopodium,KNApSAcK
13,C00001584,7659-95-2,Betanin,C24H26N2O13,550.14348893,Chenopodium quinoa,Chenopodium,KNApSAcK
14,C00001586,114847-18-6,Celosianin II,C40H42N2O22,902.22292105,Chenopodium rubrum,Chenopodium,KNApSAcK
15,C00001587,71199-31-0,DOPA-betaxanthin,C18H18N2O8,390.10631557,Chenopodium quinoa,Chenopodium,KNApSAcK
16,C00001604,135545-98-1,Tyrosine-betaxanthin,C18H18N2O7,374.11140095,Chenopodium quinoa,Chenopodium,KNApSAcK
17,C00002499,92-61-5,Scopoletin,C10H8O4,192.04225874,Chenopodium murale,Chenopodium,KNApSAcK
18,C00003027,512-85-6,Ascaridole,C10H16O2,168.11502975,Chenopodium ambrosioides var. anthelminticum,Chenopodium,KNApSAcK
19,C00003027,512-85-6,Ascaridole,C10H16O2,168.11502975,Chenopodium spp.,Chenopodium,KNApSAcK
20,C00003027,512-85-6,Ascaridole,C10H16O2,168.11502975,Chenopodium botrys,Chenopodium,KNApSAcK
21,C00003040,99-87-6,p-Cymene,C10H14,134.10955045,Chenopodium ambrosioides,Chenopodium,KNApSAcK
22,C00003516,510-30-5,Echinocystic acid,C30H48O4,472.35526002,Chenopodium ambrosioides,Chenopodium,KNApSAcK
23,C00003794,480-40-0,Chrysin,C15H10O4,254.05790881,Chenopodium graveolens,Chenopodium,KNApSAcK
24,C00003890,18085-97-7,Jaceosidin,C17H14O7,330.0739528,Chenopodium ambrosioides,Chenopodium,KNApSAcK
25,C00004515,147526-77-0,"7,3',4'-Trihydroxy-6-methoxyflavone 7-rhamnoside-3'-xyloside",C27H30O14,578.16355567,Chenopodium ambrosioides,Chenopodium,KNApSAcK
26,C00004565,520-18-3,Kaempferol,C15H10O6,286.04773805,Chenopodium murale,Chenopodium,KNApSAcK
27,C00005140,482-39-3,Afzelin,C21H20O10,432.10564686,Chenopodium murale,Chenopodium,KNApSAcK
28,C00005149,16290-07-6,Kaempferol 7-O-beta-D-glucopyranoside,C21H20O11,448.10056148,Chenopodium murale,Chenopodium,KNApSAcK
29,C00005150,20196-89-8,Kaempferol 7-O-rhamnoside,C21H20O10,432.10564686,Chenopodium ambrosioides,Chenopodium,KNApSAcK
30,C00005150,20196-89-8,Kaempferol 7-O-rhamnoside,C21H20O10,432.10564686,Chenopodium murale,Chenopodium,KNApSAcK
31,C00005155,132294-84-9,Kaempferol 3-apiosyl-(1->2)-galactoside,C26H28O15,580.14282023,Chenopodium quinoa,Chenopodium,KNApSAcK
32,C00005159,108906-96-3,Kaempferol 3-rhamnosyl-(1->2)-galactoside,C27H30O15,594.15847029,Chenopodium fremontii,Chenopodium,KNApSAcK
33,C00005160,17297-56-2,kaempferol 3-O-robinobioside,C27H30O15,594.15847029,Chenopodium fremontii,Chenopodium,KNApSAcK
34,C00005160,17297-56-2,kaempferol 3-O-robinobioside,C27H30O15,594.15847029,Chenopodium pallidicaule,Chenopodium,KNApSAcK
35,C00005165,19895-95-5,Kaempferol 3-O-sophoroside,C27H30O16,610.15338491,Chenopodium fremontii,Chenopodium,KNApSAcK
36,C00005187,132618-21-4,Kaempferol 3-rhamnoside-7-xyloside,C26H28O14,564.14790561,Chenopodium ambrosioides,Chenopodium,KNApSAcK
37,C00005189,482-38-2,Kaempferitrin,C27H30O14,578.16355567,Chenopodium murale,Chenopodium,KNApSAcK
38,C00005195,132536-65-3,Kaempferol 3-rhamnoside-4'-xyloside,C26H28O14,564.14790561,Chenopodium ambrosioides,Chenopodium,KNApSAcK
39,C00005204,132185-73-0,Kaempferol 3-(2Gal-apiosylrobinobioside),C32H38O19,726.20072904,Chenopodium quinoa,Chenopodium,KNApSAcK
40,C00005206,109008-28-8,Mauritianin,C33H40O19,740.2163791,Chenopodium quinoa,Chenopodium,KNApSAcK
41,C00005270,99878-05-4,Rhamnocitrin 3-galactoside,C22H22O11,462.11621155,Chenopodium fremontii,Chenopodium,KNApSAcK
42,C00005271,41545-37-3,Rhamnocitrin 3-glucoside,C22H22O11,462.11621155,Chenopodium fremontii,Chenopodium,KNApSAcK
43,C00005374,522-12-3,Quercetin 3-O-alpha-L-rhamnoside,C21H20O11,448.10056148,Chenopodium murale,Chenopodium,KNApSAcK
44,C00005401,52525-35-6,Quercetin 3-O-rhamnosyl-(1->6)-galactoside,C27H30O16,610.15338491,Chenopodium fremontii,Chenopodium,KNApSAcK
45,C00005409,18609-17-1,Quercetin 3-O-sophoroside,C27H30O17,626.14829954,Chenopodium fremontii,Chenopodium,KNApSAcK
46,C00005442,165880-62-6,Quercetin 3-(2Gal-apiosylrobinobioside),C32H38O20,742.19564366,Chenopodium pallidicaule,Chenopodium,KNApSAcK
47,C00005444,124151-38-8,Quercetin 3-(2Gal-rhamnosyl-robinobioside),C33H40O20,756.21129372,Chenopodium pallidicaule,Chenopodium,KNApSAcK
48,C00005451,63947-67-1,Quercetin 3-(2G-apiosylrutinoside),C32H38O20,742.19564366,Chenopodium pallidicaule,Chenopodium,KNApSAcK
49,C00005506,27875-34-9,Rhamnetin 3-glucoside,C22H22O12,478.11112617,Chenopodium fremontii,Chenopodium,KNApSAcK
50,C00005538,53584-69-3,Isorhamnetin 3-O-robinobioside,C28H32O16,624.16903498,Chenopodium spp.,Chenopodium,KNApSAcK
51,C00005568,107656-83-7,Isorhamnetin 3-rhamnosyl-(1->2)-[rhamnosyl-(1->6)-galactoside],C34H42O20,770.22694379,Chenopodium pallidicaule,Chenopodium,KNApSAcK
52,C00005571,165605-18-5,Isorhamnetin 3-(2G-apiosylrutinoside),C33H40O20,756.21129372,Chenopodium pallidicaule,Chenopodium,KNApSAcK
53,C00010820,61616-16-8,"(1alpha,4alpha,7S*)-5-methylethyl)-2,3-dioxabicyclo[2.2.2]oct-5-ene",C10H16O2,168.11502975,Chenopodium multifidum,Chenopodium,KNApSAcK
54,C00010849,78085-73-1,(4S-trans)-4-Hydroxy-2-methyl-5-(1-methylethyl)-2-cyclohexen-1-one,C10H16O2,168.11502975,Chenopodium multifidum,Chenopodium,KNApSAcK
55,C00010850,78085-72-0,(4S-cis)-4-Hydroxy-2-methyl-5-(1-methylethyl)-2-cyclohexen-1-one,C10H16O2,168.11502975,Chenopodium multifidum,Chenopodium,KNApSAcK
56,C00010921,89771-40-4,"[1S-(1alpha,2alpha,5alpha)]-2-Methyl-5-(1-methylethyl)-3-cyclohexene-1,2-diol",C10H18O2,170.13067982,Chenopodium multifidum,Chenopodium,KNApSAcK
57,C00010922,89771-42-6,"[1R-(1alpha,2alpha,5beta)]-2-Methyl-5-(1-methylethyl)-3-cyclohexene-1,2-diol",C10H18O2,170.13067982,Chenopodium multifidum,Chenopodium,KNApSAcK
58,C00010923,89771-41-5,"[1S-(1alpha,2beta,5alpha)]-2-Methyl-5-(1-methylethyl)-3-cyclohexene-1,2-diol",C10H18O2,170.13067982,Chenopodium multifidum,Chenopodium,KNApSAcK
59,C00011043,19890-00-7,(-)-Pinocarvone,C10H14O,150.10446507,Chenopodium ambrosioides,Chenopodium,KNApSAcK
60,C00011061,497-33-6,gamma-Fenchene,C10H16,136.12520051,Chenopodium botrys,Chenopodium,KNApSAcK
61,C00012000,64373-81-5,"8alpha,11-Elemadiol",C15H26O2,238.19328007,Chenopodium graveolens,Chenopodium,KNApSAcK
62,C00012698,70902-19-1,"[4aR-(4aalpha,5alpha,6beta,8abeta)]-4a,5,6,7,8,8a-Hexahydro-5-hydroxy-6-(1-hydroxy-1-methylethyl)-4,8a-dimethyl-2(1H)-naphthalenone",C15H24O3,252.17254463,Chenopodium botrys,Chenopodium,KNApSAcK
63,C00012699,74799-30-7,"[4aR-(4aalpha,5alpha,6beta,8abeta)]-5-(Acetyloxy)-4a,5,6,7,8,8a-hexahydro-6-(1-hydroxy-1-methylethyl)-4,8a-dimethyl-2(1H)-naphthalenone",C17H26O4,294.18310932,Chenopodium botrys,Chenopodium,KNApSAcK
64,C00012735,67996-63-8,"[1S-(1alpha,2beta,4abeta,8aalpha)]-1,2,3,4,4a,5,6,8a-Octahydro-4a,8-dimethyl-2-(1-methylethenyl)-1-naphthalenol acetate",C17H26O2,262.19328007,Chenopodium botrys,Chenopodium,KNApSAcK
65,C00012769,74841-83-1,Chenopotetraol,C15H28O4,272.19875938,Chenopodium botrys,Chenopodium,KNApSAcK
66,C00012770,74799-34-1,"[1S-(1alpha,2beta,4abeta,7beta,8alpha,8aalpha)]-Decahydro-7-(1-hydroxy-1-methylethyl)-1,4a-dimethyl-1,2,8-naphthalenetriol",C15H28O4,272.19875938,Chenopodium botrys,Chenopodium,KNApSAcK
