,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00003575,19057-60-4,Collettiside III,C45H72O16,868.48203625,Trillium erectum,Trillium,KNApSAcK
1,C00003575,19057-60-4,Collettiside III,C45H72O16,868.48203625,Trillium spp.,Trillium,KNApSAcK
2,C00003576,512-04-9,Diosgenin,C27H42O3,414.31339521,Trillium spp.,Trillium,KNApSAcK
3,C00003576,512-04-9,Diosgenin,C27H42O3,414.31339521,Trillium sessile subsp.californicum.,Trillium,KNApSAcK
4,C00003576,512-04-9,Diosgenin,C27H42O3,414.31339521,Trillium stylorum,Trillium,KNApSAcK
5,C00005533,75909-23-8,Isorhamnetin 3-L-arabinopyranosyl-(1->6)-galactoside,C27H30O16,610.15338491,Trillium kamtschaticum,Trillium,KNApSAcK
6,C00005533,75909-23-8,Isorhamnetin 3-L-arabinopyranosyl-(1->6)-galactoside,C27H30O16,610.15338491,Trillium apetalon,Trillium,KNApSAcK
7,C00005874,,Kaempferol 3-[2'''-acetyl-alpha-L-arabinopyranosyl-(1->6)-galactoside],C28H30O16,622.15338491,Trillium tschonoskii,Trillium,KNApSAcK
8,C00013922,209533-52-8,Isorhamnetin 3-(2'''-acetyl-alpha-arabinopyranosyl)-(1->6)-galactoside,C29H32O17,652.1639496,Trillium apetalon,Trillium,KNApSAcK
9,C00013922,209533-52-8,Isorhamnetin 3-(2'''-acetyl-alpha-arabinopyranosyl)-(1->6)-galactoside,C29H32O17,652.1639496,Trillium kamtschaticum,Trillium,KNApSAcK
10,C00030764,54522-52-0,22-O-Methylprotodioscin,C52H86O22,1062.56107443,Trillium erectum,Trillium,KNApSAcK
11,C00031599,109617-40-5,Anguivioside XV,C51H82O22,1046.52977431,Trillium kamtschaticum,Trillium,KNApSAcK
12,C00031730,77658-50-5,Deoxytrillenoside A,C47H70O23,1002.43078855,Trillium kamtschaticum,Trillium,KNApSAcK
13,C00032414,952579-35-0,Trikamsteroside C,C47H70O24,1018.42570317,Trillium kamtschaticum PALL.,Trillium,KNApSAcK
14,C00032415,952579-36-1,Trikamsteroside D,C48H74O24,1034.4570033,Trillium kamtschaticum PALL.,Trillium,KNApSAcK
15,C00032416,952579-37-2,Trikamsteroside E,C48H76O23,1020.47773874,Trillium kamtschaticum PALL.,Trillium,KNApSAcK
16,C00032417,58809-10-2,Trillenogenin,C26H36O8,476.24101813,Trillium kamtschaticum,Trillium,KNApSAcK
17,C00032417,58809-10-2,Trillenogenin,C26H36O8,476.24101813,Trillium erectum L.,Trillium,KNApSAcK
18,C00032418,58809-09-9,Trillenoside A,C47H70O24,1018.42570317,Trillium kamtschaticum PALL.,Trillium,KNApSAcK
