,C_ID,CAS ID,example_compound_name,Molecular formula,Mw,Organism,knapsack_search_term,Source
0,C00000601,607-80-7,(+)-Sesamin,C20H18O6,354.11033831,Phoebe mexicana,Phoebe,KNApSAcK
1,C00001810,524-20-9,Armepavine,C19H23NO3,313.16779361,Phoebe minutiflora,Phoebe,KNApSAcK
2,C00001869,3019-51-0,(S)-Isoboldine,C19H21NO4,327.14705817,Phoebe minutiflora,Phoebe,KNApSAcK
3,C00001872,475-67-2,Isocorydine,C20H23NO4,341.16270823,Phoebe clemensii,Phoebe,KNApSAcK
4,C00001875,301-21-3,Laudanidine,C20H25NO4,343.17835829,Phoebe minutiflora,Phoebe,KNApSAcK
5,C00001910,485-19-8,(+)-Reticuline,C19H23NO4,329.16270823,Phoebe minutiflora,Phoebe,KNApSAcK
6,C00002657,123-08-0,4-Hydroxybenzaldehyde,C7H6O2,122.03677944,Phoebe formosana,Phoebe,KNApSAcK
7,C00002683,5463-22-9,Vanillin,C8H8O3,152.04734412,Phoebe formosana,Phoebe,KNApSAcK
8,C00003130,502-61-4,alpha-Farnesene,C15H24,204.18780077,Phoebe cinnamomifolia,Phoebe,KNApSAcK
9,C00007211,18920-47-3,Helioxanthin,C20H12O6,348.06338812,Phoebe formosana,Phoebe,KNApSAcK
10,C00025655,517-56-6,(+)-Corytuberine,C19H21NO4,327.14705817,Phoebe minutiflora,Phoebe,KNApSAcK
11,C00025812,486-39-5,Coclaurine,C17H19NO3,285.13649348,Phoebe minutiflora,Phoebe,KNApSAcK
12,C00025924,64091-05-0,Juziphine,C18H21NO3,299.15214354,Phoebe formosana,Phoebe,KNApSAcK
13,C00025924,64091-05-0,Juziphine,C18H21NO3,299.15214354,Phoebe minutiflora,Phoebe,KNApSAcK
14,C00025955,83459-45-4,N-Formylanonaine,C18H15NO3,293.10519335,Phoebe formosana,Phoebe,KNApSAcK
15,C00026544,194737-72-9,Phoebegrandine A,C29H35N3O3,473.26784201,Phoebe grandis,Phoebe,KNApSAcK
16,C00026545,194737-77-4,Phoebegrandine B,C29H35N3O3,473.26784201,Phoebe grandis,Phoebe,KNApSAcK
17,C00027231,690957-78-9,Phoebegrandine C,C28H33N3O3,459.25219194,Phoebe grandis,Phoebe,KNApSAcK
18,C00027408,191654-78-1,Laurodionine,C20H15NO6,365.08993722,Phoebe formosana,Phoebe,KNApSAcK
19,C00027409,128-76-7,Laurotetanine,C19H21NO4,327.14705817,Phoebe formosana,Phoebe,KNApSAcK
20,C00027424,74046-21-2,N-Methylarmepavine,C20H26NO3,328.1912687,Phoebe minutiflora,Phoebe,KNApSAcK
21,C00027430,66396-10-9,N-Methylsecoglaucine,C22H27NO4,369.19400836,Phoebe minutiflora,Phoebe,KNApSAcK
22,C00027433,5890-18-6,Laurolitsine,C18H19NO4,313.1314081,Phoebe formosana,Phoebe,KNApSAcK
23,C00027433,5890-18-6,Laurolitsine,C18H19NO4,313.1314081,Phoebe minutiflora,Phoebe,KNApSAcK
24,C00027438,475-70-7,Norisocorydine,C19H21NO4,327.14705817,Phoebe minutiflora,Phoebe,KNApSAcK
25,C00027440,74119-87-2,Norjuziphine,C17H19NO3,285.13649348,Phoebe formosana,Phoebe,KNApSAcK
26,C00027440,74119-87-2,Norjuziphine,C17H19NO3,285.13649348,Phoebe minutiflora,Phoebe,KNApSAcK
27,C00027451,16620-96-5,O-Methylcorypalline,C12H17NO2,207.12592879,Phoebe minutiflora,Phoebe,KNApSAcK
28,C00027459,32845-27-5,Oxopurpureine,C21H19NO6,381.12123735,Phoebe cinnamomifolia,Phoebe,KNApSAcK
29,C00050316,26607-96-5,(E)-Gadain,C20H16O6,352.09468824,Phoebe formosana,Phoebe,KNApSAcK
0,C00000134,21293-29-8,Abscisic acid,C15H20O4,264.13615913,Machilus zuihoensis,Machilus,KNApSAcK
1,C00000601,607-80-7,(+)-Sesamin,C20H18O6,354.11033831,Machilus thunbergii,Machilus,KNApSAcK
2,C00000601,607-80-7,(+)-Sesamin,C20H18O6,354.11033831,Machilus glaucescens,Machilus,KNApSAcK
3,C00000640,526-06-7,(+)-Eudesmin,C22H26O6,386.17293856,Machilus wangchiana,Machilus,KNApSAcK
4,C00000643,36150-23-9,Kobusin,C21H22O6,370.14163844,Machilus wangchiana,Machilus,KNApSAcK
5,C00000674,491-70-3,"5,7,3',4'-Tetrahydroxyflavone",C15H10O6,286.04773805,Machilus philippinensis,Machilus,KNApSAcK
6,C00000697,61989-57-9,(-)-Machilusin,C21H24O5,356.16237388,Machilus japonica,Machilus,KNApSAcK
7,C00000947,154-23-4,(+)-Catechin,C15H14O6,290.07903818,Machilus thunbergii,Machilus,KNApSAcK
8,C00001071,529-44-2,Myricetin,C15H10O8,318.0375673,Machilus bombycina,Machilus,KNApSAcK
9,C00001910,485-19-8,(+)-Reticuline,C19H23NO4,329.16270823,Machilus thunbergii,Machilus,KNApSAcK
10,C00002499,92-61-5,Scopoletin,C10H8O4,192.04225874,Machilus thunbergii,Machilus,KNApSAcK
11,C00002605,61891-31-4,(+)-Galbacin,C20H20O5,340.13107375,Machilus thunbergii,Machilus,KNApSAcK
12,C00002605,61891-31-4,(+)-Galbacin,C20H20O5,340.13107375,Machilus japonica,Machilus,KNApSAcK
13,C00002611,51020-86-1,(-)-Licarin A,C20H22O4,326.15180919,Machilus thunbergii,Machilus,KNApSAcK
14,C00002611,51020-86-1,(-)-Licarin A,C20H22O4,326.15180919,Machilus japonica,Machilus,KNApSAcK
15,C00002611,51020-86-1,(-)-Licarin A,C20H22O4,326.15180919,Machilus odoratissima NEES,Machilus,KNApSAcK
16,C00002631,21453-69-0,(+)-Lirioresinol B,C22H26O8,418.16276781,Machilus thunbergii,Machilus,KNApSAcK
17,C00002775,4206-58-0,Sinapaldehyde,C11H12O4,208.07355887,Machilus zuihoensis,Machilus,KNApSAcK
18,C00003429,15291-75-5,Ginkgolide A,C20H24O9,408.14203237,Machilus wangchiana,Machilus,KNApSAcK
19,C00003672,83-46-5,(-)-beta-Sitosterol,C29H50O,414.38616622,Machilus zuihoensis,Machilus,KNApSAcK
20,C00003747,559-74-0,3-Friedelanone,C30H50O,426.38616622,Machilus zuihoensis,Machilus,KNApSAcK
